IC_1,IC_2
0.020549500312467925,-0.012721721117205613
0.020404721486360716,-0.012322896598149391
0.020210086379966928,-0.011915152313297041
0.019966021202152878,-0.011501064223371361
0.019672963554029158,-0.011083530013705005
0.019331836513948944,-0.01066610497281148
0.018943787771557044,-0.010252837048775778
0.018510330534580538,-0.0098480217127741
0.01803318396844618,-0.009456122239932785
0.01751423139495738,-0.009081365527333525
0.01695508920777344,-0.008727344520537484
0.016357288754578318,-0.008396728881424757
0.015722064471422263,-0.008091162036799276
0.015050336613863782,-0.0078110286063612765
0.014342678998840761,-0.007555404915024127
0.013599742038871671,-0.007321990013553904
0.012821987652123577,-0.007107179168488441
0.012010165475727558,-0.006906092708344281
0.011165349158124697,-0.006712951866295797
0.010289080079885961,-0.006520948986071517
0.009383497087993228,-0.006322842165005289
0.008451527525214282,-0.006111241783825233
0.007496813923572073,-0.005878915618939311
0.006523762389521069,-0.00561924379883442
0.005537571255190136,-0.005326851160037381
0.004543868012424195,-0.004997163755665575
0.0035487214794384246,-0.004627354569282293
0.0025582984896200473,-0.004215999429178304
0.0015785858725797838,-0.0037628771091058207
0.0006152013299258302,-0.0032691436875541707
-0.00032711898909166593,-0.0027366258388174637
-0.0012443453241845316,-0.002168054481604165
-0.0021337526571435883,-0.0015662541183813804
-0.0029935733313190744,-0.0009345432649185433
-0.0038231163038996876,-0.0002764468097671826
-0.004622736464956353,0.00040447983472817267
-0.005393493371584435,0.0011045349906977388
-0.006137112229338488,0.0018198791765418173
-0.006855760744885691,0.0025467014033712506
-0.007551676583386222,0.003281350164896919
-0.008227086934268912,0.004020361758761992
-0.008883704731196844,0.004760590866201193
-0.009522759144337476,0.00549953714417634
-0.010144493096133,0.0062350396889494925
-0.010748170802589047,0.006965769006552498
-0.011331993275509714,0.007690360716761234
-0.011892873900970461,0.008407495469737835
-0.012426884302884095,0.009115491987169173
-0.012929089572633511,0.009811763712171875
-0.01339422644867127,0.010493076580748485
-0.013816799389326144,0.011155365037868945
-0.014191694113797136,0.01179456774019581
-0.014514441204192909,0.012406567329006168
-0.014781560637812231,0.012988261756329873
-0.014990620097383871,0.013537610018907747
-0.015140328055793606,0.014054148334521607
-0.015230460808076112,0.014539111220988998
-0.0152615224349251,0.014995284561404448
-0.01523458112384514,0.015426941983814337
-0.015150957991689059,0.015839361502427658
-0.015011853849624427,0.016238170354235335
-0.014818159005218946,0.016628472681328017
-0.014570240139386775,0.017014438578339654
-0.014267728144601737,0.017398399731898186
-0.013909590887896658,0.01778056133783813
-0.013494171126570783,0.018159170887352024
-0.01301909573236465,0.018530386352572367
-0.01248172918110667,0.018888866997229317
-0.011879536179202541,0.019228624010086008
-0.011210123991413443,0.01954360872414439
-0.010471977800998301,0.01982848640375789
-0.00966455195207692,0.020079751814866695
-0.00878845771606785,0.02029570007207512
-0.007845716776795424,0.0204777201311397
-0.006839729953706414,0.020629667680421914
-0.005775131076949995,0.020758293338113295
-0.004657802540031716,0.0208725271079575
-0.003494478870224947,0.020982744392321954
-0.002292554444045989,0.021099756137414168
-0.0010595759948881895,0.021234022631607445
0.00019679891245802134,0.02139424617559573
0.0014691566798513164,0.021586992396543304
0.0027500604171640285,0.021816579848393927
0.004032251047127488,0.02208437752123096
0.005308282470214185,0.02238966183395136
0.006570355585748186,0.02272971757213353
0.007810367323213894,0.023100329155949822
0.009019908312186029,0.023496167825018278
0.010190340363792533,0.023911195798416243
0.011313078198070764,0.024339335286009223
0.012379879270142181,0.02477399008802559
0.013383284605749751,0.025208712209366095
0.014316660946847682,0.025637130462243758
0.015174564871429057,0.026052745718066626
0.01595294188860352,0.02644955501737374
0.016649102639669545,0.026821777760444795
0.017261747693283886,0.027164506253250394
0.017790958729262486,0.02747376110691702
0.018238198353708438,0.02774684643149228
0.01860603297332961,0.027982321502604185
0.01889832443332032,0.02818018813305579
0.019119898764465855,0.02834170556319528
0.019276411859091055,0.02846918818139029
0.019374303950239407,0.02856554955533247
0.019420629014364737,0.0286343710070566
0.01942254379418407,0.028679355277427612
0.0193873201704054,0.028704285291834105
0.019321767109455008,0.02871298115870511
0.019232209048215564,0.02870904059018034
0.01912393505592841,0.028696007555218367
0.019001119557657747,0.028677179780275612
0.018866581489638903,0.02865563770173859
0.01872190313099969,0.02863399573113676
0.018567326075642442,0.028614383856367283
0.018402066029235605,0.028598001443478224
0.01822430460415692,0.028585430161400992
0.018031586497005647,0.028576245809748733
0.017820821811053017,0.02856904988569716
0.01758862645814474,0.028561501969334338
0.017331527184708588,0.028550488046846755
0.01704592268319502,0.02853230109918382
0.01672843801463626,0.02850269345429476
0.016375907003167302,0.02845707106173157
0.015985472369995514,0.028390766250503022
0.01555476330524912,0.028299091896840475
0.015081824041651017,0.02817745706383892
0.014565341896755154,0.02802196848360885
0.014004473671856801,0.027829396407165405
0.013398689052568451,0.02759787561038026
0.012747751113956532,0.027327107463970237
0.012051441609907648,0.027018767153155522
0.011309400939289201,0.026676498036787233
0.010521075946309792,0.026305964166318273
0.009685751292790399,0.02591416877099917
0.00880255505278093,0.025509137936736107
0.007871168934260759,0.025098858444080774
0.006891788598553271,0.02469064118183415
0.005865977653984633,0.024290051304989315
0.004797015510928535,0.023900412287095222
0.00369010632004108,0.02352205883324577
0.0025525951132140626,0.02315232350803171
0.0013937873295655284,0.022785646610409917
0.0002242152248018001,0.022414316971612894
-0.0009447629051890829,0.02202912123300774
-0.0021021200733273592,0.021620868939981223
-0.003237794143543337,0.02118119641344452
-0.004343605004032966,0.02070382823280187
-0.005413455696510121,0.02018508121145636
-0.006443652881089549,0.019624396225953925
-0.007432720237197585,0.019023903582406677
-0.00838103976168635,0.01838833547967378
-0.00929010705584251,0.01772388210363521
-0.01016213974629757,0.01703750286534455
-0.010999127198506813,0.016335806523553615
-0.011802521202072156,0.015624496074089502
-0.012572614337581238,0.014907488709531605
-0.013308342641753125,0.014186602681591198
-0.01400721357644986,0.013461848971447499
-0.014665581234574522,0.012731347326310923
-0.015278768659680832,0.011991913299118553
-0.015841580827743045,0.011239869399148283
-0.016348751171305024,0.010470987236560328
-0.016795504059252776,0.009682060234935156
-0.017177654056655955,0.008870423864984106
-0.01749213608203334,0.008034935259463345
-0.01773704983223374,0.00717609260032445
-0.01791164428382831,0.006296281416497938
-0.018016289931987166,0.0053994235079140186
-0.018052021057707878,0.004491209442966089
-0.01802059913783639,0.0035786310594070345
-0.017923706033926387,0.0026696435215234925
-0.01776295813736795,0.0017727813685854876
-0.017539286051201607,0.0008963747304967392
-0.017252905866482444,4.845117988887138e-05
-0.016902884431722078,-0.0007641360978948028
-0.016487164781295954,-0.001535948562444831
-0.016002470593028367,-0.0022632597977052028
-0.015444458454986565,-0.002944501299006696
-0.0148079370271288,-0.003579812734491575
-0.014087297629525002,-0.004171736800275249
-0.01327692636265667,-0.004724389646969193
-0.012371696245607789,-0.005243787066101575
-0.01136775641022586,-0.005737146233297171
-0.01026290249957069,-0.006212585179909186
-0.009057130696410893,-0.006678513306444377
-0.007753219438681558,-0.007143247927814755
-0.006356951509111857,-0.007614144811439263
-0.004877321146730042,-0.008097359851768656
-0.0033265259839534533,-0.008597073080605748
-0.001719546903938284,-0.009115420595056628
-7.37566315231703e-05,-0.009652166422209736
0.001592067969811732,-0.010204596336363891
0.0032584747213064247,-0.010768063253048256
0.004906414045186197,-0.011336131016080815
0.006518150282654173,-0.011901336199224772
0.00807800963492134,-0.012455884645536089
0.009573083284179527,-0.012992308714137781
0.010993207041682695,-0.013503769381382983
0.012331457296620153,-0.013984849771963903
0.013583482055306904,-0.014431123196130633
0.014747302217315674,-0.014839476871912336
0.01582262946427607,-0.015207465485167132
0.016810300186901755,-0.015533242622990415
0.017711849300685017,-0.01581516530619024
0.018528926064603515,-0.01605140625861193
0.019263235536414555,-0.016240106373570373
0.019916453881730568,-0.016379950642717498
0.0204904576099226,-0.016470248939581496
0.020987296882018083,-0.01651165460400442
0.02140971765660519,-0.016506426376836976
0.021760989163660423,-0.016458569146870716
0.02204510610774848,-0.016373976041210433
0.022266835634148097,-0.01625977727654384
0.022431404670333766,-0.016124134029179532
0.022544365928968992,-0.015975303438624754
0.022611462384680862,-0.015821182590161364
0.022638377658452908,-0.01566863801480521
0.022630624464300066,-0.015522927759454248
0.022593253306615595,-0.015387473306127379
0.022531108906934903,-0.01526407003596071
0.022448509501039958,-0.015152774424365075
0.02234944066917334,-0.015052213451244563
0.022237264642729525,-0.014960170783963654
0.02211491351696441,-0.014873859740884277
0.021984606999435868,-0.014790008575195445
0.021847852992321625,-0.014705592921147457
0.02170520225725914,-0.01461772734171489
0.021556245300282585,-0.014524004130159723
0.021399503182502434,-0.014422822344992533
0.02123231195740072,-0.014312917234004205
0.021050979037282175,-0.014193474157405784
0.020851031356081195,-0.014064152649163148
0.020627595249351195,-0.0139250484314422
0.020375518334819504,-0.013776430391235045
0.020090004878103314,-0.013618868017950233
0.019766797929511908,-0.013453398044529993
0.0194023473140978,-0.013281028092119765
0.01899391044220925,-0.01310304745259968
0.018539674588875836,-0.012921033738520563
0.01803852961275284,-0.012736403355378886
0.017489961763066535,-0.012550297320221764
0.016893872815349986,-0.01236388321199106
0.016250443622256455,-0.012177686448741912
0.015559977746365078,-0.01199198274482967
0.014822771627871944,-0.011806169127302101
0.014039012008712952,-0.011619108260343937
0.013208781318891853,-0.011428493424513998
0.012332219372244302,-0.011231184615384505
0.011409547078418077,-0.011023335994309998
0.010441250324202345,-0.010800370877308469
0.00942844812752435,-0.010557485174700223
0.008373151066776871,-0.010290043708243051
0.007278581097168919,-0.009993921055112048
0.006149337912477134,-0.009665903476149023
0.004991573497081139,-0.009303775249601864
0.003812774623314521,-0.008905992057558498
0.0026216623707147548,-0.00847189820070022
0.0014278378191179165,-0.008001147393011419
0.00024137724036202982,-0.007493631283218548
-0.0009275645181971255,-0.006948841896915224
-0.0020690173899901567,-0.00636655601954474
-0.0031737279290755057,-0.005746042266784022
-0.004233384423918206,-0.005086718223285298
-0.005240892066500132,-0.0043881608168485076
-0.006190533149328309,-0.0036501106065964174
-0.0070781945640230074,-0.0028730868142614525
-0.007901287982963993,-0.0020580751610871917
-0.00865881996098514,-0.0012069090746343156
-0.009351036203739161,-0.00032257504992231484
-0.009979280973244558,0.0005909405801301702
-0.010545574016527766,0.0015284273050808442
-0.011052224504894159,0.002483237534461607
-0.011501555725930347,0.003447839109439399
-0.011895656178842251,0.004414050263780061
-0.012236223450619893,0.005373435444570639
-0.012524562954339272,0.006317728739776339
-0.01276155868616474,0.007239448147310399
-0.012947936898282051,0.008132233936556524
-0.013084076264201302,0.008990795834723139
-0.013170373717813029,0.009811408134619438
-0.013207126770577253,0.010591599390972924
-0.013194541668517005,0.01133039508543507
-0.013132671275377733,0.012028093775394507
-0.013021460992758017,0.012686375170477906
-0.012860664288136389,0.013307927189283794
-0.012649702204097684,0.013896046138273443
-0.012387885723845665,0.014454398907911562
-0.012074449966563584,0.014986593270554384
-0.011708543690551784,0.01549566910561386
-0.011289325360476542,0.015983562779330846
-0.010816048678648974,0.01645130616978037
-0.010288100763302385,0.01689861087942596
-0.009704886521383113,0.017324213623987512
-0.009065917518827514,0.0177262083147089
-0.008370710196837751,0.01810200284024951
-0.007618905682726684,0.018449560455146275
-0.0068102429162541205,0.018767217500790755
-0.005944694310792397,0.019054381742247262
-0.005022599779911751,0.019312038104459365
-0.004044715785698916,0.019542631355525395
-0.0030124771445513357,0.01975000518300923
-0.0019281331076163577,0.019939334162123463
-0.0007948527698470795,0.020116323080186148
0.0003829537430371715,0.020287056980093292
0.0015999276354727958,0.02045716087836916
0.0028494278729293407,0.020631629382793986
0.0041236715867685025,0.020814515568876348
0.0054139320503416005,0.021009026752627537
0.006710524048699269,0.021217517109157976
0.008003167525552964,0.021441631625320947
0.009281272934374451,0.021682578476312248
0.010534180588174204,0.02194123384717459
0.0117518768938094,0.02221793867948353
0.012925054331552069,0.022512733794698467
0.014045843389958216,0.02282497248087477
0.015107848077214435,0.023153308827417285
0.01610646694575428,0.023495370898313814
0.017038726345248792,0.023848176619469242
0.017903076005854817,0.024207787738555895
0.0186994275531584,0.02456956335187496
0.019428697673378906,0.024928222721113245
0.020092601787335136,0.02527799483653096
0.020693375983114413,0.02561294655779262
0.02123362980171294,0.02592697008787619
0.021716051558290875,0.026214221998932332
0.022143311913722243,0.026469367691325046
0.02251768073143174,0.026687969175507902
0.022841040418395967,0.026866875757543807
0.023114685748670954,0.027004499496425114
0.0233392021746635,0.027101161352180523
0.023514554875385667,0.02715905474518882
0.023640332666730036,0.027182255587742045
0.02371585708127938,0.027176302805398157
0.02374049085232466,0.02714778881409312
0.023714058279741334,0.02710359581897277
0.02363696390820445,0.02705033345680064
0.02351037207962363,0.026993679068477345
0.02333640728835166,0.026937582982836286
0.023118013486648395,0.026883930261014266
0.02285900843335905,0.026832304927964543
0.022563893262859725,0.026779628895622902
0.02223767978425651,0.026720744604043705
0.021885556809699926,0.02664855540915304
0.021512592579878424,0.026555015902061718
0.021123249390479083,0.026431866351606024
0.020721185563239753,0.026271593212885597
0.020308643549346393,0.0260683825414657
0.019886342349440148,0.0258188025281608
0.019453175644036043,0.02552224215547927
0.01900610100611539,0.025181359019265822
0.018540267433154695,0.024801827195547174
0.018048961102185995,0.02439239015305258
0.017524197592402015,0.023964017099542254
0.016956929984570063,0.02352917073224012
0.016337756099062947,0.02310102099543742
0.015657517770192492,0.022692257131117877
0.014907952124273306,0.02231424078200625
0.014082175041871432,0.021976089380772917
0.013175413880071377,0.02168411651734176
0.012185141203590932,0.021441403058894262
0.011111464390189783,0.021247466924231014
0.009957131125487177,0.021098371103427813
0.00872730741507344,0.02098687422075118
0.007429367452782922,0.020903106568959832
0.0060724043634153135,0.02083503049319392
0.004666530120356502,0.020769729037965715
0.0032222621184069982,0.02069408357501052
0.0017500721146773547,0.02059601181304476
0.00025957493399172445,0.020464985983625835
-0.0012405049213252458,0.02029259258408363
-0.0027424544099792737,0.020072747985693435
-0.004239416908611496,0.019801450371658126
-0.0057251821868411976,0.01947666433466819
-0.007193781412999484,0.019097776782432224
-0.008639176596704242,0.018665226670245713
-0.010055052907848465,0.01817999354313932
-0.011434852283118378,0.01764350604181471
-0.012771604514880795,0.01705704319886083
-0.014058134926411054,0.01642180657118816
-0.015287412235663886,0.015738989765205113
-0.016452437406816633,0.015009620908546233
-0.01754664662440147,0.014234973315843343
-0.018564160211847976,0.01341715653678483
-0.019499758642802963,0.012559137526668823
-0.020349264678361643,0.011665729429538812
-0.021109540363893984,0.010743596651678554
-0.021778439574955955,0.009801635019455562
-0.022354792623132325,0.008850982359466866
-0.022838212275114626,0.007904630429383422
-0.023228901902929557,0.006976877944644692
-0.023527418725886054,0.006082561766823941
-0.023734518973131835,0.005236399244854994
-0.023851076513663527,0.004451842675887018
-0.023877777762902206,0.003740200721022046
-0.02381516592814093,0.003110059659562808
-0.023663470718124333,0.0025658920566023207
-0.02342256301404003,0.0021081815269484586
-0.02309187157544041,0.001732584597742089
-0.022670498852898426,0.0014303043251967132
-0.022157165822707724,0.0011883635536081366
-0.021550517385055798,0.0009903854392425099
-0.020849362897276475,0.0008179182010621893
-0.02005292993328824,0.0006515819051470844
-0.019161415728730775,0.0004726804576797996
-0.018176468877296223,0.00026478149404163514
-0.017101442096014437,1.4877246191464621e-05
-0.015941824601574842,-0.00028539565516354264
-0.014705317621527282,-0.0006393232880674731
-0.01340182622177063,-0.0010450667923663799
-0.012043244146824752,-0.0014962409750695542
-0.010642966706090311,-0.001982889678279906
-0.009215370918922997,-0.0024927268811400505
-0.007774996882729935,-0.003012916935356117
-0.0063358642341133945,-0.0035310410515754726
-0.004910841619751943,-0.004036715202563783
-0.0035110894191903532,-0.004521923045602331
-0.002145784261149107,-0.00498148730518535
-0.0008218360252645894,-0.005413210950271588
0.00045590951119996826,-0.005817231072901551
0.001684608682449959,-0.0061955963685686195
0.0028631473159643267,-0.0065516810790681715
0.003992073410624614,-0.006889535652712806
0.005073072414678578,-0.007213395557086039
0.006108941498589309,-0.007527228613384792
0.007102939858663808,-0.007834504578319246
0.008058712430911696,-0.008137871637096613
0.008979868211473677,-0.008439383600600118
0.00986958891502309,-0.008740095407720385
0.010730286059934282,-0.00904024421934544
0.01156351184357221,-0.009339146214784273
0.012369466533199227,-0.009634935219664959
0.013147133841232924,-0.009924565927521351
0.013894105270463294,-0.010203595833452596
0.01460700760211612,-0.01046668236892226
0.01528132743724425,-0.010707460987820829
0.015912025624196136,-0.0109190633311367
0.016493559176268817,-0.011094966238111638
0.01702033807748897,-0.011229135704830744
0.01748692901431521,-0.011316577208101386
0.017888391988766683,-0.011353910789699459
0.018220673234150726,-0.011339592684926666
0.018480841753380373,-0.01127406687588502
0.01866731988865936,-0.01115995059360892
0.018779951558813814,-0.01100166720161835
0.018820166884051002,-0.010805340439013007
0.018790772461052006,-0.010578378962136719
0.018695646363652466,-0.010328799293018042
0.018539659048153013,-0.010064806726635171
0.01832806945642143,-0.009793687564230177
0.018066451011456056,-0.009521881949441278
0.017760291217764575,-0.009254161826868293
0.017414699985785726,-0.008993602399912547
0.017034343365041484,-0.008741512287692049
0.016623186249861633,-0.008497273978194579
0.01618454142430017,-0.00825879797229273
0.01572079304761507,-0.00802243098967662
0.015233638138247838,-0.007783373101278275
0.014724031083359337,-0.007536106266208516
0.014192188489425512,-0.0072744984942136395
0.013637793415723756,-0.006992333726957147
0.013060009931522834,-0.006683582419364161
0.01245779040493802,-0.0063431162425352725
0.011829718550042024,-0.005966590307997879
0.011174473994942636,-0.0055513038205145335
0.010490668908993448,-0.005096248428718743
0.00977698502602628,-0.004602092084773301
0.009032394689999518,-0.004071679184464688
0.008256023446767149,-0.0035093659965011047
0.007447334582064659,-0.0029213232556800175
0.00660609065890551,-0.002314539539613125
0.0057324675827445165,-0.0016967302427441826
0.004826930346851037,-0.0010755994566770308
0.0038903181381490077,-0.00045867682774509153
0.002923914427924892,0.0001471416900846952
0.0019291517715119147,0.0007362275919320226
0.0009077087980219592,0.0013039703420198562
-0.00013870366059366075,0.0018475558338805654
-0.0012084281927111386,0.002365920879735041
-0.002299744703792579,0.0028598398102795816
-0.0034110042499687454,0.0033321061023853056
-0.004540227598143333,0.0037869926632597413
-0.00568501380105151,0.0042299662622530005
-0.006842296844294138,0.004667136080479737
-0.008008276681232182,0.005104617743678396
-0.009177974547298826,0.005547919773676197
-0.010345386843831477,0.0060016134622138595
-0.011503305030214269,0.006468868576883695
-0.012643335510961064,0.006951239975557603
-0.013756142333179974,0.007449011089752996
-0.014831651241480451,0.007960931446845157
-0.01585947437287953,0.008485027589075819
-0.01682930600489175,0.009018555161101012
-0.017731525900652363,0.009558753282896734
-0.018557427929949532,0.010102734356174956
-0.019299785536438584,0.010648095832367558
-0.0199529096937559,0.011192571615590813
-0.020512835940307055,0.011734452386813778
-0.020977495073140666,0.012272460017159002
-0.021346348154707318,0.01280582800480012
-0.02162047576606489,0.01333410241616829
-0.021802363472011026,0.013857612346528533
-0.021895648723903566,0.014377285037663215
-0.021904907793613215,0.014894545625628424
-0.02183522134621107,0.015411279949397293
-0.02169195610328635,0.015929778912215257
-0.021480451338598005,0.016452046629759555
-0.021205429678021644,0.016979990875970432
-0.020870965070473625,0.017514759335510395
-0.020480258232930603,0.01805671003430931
-0.020035398509005545,0.018605125597306732
-0.019537508672152634,0.019157988607078638
-0.018986816299555575,0.019712005225107958
-0.018382839305925474,0.020262354573756924
-0.017724572179964967,0.02080315646009652
-0.017010536510888376,0.02132723555701957
-0.016239305702884364,0.021826944528436004
-0.015409360155225763,0.022294042858869694
-0.014519617712011634,0.022720783015928753
-0.01356917262699776,0.023099560661248564
-0.012557916702510306,0.02342428242076921
-0.011486290516768137,0.02368992413570587
-0.010355845092844724,0.023893701292570225
-0.00916909360490632,0.024035035515595455
-0.00792979917548525,0.024115877619316845
-0.00664313389985151,0.024141287743203392
-0.005315552853180689,0.024118769332810507
-0.0039545749610061885,0.024058051268933348
-0.0025687212308883834,0.023970531054586387
-0.0011668620539151194,0.02386794650168898
0.00024182769363659398,0.023761943606655112
0.0016483433514940485,0.023662879386922832
0.003044096373759046,0.02357915507152169
0.004420701251837986,0.023517108349043723
0.005770473038352618,0.023480877763026813
0.0070860018760664145,0.023472430936982324
0.008360415636488315,0.02349229496539341
0.009587336487605024,0.023539716702790377
0.010760841428076418,0.023613126768807544
0.01187545352000879,0.02371092583103857
0.012926139762574408,0.02383161170391515
0.013908323941146645,0.02397361025591467
0.014817892063389553,0.024135701999067914
0.015651302233051965,0.0243165814489517
0.016405669685725745,0.024514616272853427
0.01707871603725054,0.024727916540800306
0.01766912578055792,0.02495387595135688
0.018176585369565366,0.02518905587890092
0.018602034989308465,0.025429172402556006
0.018947631671500164,0.02566916128221188
0.019216920816300033,0.025903297891017862
0.019414709103990353,0.026125766636760056
0.019546896199816234,0.026330816820106667
0.019620475452465386,0.026513346005139923
0.019642996984386176,0.02666919776400567
0.019622520213024294,0.026795397447656733
0.019567210335939434,0.026890116240542567
0.019485002820548613,0.02695289171661483
0.01938326557667467,0.026984351703914184
0.019268419343837332,0.02698618657770322
0.019145574531042896,0.026960798045796167
0.019018252410187963,0.026911346079102186
0.01888823848800567,0.02684124579502653
0.01875540422645602,0.026754100414511425
0.01861780183059044,0.02665335760528112
0.018471744601852216,0.02654211129523218
0.018312116825699123,0.02642278377194718
0.018132631372626166,0.026296994105550895
0.017926190904793204,0.02616542829589483
0.017685251399096102,0.026027920214195636
0.017402137177592585,0.025883466065392637
0.01706938316338979,0.02573039990706153
0.016680086081052883,0.025566578474035758
0.01622816442630002,0.025389850320141683
0.01570835908427721,0.02519854842305191
0.015116539604454013,0.024991658361999926
0.014449441904181874,0.024769629439271062
0.013704845740951509,0.02453427557428217
0.012881390086675836,0.02428897537307803
0.01197840964474642,0.024038629460261904
0.010996109694611853,0.023789354490911328
0.009935415885143076,0.02354789869590502
0.008798077981232786,0.023321152387352027
0.007586679791952877,0.02311536027199431
0.006304702931503237,0.02293537789040962
0.004956718170258885,0.02278406766163958
0.0035483958414130614,0.022661320129237963
0.0020866458480069366,0.022563836494127555
0.000579454512236533,0.02248506973231528
-0.0009640915509848493,0.022415343308092996
-0.002534056362362163,0.022342339519842047
-0.004119910191642297,0.022251860831677888
-0.005710676211662269,0.02212877275463342
-0.007295215704351648,0.02195776088323645
-0.008862437635374462,0.021724138732345213
-0.010401146774659895,0.021414191122497053
-0.011900478770241382,0.02101591714680821
-0.01334963924820228,0.020519088322598137
-0.014738201826739116,0.019915863209039052
-0.016056126496946637,0.019200757233178233
-0.017293956602835205,0.01837091317893136
-0.018443076804058007,0.017426460743760957
-0.019496154900236113,0.016370342305158138
-0.02044719493129529,0.015208630893732217
-0.021292157637468678,0.013950410514348942
-0.02202922687438108,0.012607609983087104
-0.022658965816687086,0.011194855647160143
-0.023184501374420498,0.00972898689077802
-0.02361135919305465,0.008228803776101141
-0.02394732909113109,0.006714192253439852
-0.024201991716217754,0.005206015380909536
-0.024386198492123205,0.0037251746642948855
-0.02451141582271311,0.0022914266347120594
-0.024588884787192813,0.0009232819202130899
-0.02462892754463763,-0.00036345584100075503
-0.02464028633102024,-0.001555995957370563
-0.024629730110040705,-0.002644887960962925
-0.024601454567120006,-0.00362448049682
-0.024557312436543775,-0.00449244578618465
-0.02449655800368154,-0.005249514049030133
-0.024416165208266977,-0.005899238138216909
-0.024311072382684082,-0.006447066685924942
-0.024174505179802568,-0.0069003230568835065
-0.023998325692821423,-0.007267363645230917
-0.023773527203645176,-0.007556878081301733
-0.023490591120907234,-0.007777752095080273
-0.02313995735219387,-0.007938629680710066
-0.022712468879860778,-0.008047158742966173
-0.022199887070192565,-0.008110337257083083
-0.021595243691560354,-0.008133984171702087
-0.020893105811552615,-0.008123096513436118
-0.020090096242035622,-0.008081959757505116
-0.019184914487368424,-0.008014615538380622
-0.01817840717376288,-0.007925357196228092
-0.01707366192515432,-0.007819245400367093
-0.01587575791566847,-0.007702699430837766
-0.014591667121253033,-0.0075835878528176665
-0.013229768240563556,-0.007471552761078258
-0.01179976715179778,-0.007377495947070602
-0.010312113860221636,-0.007313558352235991
-0.008777746694415407,-0.007292144213252062
-0.00720766557240913,-0.00732556063187512
-0.005612721968949394,-0.007424962534314268
-0.004003355004757945,-0.0075998689639840715
-0.002389391379699217,-0.00785738812644836
-0.0007803104837873858,-0.0082012783977637
0.0008148057395613316,-0.008631570773069325
0.0023874062316197823,-0.009144184569646985
0.003929057833638434,-0.00973036674701692
0.005431761801943349,-0.010377476897786894
0.006887781736560733,-0.01106897096256469
0.008289992062700525,-0.011785662484407995
0.009631924845599358,-0.012506573473422983
0.01090805094193758,-0.013210561433541705
0.012114215960715576,-0.013877584664146887
0.013247493943343838,-0.01449010833296148
0.014306490136765765,-0.015033747816457282
0.015291079722364992,-0.015498199167847108
0.016202328423833585,-0.015877361080645115
0.017042021795924314,-0.016168918401585304
0.01781260058174255,-0.01637418774327313
0.018516684929514683,-0.016497244764886763
0.01915683937237062,-0.016544129963932667
0.019735481377883956,-0.01652227474920788
0.020254626933433648,-0.016439775559957452
0.020715987789599558,-0.016304828114586382
0.021120960863096224,-0.016125697449893603
0.021470770398068842,-0.01591025975877779
