time,pelvic_tilt,pelvic_list,pelvic_rotation,pelvic_tx,pelvic_ty,pelvic_tz,lumbar_extension,lumbar_bending,lumbar_rotation,neck_flex,neck_tilt,neck_rot,neck_tx1,neck_ty1,neck_tz1,SternumRRotZ,SternumRRotX,SternumRRotY,SternumRX,SternumRY,SternumRZ,SternumLRotZ,SternumLRotX,SternumLRotY,SternumLX,SternumLY,SternumLZ,shoulder_add_r,shoulder_flex_r,shoulder_rot_r,elbow_flexion_r,elbow_varus_valg_r,pro_sup_r,wrist_dev_r,wrist_flex_r,shoulder_add_l,shoulder_flex_l,shoulder_rot_l,elbow_flexion_l,elbow_varus_valg_l,pro_sup_l,wrist_dev_l,wrist_flex_l,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_rotation_r,knee_adduction_r,knee_tz_r,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_rotation_l,knee_adduction_l,knee_tz_l,ankle_angle_l,subtalar_angle_l,mtp_angle_l
8.89166667,-0.99199802,-4.96203293,-84.20071669,0,0,0,-22.08910713,2.69822493,-3.0397303,-10.44881768,-3.99752322,-2.21971787,-0.03005624,0.00251676,-0.00159294,0.0,0.0,0.0,-0.0109296,-0.02414335,-0.00386912,0.0,0.0,0.0,-0.01098904,-0.03032022,0.01059911,-17.33768795,9.72131236,20.35246018,30.55717724,0.0,0.0,0.0,0.0,21.57934556,10.09307845,-36.41241719,23.88101504,0.0,0.0,0.0,0.0,-3.49206563,1.86486415,3.92900589,-14.19070408,-11.71475134,-4.98473282,0.0,10.63493969,2.46258492,0.0,-2.82112858,-1.8358781,-0.15600294,-16.70118253,-0.00296109,-4.98473282,0.0,18.56591109,9.6923952,0.0
8.9,-1.00927657,-4.910165,-84.20097317,0,0,0,-22.08995942,2.6970759,-3.04971348,-10.41046657,-3.99399702,-2.22704872,-0.03074764,0.00366022,-0.00115161,0.0,0.0,0.0,-0.01062364,-0.02468007,-0.00366126,0.0,0.0,0.0,-0.01071832,-0.03072057,0.01068544,-17.33043062,9.71111542,20.36007614,30.55542275,0.0,0.0,0.0,0.0,21.55456751,10.08597084,-36.41661143,23.89165439,0.0,0.0,0.0,0.0,-3.50481145,1.85326881,3.92107067,-14.24744031,-11.73074916,-4.98473282,0.0,10.64195649,2.45990238,0.0,-2.839254,-1.83511538,-0.16149139,-16.74955764,-0.01684777,-4.98473282,0.0,18.57323842,9.69080938,0.0
8.90833333,-1.2626764,-2.27310903,-83.96811568,0,0,0,-19.55283724,2.83596461,-3.41516201,-8.86142774,-3.85427617,-2.45968693,-0.02806172,0.00099783,-0.00229811,0.0,0.0,0.0,-0.00938155,-0.02549105,-0.00397728,0.0,0.0,0.0,-0.00801573,-0.03140358,0.00968287,-17.54156075,9.59304002,20.77936239,30.90232299,0.0,0.0,0.0,0.0,21.24955798,9.25991359,-34.83902132,25.06340158,0.0,0.0,0.0,0.0,0.09040847,1.90562331,4.50836271,-15.76432849,-13.24239428,-4.98473282,0.0,11.6374307,3.99309,0.0,0.8982042,-1.513111,1.9704157,-18.44951147,-2.06000731,-4.98473282,0.0,19.31445539,10.33082998,0.0
8.91666667,-1.24473804,-2.2745211,-83.84287219,0,0,0,-19.77079844,2.78436976,-3.50360968,-7.90824286,-4.07082576,-2.56878634,-0.02746599,0.0007553,-0.00084875,0.0,0.0,0.0,-0.00904742,-0.02585398,-0.00382276,0.0,0.0,0.0,-0.00790836,-0.03130524,0.00998826,-17.55570757,9.60621619,20.82556847,31.03857655,0.0,0.0,0.0,0.0,21.35920005,9.42329695,-34.96037459,25.12180923,0.0,0.0,0.0,0.0,0.24961705,1.8848144,4.47566398,-16.25827761,-13.25247757,-4.98473282,0.0,11.92715932,4.12057118,0.0,1.11624919,-1.50353213,1.99484603,-18.9842057,-1.97976301,-4.98473282,0.0,19.60822793,10.51610354,0.0
8.925,-1.23649471,-2.33866001,-83.82512868,0,0,0,-19.91662202,2.77772538,-3.52643756,-7.51226802,-4.08709921,-2.59941827,-0.02734346,0.00133766,-0.00050894,0.0,0.0,0.0,-0.00773439,-0.02570621,-0.00341495,0.0,0.0,0.0,-0.00659017,-0.03088072,0.00921898,-17.46986132,9.48770483,20.90297291,31.04882024,0.0,0.0,0.0,0.0,21.22301241,9.34955097,-35.06218112,25.1704304,0.0,0.0,0.0,0.0,0.34034885,1.87730611,4.37415943,-16.72452247,-13.34459439,-4.98473282,0.0,12.03809723,4.11320792,0.0,1.17315125,-1.48480257,1.94157612,-19.37013763,-2.04278776,-4.98473282,0.0,19.72971454,10.51200564,0.0
8.93333333,-1.26162139,-2.01821479,-83.82480463,0,0,0,-19.93748441,2.77909487,-3.5270379,-5.26966015,-4.10440517,-2.75469285,-0.02447367,-0.00144037,-0.00042208,0.0,0.0,0.0,-0.00754176,-0.02596057,-0.00378181,0.0,0.0,0.0,-0.00652564,-0.03122438,0.0098501,-17.66197275,9.48778097,20.93734264,31.42623269,0.0,0.0,0.0,0.0,21.40994544,9.45413779,-35.15523724,25.46614537,0.0,0.0,0.0,0.0,1.01078304,1.82074551,4.23785543,-17.45256947,-13.37022664,-4.98473282,0.0,12.48421508,4.55312409,0.0,1.85097217,-1.42111679,2.23133289,-20.12013221,-2.20033306,-4.98473282,0.0,20.05271975,10.65667793,0.0
8.94166667,-1.25864505,-1.98608761,-83.80903052,0,0,0,-20.11127766,2.73859803,-3.56113611,-4.61323713,-4.1220288,-2.82079081,-0.0249367,-0.00094761,0.00019484,0.0,0.0,0.0,-0.00685066,-0.02614555,-0.00398245,0.0,0.0,0.0,-0.0059035,-0.03072573,0.00974272,-17.69225825,9.46943273,20.95747717,31.56677365,0.0,0.0,0.0,0.0,21.4445211,9.47798665,-35.18033516,25.58983986,0.0,0.0,0.0,0.0,1.3361163,1.81283066,4.24413811,-18.1732249,-13.35935812,-4.98473282,0.0,12.95501582,4.73414946,0.0,2.17480706,-1.37982737,2.46613066,-20.84844969,-2.1682655,-4.98473282,0.0,20.50196261,10.76947309,0.0
8.95,-1.59094769,0.94674808,-83.22609988,0,0,0,-17.12779985,3.01072146,-4.11538016,-3.41816343,-4.04910642,-2.8886503,-0.02291414,-0.00294625,-0.00031837,0.0,0.0,0.0,-0.005608,-0.02668252,-0.00372768,0.0,0.0,0.0,-0.00473057,-0.03180069,0.00937007,-17.71689427,9.04219206,20.81524683,31.98213744,0.0,0.0,0.0,0.0,21.30005942,9.18266082,-35.16428676,25.98761204,0.0,0.0,0.0,0.0,5.19136626,1.65689425,3.3583767,-19.51476414,-14.59820582,-4.98473282,0.0,13.95840404,7.34109108,0.0,6.29895852,-0.98381023,4.44367442,-22.61213218,-3.88512267,-4.98473282,0.0,21.08470489,11.49148208,0.0
8.95833333,-1.59836101,0.81803541,-83.22766051,0,0,0,-17.48986825,2.99579005,-4.14250823,-2.60249471,-4.14991515,-2.96202757,-0.02321347,-0.0027977,0.00039757,0.0,0.0,0.0,-0.00487338,-0.02657076,-0.00374271,0.0,0.0,0.0,-0.00401237,-0.03123227,0.0093269,-17.72347872,9.06239093,20.90988896,32.07099096,0.0,0.0,0.0,0.0,21.33370555,9.21449892,-35.20051392,26.06297228,0.0,0.0,0.0,0.0,5.38171681,1.69598982,3.43836408,-20.29643495,-14.64102261,-4.98473282,0.0,14.32187296,7.36674634,0.0,6.48912279,-0.98837136,4.47964994,-23.38569101,-3.79391218,-4.98473282,0.0,21.50839727,11.64462849,0.0
8.96666667,-1.65146796,0.96194107,-83.22533971,0,0,0,-17.60636709,3.04068082,-4.1284006,-0.82016601,-4.13502646,-3.00303426,-0.02107208,-0.00439488,0.00060743,0.0,0.0,0.0,-0.00413471,-0.02640339,-0.00392509,0.0,0.0,0.0,-0.00365729,-0.03126763,0.00960138,-17.80001424,9.03391181,20.96333803,32.20603216,0.0,0.0,0.0,0.0,21.42274485,9.29359451,-35.26308768,26.2525277,0.0,0.0,0.0,0.0,5.92712969,1.70996497,3.33443924,-21.12102278,-14.75918675,-4.98473282,0.0,14.6266588,7.65740547,0.0,7.02189172,-0.97936402,4.45783053,-24.18895805,-3.92769937,-4.98473282,0.0,21.87019853,11.87530956,0.0
8.975,-1.63983628,0.88743098,-83.23854373,0,0,0,-17.90577556,2.9826513,-4.14117297,-0.1317016,-4.12214074,-3.03032194,-0.02183201,-0.00406757,0.00117146,0.0,0.0,0.0,-0.00349206,-0.02637208,-0.00399689,0.0,0.0,0.0,-0.00301336,-0.03066632,0.00934228,-17.79804742,9.04708943,20.97968249,32.32074281,0.0,0.0,0.0,0.0,21.43387379,9.3349112,-35.30196783,26.35996353,0.0,0.0,0.0,0.0,6.27020686,1.70943502,3.31869514,-22.08327294,-14.75391971,-4.98473282,0.0,15.03862049,7.84183178,0.0,7.33387293,-0.93786737,4.61411267,-25.11095472,-3.86638304,-4.98473282,0.0,22.40056169,12.06423473,0.0
8.98333333,-1.71189859,1.33624791,-83.17612525,0,0,0,-17.73432951,3.03029676,-4.2002206,1.88400726,-4.00937249,-3.07613825,-0.01932427,-0.00598361,0.00074345,0.0,0.0,0.0,-0.00238468,-0.02587308,-0.00429188,0.0,0.0,0.0,-0.00277596,-0.03072931,0.00941995,-17.80855482,8.96680121,20.92873708,32.464009,0.0,0.0,0.0,0.0,21.52364029,9.43979217,-35.35791744,26.58406328,0.0,0.0,0.0,0.0,7.26685853,1.66659387,2.9554341,-23.11157783,-14.89690267,-4.98473282,0.0,15.47654968,8.4924446,0.0,8.33725162,-0.87558215,4.69509426,-26.1281789,-4.21360813,-4.98473282,0.0,22.81776166,12.44317815,0.0
8.99166667,-1.69339168,1.31018318,-83.17864845,0,0,0,-17.96427676,2.99542544,-4.20741244,2.36365822,-3.99355784,-3.09355031,-0.02057702,-0.00549228,0.00129467,0.0,0.0,0.0,-0.00205286,-0.02587922,-0.00392122,0.0,0.0,0.0,-0.00222611,-0.03051176,0.0095836,-17.79797154,9.02758564,20.93557052,32.5866399,0.0,0.0,0.0,0.0,21.5450835,9.51060925,-35.3649275,26.67472036,0.0,0.0,0.0,0.0,7.72858558,1.62907458,2.8907431,-24.20238084,-14.84437091,-4.98473282,0.0,15.89944858,8.70193949,0.0,8.74660847,-0.78032882,4.93987524,-27.1563009,-4.16907328,-4.98473282,0.0,23.41236696,12.70655112,0.0
9.0,-2.19484838,5.35083123,-82.62270754,0,0,0,-13.68110258,3.28950077,-4.83971986,3.38030207,-3.88358551,-2.99926338,-0.01852717,-0.00708285,0.00019445,0.0,0.0,0.0,-0.00077002,-0.0257018,-0.00389255,0.0,0.0,0.0,-0.00192756,-0.03183295,0.00939095,-17.79379017,8.68872441,20.91874639,32.56550364,0.0,0.0,0.0,0.0,21.31742696,9.22158699,-35.3725846,26.77440333,0.0,0.0,0.0,0.0,13.1656021,1.20738837,1.35632323,-26.28845109,-14.89690267,-4.98473282,0.0,16.9398383,11.01019988,0.0,14.34624557,-0.2606723,6.43889074,-29.32763008,-6.84297863,-4.98473282,0.0,24.2641998,15.27160252,0.0
9.00833333,-2.20584672,5.22760367,-82.51560265,0,0,0,-14.09517483,3.28014758,-4.85529362,4.37837133,-3.96428609,-3.0541794,-0.01907394,-0.00723689,0.0011044,0.0,0.0,0.0,-0.00037554,-0.02556184,-0.00389097,0.0,0.0,0.0,-0.00189283,-0.03164534,0.00962055,-17.8385873,8.73250878,21.05243562,32.74161489,0.0,0.0,0.0,0.0,21.42872076,9.44296007,-35.34503275,26.99128001,0.0,0.0,0.0,0.0,13.52305198,1.28591982,1.52685592,-27.41026664,-14.89690267,-4.98473282,0.0,17.22548374,10.75842018,0.0,14.73007884,-0.21433741,6.53549453,-30.39753504,-6.73024954,-4.98473282,0.0,24.81946755,15.54179667,0.0
9.01666667,-2.27480639,5.45494272,-82.54106196,0,0,0,-14.08842587,3.3182058,-4.92259403,6.18405922,-3.82298305,-3.06097178,-0.01665151,-0.00871672,0.00071476,0.0,0.0,0.0,0.00053416,-0.02518258,-0.00383289,0.0,0.0,0.0,-0.00171025,-0.03168787,0.00967678,-17.83633824,8.82143927,21.180501,32.80847964,0.0,0.0,0.0,0.0,21.49081166,9.4846113,-35.3276965,27.17926556,0.0,0.0,0.0,0.0,14.37313767,1.33089253,1.52443912,-28.63957924,-14.89690267,-4.98473282,0.0,17.40865985,10.84374383,0.0,15.53690526,-0.197794,6.46324709,-31.5803382,-6.92940258,-4.98473282,0.0,25.27379087,16.01627749,0.0
9.025,-2.53470508,8.49388596,-82.41289702,0,0,0,-10.88798158,3.26167294,-5.10794993,6.62552579,-3.61949462,-2.89807445,-0.01661313,-0.0088866,-7.15e-06,0.0,0.0,0.0,0.00039904,-0.0250295,-0.00406403,0.0,0.0,0.0,-0.00112273,-0.03225472,0.00953166,-17.94551839,8.82479525,21.59076661,32.52754294,0.0,0.0,0.0,0.0,21.30360522,9.1684932,-35.02393107,27.45029719,0.0,0.0,0.0,0.0,18.68281458,1.01914432,1.09606787,-30.70292445,-14.89690267,-4.98473282,0.0,18.04890535,11.76267755,0.0,19.76009271,0.23699399,6.95235546,-33.35348189,-8.88396269,-4.98473282,0.0,26.09920297,18.379818,0.0
9.03333333,-2.5579885,8.32373006,-82.25757758,0,0,0,-11.3202104,3.2269122,-5.17634171,7.49315078,-3.69145381,-2.9752433,-0.0174333,-0.00891408,0.00115953,0.0,0.0,0.0,0.00088201,-0.02485384,-0.00357338,0.0,0.0,0.0,-0.00128596,-0.0319752,0.00991587,-17.89198209,8.85579721,21.67016703,32.75179987,0.0,0.0,0.0,0.0,21.45006522,9.4269719,-34.99992749,27.64868771,0.0,0.0,0.0,0.0,19.04879037,1.09997119,1.21426143,-31.94600772,-14.89690267,-4.98473282,0.0,18.31434941,11.75923721,0.0,20.1292704,0.29183586,7.10208741,-34.53321817,-8.76055902,-4.98473282,0.0,26.62623867,18.61170125,0.0
9.04166667,-2.50192886,8.14175315,-82.26236099,0,0,0,-11.69497764,3.20099141,-5.20965145,8.20672136,-3.6422352,-2.9919285,-0.01795454,-0.00906282,0.00101816,0.0,0.0,0.0,0.00135169,-0.0245887,-0.00336233,0.0,0.0,0.0,-0.00094573,-0.03191634,0.0098126,-17.88607373,8.96753498,21.71091512,32.85944675,0.0,0.0,0.0,0.0,21.46678388,9.52208734,-35.00644612,27.79237226,0.0,0.0,0.0,0.0,19.42399992,1.06439746,1.13501125,-33.20767762,-14.89690267,-4.98473282,0.0,18.58070362,11.8052255,0.0,20.43203015,0.42470056,7.15976625,-35.70990234,-8.71470603,-4.98473282,0.0,27.14255818,18.78783124,0.0
9.05,-2.61767697,10.68306276,-81.99741514,0,0,0,-9.06196175,3.01758257,-5.55735114,9.5521798,-3.16555183,-2.85413457,-0.01541334,-0.01007513,-0.00012706,0.0,0.0,0.0,0.00089898,-0.02433058,-0.00352161,0.0,0.0,0.0,-0.00076675,-0.03231673,0.01008091,-17.97580185,9.10740226,22.20173952,32.46814873,0.0,0.0,0.0,0.0,21.4240037,9.24536683,-34.58542086,28.22980463,0.0,0.0,0.0,0.0,23.09539942,0.56347018,0.65196117,-35.15683957,-14.89690267,-4.98473282,0.0,19.25625004,13.15656079,0.0,24.02427054,0.98881891,7.49333902,-37.3441929,-10.13902167,-4.98473282,0.0,27.64538159,20.32608884,0.0
9.05833333,-2.61353517,10.52014047,-81.8112234,0,0,0,-9.46770021,2.95713609,-5.60307949,10.25998587,-3.29634712,-2.92364249,-0.01660488,-0.01012455,0.00122187,0.0,0.0,0.0,0.00079153,-0.02433403,-0.00290072,0.0,0.0,0.0,-0.00099138,-0.03217867,0.01026222,-17.95976545,9.15254093,22.27808287,32.71190154,0.0,0.0,0.0,0.0,21.54477572,9.5397621,-34.54897558,28.45719017,0.0,0.0,0.0,0.0,23.45453514,0.61084233,0.7397193,-36.42023879,-14.89690267,-4.98473282,0.0,19.50689074,13.03510445,0.0,24.40973337,1.07875896,7.54105089,-38.56756056,-9.9985091,-4.98473282,0.0,28.18172083,20.56569837,0.0
9.06666667,-2.57019116,10.6904281,-81.70300483,0,0,0,-9.48229147,2.88903265,-5.74261268,11.86661718,-3.20324627,-2.96097992,-0.01444375,-0.01103892,0.00106753,0.0,0.0,0.0,0.00116603,-0.02391755,-0.00282633,0.0,0.0,0.0,-0.00123775,-0.03223963,0.01037984,-17.98219201,9.2248136,22.36710838,32.84213115,0.0,0.0,0.0,0.0,21.66058651,9.65789665,-34.51262484,28.75885689,0.0,0.0,0.0,0.0,24.25048713,0.4953066,0.64067729,-37.79539189,-14.89690267,-4.98473282,0.0,19.82008802,13.19780504,0.0,25.1659413,1.25898576,7.45952096,-39.83228649,-10.08441816,-4.98473282,0.0,28.59975665,20.86155098,0.0
9.075,-2.47887422,10.66952056,-81.51730586,0,0,0,-9.70783964,2.73152593,-5.75842678,12.32570445,-3.12555177,-2.94495516,-0.01607368,-0.01072991,0.00181913,0.0,0.0,0.0,0.00013117,-0.02395277,-0.00270012,0.0,0.0,0.0,-0.00118333,-0.03195647,0.01045743,-18.06365117,9.36593154,22.40213699,32.92791094,0.0,0.0,0.0,0.0,21.73705148,9.91063935,-34.41349902,29.01821601,0.0,0.0,0.0,0.0,24.78038273,0.38798846,0.65998489,-39.13517027,-14.89690267,-4.98473282,0.0,20.25172726,13.30801692,0.0,25.65560242,1.51162242,7.58530384,-41.03967096,-10.09041016,-4.98473282,0.0,29.21474108,21.02906685,0.0
9.08333333,-2.30493706,11.25459756,-81.37763178,0,0,0,-9.23558685,2.49318368,-6.04146217,13.88016576,-2.91596938,-2.97480272,-0.01338994,-0.01163041,0.001203,0.0,0.0,0.0,0.00029434,-0.02350781,-0.00225176,0.0,0.0,0.0,-0.00114918,-0.03204898,0.01064846,-18.03173069,9.45417646,22.57517242,32.96477623,0.0,0.0,0.0,0.0,21.86044784,9.86332916,-34.25254868,29.40073118,0.0,0.0,0.0,0.0,26.04703501,-0.03071864,0.4160736,-40.64901761,-14.89690267,-4.98473282,0.0,20.77895921,13.82919286,0.0,26.82264053,1.95824138,7.53750029,-42.30101668,-10.34468977,-4.98473282,0.0,29.51052365,21.32892157,0.0
9.09166667,-2.38512077,13.44234867,-81.12573332,0,0,0,-6.81109916,2.17589066,-6.24730803,14.01857269,-2.74466003,-2.79314425,-0.0132233,-0.01154012,0.00174365,0.0,0.0,0.0,0.00047844,-0.02337889,-0.0017759,0.0,0.0,0.0,-0.00017304,-0.03197726,0.01053307,-18.03596347,9.18570049,22.92653562,32.98439574,0.0,0.0,0.0,0.0,21.77444278,9.47327044,-33.84384859,29.92372827,0.0,0.0,0.0,0.0,29.18332473,-0.46169244,0.21149708,-42.4420906,-14.89690267,-4.98473282,0.0,21.29730692,14.37111824,0.0,29.82913437,2.56181919,7.89103598,-43.80535879,-11.06651743,-4.98473282,0.0,30.04893341,21.97431453,0.0
9.1,-2.34761805,13.18444675,-80.94983771,0,0,0,-7.14424224,2.21158725,-6.37656764,14.12936421,-2.7617315,-2.79598391,-0.01479377,-0.01116018,0.00161505,0.0,0.0,0.0,0.00072181,-0.0227742,-0.00208556,0.0,0.0,0.0,0.00014454,-0.03180921,0.00984465,-18.12429314,9.20195692,22.89729841,33.0141727,0.0,0.0,0.0,0.0,21.72853771,9.63063991,-33.86838843,30.06642817,0.0,0.0,0.0,0.0,29.37472857,-0.47715825,0.24323965,-43.68173908,-14.89690267,-4.98473282,0.0,21.69275543,14.21905283,0.0,30.00092973,2.67756254,7.7308158,-44.89221231,-11.13130365,-4.98473282,0.0,30.49441076,21.97951208,0.0
9.10833333,-2.15060828,13.32967157,-80.73669059,0,0,0,-7.24682216,1.9558799,-6.58046578,15.40062008,-2.75754324,-2.82083728,-0.01389761,-0.01177654,0.0021914,0.0,0.0,0.0,-0.00037918,-0.0229947,-0.00228525,0.0,0.0,0.0,-0.00062177,-0.0317779,0.01007948,-18.24684616,9.33207156,22.80669498,33.3412526,0.0,0.0,0.0,0.0,21.9714251,9.91608302,-33.78785617,30.4107467,0.0,0.0,0.0,0.0,30.02665262,-0.78782986,0.16000975,-44.98967947,-14.89690267,-4.98473282,0.0,22.28166984,14.15190298,0.0,30.59534432,3.06109456,7.76217641,-46.03566308,-10.94859969,-4.98473282,0.0,30.99637713,22.23425936,0.0
9.11666667,-2.09008722,13.11723037,-80.57939416,0,0,0,-7.50747943,1.9277126,-6.6123426,15.51899692,-2.73024445,-2.79580184,-0.01508332,-0.01145422,0.00231397,0.0,0.0,0.0,-0.00039288,-0.02250131,-0.00212216,0.0,0.0,0.0,1.921e-05,-0.03156465,0.00962453,-18.28355198,9.30127779,22.79599689,33.37239551,0.0,0.0,0.0,0.0,21.9518369,10.08670719,-33.77762588,30.57375967,0.0,0.0,0.0,0.0,30.23243421,-0.85038506,0.15302136,-46.19726937,-14.89690267,-4.98473282,0.0,22.66380051,14.04588727,0.0,30.74696148,3.24330805,7.7127653,-47.071577,-11.05744646,-4.98473282,0.0,31.51768634,22.18629676,0.0
9.125,-1.71468318,13.48243807,-80.34875172,0,0,0,-7.35278037,1.4758187,-6.93098698,16.83118734,-2.60559516,-2.75698154,-0.01351715,-0.0120025,0.00254673,0.0,0.0,0.0,-0.00103966,-0.02274887,-0.00225823,0.0,0.0,0.0,-0.00028873,-0.03152754,0.01000252,-18.35501893,9.29690852,22.55319447,33.84714245,0.0,0.0,0.0,0.0,22.22711248,10.22231603,-33.62248741,31.04674586,0.0,0.0,0.0,0.0,31.09367067,-1.46074316,0.01994231,-47.55900425,-14.89690267,-4.98473282,0.0,23.39529573,14.13811422,0.0,31.44985774,3.91756161,7.79254134,-48.06615856,-11.00331641,-4.98473282,0.0,31.94025989,22.34745393,0.0
9.13333333,-1.6614868,13.30699042,-80.19557744,0,0,0,-7.55817497,1.4501856,-6.97169072,16.87755946,-2.58083548,-2.72904337,-0.01475267,-0.01173213,0.0026883,0.0,0.0,0.0,-0.00108158,-0.02236265,-0.00228381,0.0,0.0,0.0,0.00019565,-0.03128597,0.00950887,-18.40987353,9.27753494,22.51300629,33.89496374,0.0,0.0,0.0,0.0,22.21982189,10.42725675,-33.58990509,31.22848463,0.0,0.0,0.0,0.0,31.29708748,-1.51597714,0.0391334,-48.71988921,-14.89690267,-4.98473282,0.0,23.78272266,14.02402592,0.0,31.57980953,4.0935193,7.74928613,-49.01827965,-11.10915025,-4.98473282,0.0,32.46132034,22.29988416,0.0
9.14166667,-1.22998939,13.79182317,-79.97191557,0,0,0,-7.21943904,0.91458165,-7.31981424,17.88107581,-2.48297692,-2.65159351,-0.01344349,-0.01212536,0.00305401,0.0,0.0,0.0,-0.00110623,-0.02277829,-0.00249697,0.0,0.0,0.0,0.00026821,-0.03120196,0.00981933,-18.44200396,9.10510249,22.0991926,34.55092293,0.0,0.0,0.0,0.0,22.47566642,10.48263919,-33.37510447,31.75973697,0.0,0.0,0.0,0.0,32.22567265,-2.20572388,-0.05743685,-50.02406027,-14.89690267,-4.98473282,0.0,24.49578446,13.99433144,0.0,32.31149004,4.8291188,7.76722995,-49.87008289,-11.08950629,-4.98473282,0.0,32.89233257,22.51414102,0.0
9.15,-1.18673226,13.65196126,-79.82889854,0,0,0,-7.36822678,0.90929026,-7.36456852,17.89309106,-2.46058103,-2.62355988,-0.01463168,-0.01184547,0.00303147,0.0,0.0,0.0,-0.0012849,-0.02246856,-0.00264058,0.0,0.0,0.0,0.0006572,-0.03094113,0.00939684,-18.506466,9.11410672,22.03484622,34.625547,0.0,0.0,0.0,0.0,22.47937948,10.71885643,-33.33100113,31.95671507,0.0,0.0,0.0,0.0,32.41825561,-2.24793375,-0.00645872,-51.11803027,-14.89690267,-4.98473282,0.0,24.86396186,13.87492059,0.0,32.40358222,4.99356773,7.72950521,-50.71162753,-11.19400013,-4.98473282,0.0,33.40166586,22.47273545,0.0
9.15833333,-1.07627212,13.56597724,-79.71762947,0,0,0,-7.50310425,0.8611758,-7.44988999,18.00683845,-2.44469781,-2.59033874,-0.0157302,-0.01163543,0.00276536,0.0,0.0,0.0,-0.00176992,-0.02238905,-0.002937,0.0,0.0,0.0,0.00074728,-0.03085268,0.00911271,-18.61730655,9.20168501,21.91020746,34.80779384,0.0,0.0,0.0,0.0,22.52812753,10.98096297,-33.26565639,32.19553885,0.0,0.0,0.0,0.0,32.642228,-2.38059707,0.01969405,-52.16807421,-14.89690267,-4.98473282,0.0,25.28421751,13.70569657,0.0,32.49986245,5.23387564,7.72899297,-51.49834315,-11.20725944,-4.98473282,0.0,33.97397128,22.50232464,0.0
9.16666667,-0.47521812,14.15392729,-79.47985569,0,0,0,-7.0161681,0.08725871,-7.88547244,19.04291117,-2.34447335,-2.45342872,-0.01349454,-0.01215509,0.00358758,0.0,0.0,0.0,-0.00076053,-0.0232836,-0.00312435,0.0,0.0,0.0,0.00125633,-0.03062793,0.00977732,-18.5430944,8.73234208,21.2170499,35.87722695,0.0,0.0,0.0,0.0,22.87081283,10.92336387,-33.00591995,32.89993999,0.0,0.0,0.0,0.0,33.5428611,-3.2652297,-0.01204639,-53.3277517,-14.89690267,-4.98473282,0.0,25.90605052,13.50895363,0.0,33.11897848,6.12059756,7.63991937,-52.0134882,-11.30843954,-4.98473282,0.0,34.34754748,22.87567126,0.0
9.175,-0.43841149,14.08967579,-79.36611525,0,0,0,-7.05456037,0.08581509,-7.9501806,19.01504413,-2.3188337,-2.42688982,-0.01456472,-0.01192824,0.00335038,0.0,0.0,0.0,-0.00111879,-0.02323278,-0.00347196,0.0,0.0,0.0,0.00133431,-0.03040192,0.00940207,-18.62157094,8.79308143,21.10903469,35.99913636,0.0,0.0,0.0,0.0,22.88111362,11.20319107,-32.94957695,33.13602241,0.0,0.0,0.0,0.0,33.707644,-3.29381804,0.06672982,-54.25494599,-14.89690267,-4.98473282,0.0,26.21873331,13.40686783,0.0,33.13150882,6.25487027,7.61151622,-52.60051532,-11.40329339,-4.98473282,0.0,34.82518768,22.85711121,0.0
9.18333333,0.05046042,14.89034045,-79.36625489,0,0,0,-6.23863091,-0.66120665,-8.10225926,19.25883555,-2.15064984,-2.30101829,-0.01416792,-0.01194723,0.00400737,0.0,0.0,0.0,0.0003428,-0.02424496,-0.00347968,0.0,0.0,0.0,0.00238794,-0.03001165,0.01018246,-18.43729284,8.15742759,20.15168498,37.21521578,0.0,0.0,0.0,0.0,23.17716448,10.99215449,-32.60146597,34.01033923,0.0,0.0,0.0,0.0,34.82766997,-3.90503201,0.3957841,-55.3409793,-14.89690267,-4.98473282,0.0,26.69137773,13.36750837,0.0,33.89385841,6.98314717,7.48924366,-52.97445633,-11.97805188,-4.98473282,0.0,35.25261025,23.4939642,0.0
9.19166667,0.09221055,14.85585621,-79.2660607,0,0,0,-6.183893,-0.61687274,-8.19845797,19.26205115,-2.14680147,-2.28736305,-0.01458774,-0.01191435,0.0032188,0.0,0.0,0.0,0.00018636,-0.02406848,-0.00384874,0.0,0.0,0.0,0.00233559,-0.0299832,0.00966726,-18.50122611,8.22466318,20.0938369,37.28640238,0.0,0.0,0.0,0.0,23.14205679,11.28084297,-32.57977694,34.23867353,0.0,0.0,0.0,0.0,34.93386285,-3.98598981,0.37600606,-56.10522794,-14.89690267,-4.98473282,0.0,26.9104679,13.2263922,0.0,33.79821145,7.06869285,7.37460417,-53.33302745,-12.007833,-4.98473282,0.0,35.70384178,23.51724939,0.0
