time,pelvic_tilt,pelvic_list,pelvic_rotation,pelvic_tx,pelvic_ty,pelvic_tz,lumbar_extension,lumbar_bending,lumbar_rotation,neck_flex,neck_tilt,neck_rot,neck_tx1,neck_ty1,neck_tz1,SternumRRotZ,SternumRRotX,SternumRRotY,SternumRX,SternumRY,SternumRZ,SternumLRotZ,SternumLRotX,SternumLRotY,SternumLX,SternumLY,SternumLZ,shoulder_add_r,shoulder_flex_r,shoulder_rot_r,elbow_flexion_r,elbow_varus_valg_r,pro_sup_r,wrist_dev_r,wrist_flex_r,shoulder_add_l,shoulder_flex_l,shoulder_rot_l,elbow_flexion_l,elbow_varus_valg_l,pro_sup_l,wrist_dev_l,wrist_flex_l,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_rotation_r,knee_adduction_r,knee_tz_r,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_rotation_l,knee_adduction_l,knee_tz_l,ankle_angle_l,subtalar_angle_l,mtp_angle_l
8.25,-0.29779832,-12.285923,-84.60693747,0,0,0,-24.24722905,2.89494622,-3.47273937,-23.16663966,-3.53443831,0.72991387,-0.03472359,0.01414843,-0.00088387,0.0,0.0,0.0,-0.00165058,-0.02287632,-0.00355692,0.0,0.0,0.0,-0.01671877,-0.02865317,0.00930748,-19.08686567,5.48749274,18.31043003,27.63557219,0.0,0.0,0.0,0.0,20.20665124,6.06911489,-34.95036494,24.21745457,0.0,0.0,0.0,0.0,-13.30177429,2.09823225,-6.5930766,-3.70330142,-1.51623616,-4.98473282,0.0,4.5667131,3.74540533,0.0,-10.79831448,-3.45857415,-6.2910669,-10.07859264,3.54190441,-4.98473282,0.0,12.10944136,9.57175034,0.0
8.25833333,-0.28806733,-12.26714127,-84.60492789,0,0,0,-24.25353061,2.89754119,-3.47022878,-23.16846555,-3.53408739,0.72935121,-0.03456607,0.01418425,-0.00078463,0.0,0.0,0.0,-0.00156966,-0.02279924,-0.00341178,0.0,0.0,0.0,-0.01683651,-0.02877503,0.00937882,-19.09055233,5.49085398,18.31069276,27.63847588,0.0,0.0,0.0,0.0,20.20236203,6.06510308,-34.95161661,24.21672505,0.0,0.0,0.0,0.0,-13.30679816,2.10342505,-6.59431558,-3.70154568,-1.5163685,-4.98473282,0.0,4.57045028,3.74432733,0.0,-10.80104586,-3.46698293,-6.29108317,-10.07821517,3.54085668,-4.98473282,0.0,12.10780755,9.57065123,0.0
8.26666667,-0.35688208,-12.19928647,-84.53605498,0,0,0,-24.18904052,2.94850243,-3.42961179,-23.21096392,-3.55362894,0.72743127,-0.03470361,0.01435985,-0.00016687,0.0,0.0,0.0,-0.0029072,-0.02321069,-0.00318352,0.0,0.0,0.0,-0.01681032,-0.02869682,0.00890293,-19.11546766,5.54885772,18.36270301,27.76789774,0.0,0.0,0.0,0.0,20.13440957,6.03992035,-34.97602856,24.23888001,0.0,0.0,0.0,0.0,-13.35255516,2.23410137,-6.64829489,-3.53232348,-1.51986911,-4.98473282,0.0,4.74479049,3.69135394,0.0,-10.77918728,-3.57553957,-6.2794464,-9.99236406,3.53840602,-4.98473282,0.0,12.0299384,9.53982961,0.0
8.275,-0.34883475,-12.17911839,-84.53385141,0,0,0,-24.19566211,2.9519185,-3.42768275,-23.21215717,-3.55365259,0.72738137,-0.03463045,0.01440088,-0.00014418,0.0,0.0,0.0,-0.00287696,-0.02309066,-0.00313965,0.0,0.0,0.0,-0.01694052,-0.02882765,0.00893933,-19.11778298,5.54731766,18.36375186,27.76864517,0.0,0.0,0.0,0.0,20.13351732,6.03643468,-34.97642902,24.23850862,0.0,0.0,0.0,0.0,-13.35607812,2.23820163,-6.64966525,-3.53398402,-1.51977512,-4.98473282,0.0,4.74508494,3.69120187,0.0,-10.78493478,-3.58076635,-6.27930697,-9.99419908,3.53803235,-4.98473282,0.0,12.02927148,9.5386958,0.0
8.28333333,-0.3424371,-12.15761541,-84.52530453,0,0,0,-24.19785411,2.95688556,-3.42240396,-23.21346501,-3.55441242,0.72794956,-0.0347158,0.01449527,-0.00015525,0.0,0.0,0.0,-0.00308736,-0.02284745,-0.00321563,0.0,0.0,0.0,-0.0173021,-0.02912221,0.00887654,-19.11886801,5.54330358,18.36844694,27.77418604,0.0,0.0,0.0,0.0,20.13327652,6.02953484,-34.97738205,24.24056548,0.0,0.0,0.0,0.0,-13.3599442,2.24785548,-6.6527012,-3.53444548,-1.51888742,-4.98473282,0.0,4.74783055,3.69069911,0.0,-10.79218953,-3.58888562,-6.27896059,-9.99391448,3.53780643,-4.98473282,0.0,12.02708989,9.53542871,0.0
8.29166667,-0.3379053,-12.13713058,-84.52023999,0,0,0,-24.20183617,2.96090091,-3.41943832,-23.21467693,-3.55428627,0.72811431,-0.0346676,0.01452295,-0.00012291,0.0,0.0,0.0,-0.00308557,-0.02276184,-0.0032397,0.0,0.0,0.0,-0.01739514,-0.02921301,0.00888447,-19.11911696,5.54469451,18.37056937,27.77809808,0.0,0.0,0.0,0.0,20.13246153,6.0288937,-34.97794374,24.24325228,0.0,0.0,0.0,0.0,-13.36355586,2.25349669,-6.65374039,-3.53556673,-1.51828415,-4.98473282,0.0,4.74919705,3.69071382,0.0,-10.79977088,-3.5918182,-6.27925562,-9.99527823,3.53736126,-4.98473282,0.0,12.0262749,9.53377876,0.0
8.3,-0.66043227,-11.9448269,-84.30048724,0,0,0,-23.92589191,3.46114152,-3.50452519,-23.4572603,-3.6495177,0.7687275,-0.03521259,0.01488926,-0.00056636,0.0,0.0,0.0,-0.00255087,-0.0229485,-0.0049005,0.0,0.0,0.0,-0.01678321,-0.03036182,0.00887078,-19.63375735,5.14022384,18.95393749,28.42428973,0.0,0.0,0.0,0.0,20.25345179,5.65588822,-35.13218565,25.01090973,0.0,0.0,0.0,0.0,-13.2107827,2.62803061,-7.13508184,-3.47662753,-1.31810989,-4.98473282,0.0,4.6413902,3.76230175,0.0,-10.64884536,-3.95205842,-6.16649444,-9.86668465,3.87902174,-4.98473282,0.0,12.05632993,9.04896121,0.0
8.30833333,-0.65388423,-11.92559292,-84.2963163,0,0,0,-23.93351029,3.46395624,-3.5009951,-23.45789964,-3.64911482,0.76846669,-0.0350578,0.01493485,-0.00050351,0.0,0.0,0.0,-0.00254316,-0.02282712,-0.00501796,0.0,0.0,0.0,-0.01687112,-0.03048066,0.00889014,-19.63049218,5.14281676,18.95542334,28.42679947,0.0,0.0,0.0,0.0,20.25412698,5.65485425,-35.13132941,25.01108214,0.0,0.0,0.0,0.0,-13.21127846,2.63379105,-7.13493692,-3.47623009,-1.31643935,-4.98473282,0.0,4.64160882,3.76317714,0.0,-10.65553645,-3.94778589,-6.16666739,-9.87022412,3.87971709,-4.98473282,0.0,12.05775739,9.04789136,0.0
8.31666667,-0.64739152,-11.90682276,-84.28734284,0,0,0,-23.93849394,3.4661417,-3.49533624,-23.45764989,-3.64898772,0.76859595,-0.03500417,0.01498844,-0.00046111,0.0,0.0,0.0,-0.0025828,-0.02265575,-0.00521014,0.0,0.0,0.0,-0.01701076,-0.03062982,0.00887497,-19.62441191,5.14695228,18.95801439,28.43154099,0.0,0.0,0.0,0.0,20.25550053,5.65539305,-35.13022251,25.01354907,0.0,0.0,0.0,0.0,-13.21164912,2.64072611,-7.13396279,-3.47646977,-1.31341116,-4.98473282,0.0,4.64128685,3.76510203,0.0,-10.66267606,-3.94125206,-6.16725697,-9.87186772,3.88066278,-4.98473282,0.0,12.06154614,9.04571857,0.0
8.325,-0.61314903,-11.83719493,-84.18182978,0,0,0,-23.9363229,3.46146227,-3.4837721,-23.44443808,-3.6517911,0.77661032,-0.03557491,0.01506203,-0.00011821,0.0,0.0,0.0,-0.00362098,-0.02258986,-0.00485109,0.0,0.0,0.0,-0.01754345,-0.03090503,0.00878378,-19.58299585,5.19420834,18.98757545,28.49621967,0.0,0.0,0.0,0.0,20.27696653,5.76248467,-35.11308822,25.13650334,0.0,0.0,0.0,0.0,-13.1893144,2.61854329,-7.11840699,-3.45789735,-1.25537247,-4.98473282,0.0,4.63824827,3.80205385,0.0,-10.65052713,-3.90443845,-6.17075509,-9.76715984,3.91686297,-4.98473282,0.0,12.18522576,8.98596997,0.0
8.33333333,-0.61136989,-11.81836775,-84.17698259,0,0,0,-23.94306769,3.46210367,-3.48172281,-23.4442533,-3.651672,0.77677632,-0.03552162,0.01507524,-0.00010693,0.0,0.0,0.0,-0.00350381,-0.02253977,-0.0050418,0.0,0.0,0.0,-0.01753374,-0.03093127,0.00877771,-19.57989921,5.19757649,18.98815287,28.49810762,0.0,0.0,0.0,0.0,20.27788377,5.7623933,-35.11308033,25.13806393,0.0,0.0,0.0,0.0,-13.18935676,2.62435645,-7.11838777,-3.45972979,-1.25403772,-4.98473282,0.0,4.6376538,3.80326158,0.0,-10.65795231,-3.89852731,-6.17086735,-9.7696284,3.91830242,-4.98473282,0.0,12.18724604,8.98521922,0.0
8.34166667,-0.58282692,-11.77868018,-84.13068152,0,0,0,-23.95729767,3.45307958,-3.48702064,-23.43094288,-3.65509811,0.78351142,-0.03620225,0.01505815,-0.00043705,0.0,0.0,0.0,-0.00389435,-0.02239156,-0.00554843,0.0,0.0,0.0,-0.01764818,-0.03107214,0.00840953,-19.55810591,5.2067343,18.99215877,28.51282903,0.0,0.0,0.0,0.0,20.29196523,5.77758397,-35.11503696,25.17431544,0.0,0.0,0.0,0.0,-13.16811001,2.62725355,-7.11089779,-3.47881593,-1.2318134,-4.98473282,0.0,4.62460575,3.82368584,0.0,-10.66088103,-3.88251455,-6.17057508,-9.72029245,3.940778,-4.98473282,0.0,12.24670342,8.96538222,0.0
8.35,-0.58532981,-11.76046189,-84.12255967,0,0,0,-23.96335432,3.45773214,-3.4853516,-23.43097324,-3.65349897,0.78318191,-0.03603433,0.01507185,-0.0002845,0.0,0.0,0.0,-0.00363397,-0.02243116,-0.00568438,0.0,0.0,0.0,-0.01753525,-0.03100738,0.00851907,-19.55385735,5.21445991,18.99248114,28.51645396,0.0,0.0,0.0,0.0,20.29087098,5.7830522,-35.11561635,25.17944187,0.0,0.0,0.0,0.0,-13.16604099,2.62957902,-7.10997377,-3.48086038,-1.22973843,-4.98473282,0.0,4.62370204,3.82563539,0.0,-10.66916275,-3.86988288,-6.17073531,-9.71957522,3.94397535,-4.98473282,0.0,12.2522018,8.96476075,0.0
8.35833333,-0.53143908,-11.69119805,-83.96836516,0,0,0,-23.97783538,3.45869895,-3.52263408,-23.38882638,-3.64847602,0.79532477,-0.03657238,0.01517373,0.00015436,0.0,0.0,0.0,-0.00434101,-0.02234299,-0.00517893,0.0,0.0,0.0,-0.01747935,-0.03096394,0.00852158,-19.48617111,5.27393111,18.98847989,28.56192676,0.0,0.0,0.0,0.0,20.29465516,5.86751379,-35.1404809,25.29224257,0.0,0.0,0.0,0.0,-13.09191732,2.56808727,-7.07501913,-3.55983211,-1.17056532,-4.98473282,0.0,4.58995745,3.88585271,0.0,-10.67934052,-3.79918344,-6.16303352,-9.53403314,4.035399,-4.98473282,0.0,12.46646217,8.92631537,0.0
