NO_OF_FRAMES	1227
NO_OF_CAMERAS	1
FREQUENCY	120
TIME_STAMP	Place Holder
REFERENCE	GLOBAL
SCALE	1.000
SOLVER	OpenSim IK
Frame	Time	pelvis	X	Y	Z	QX	QY	QZ	QW	head_neck	X	Y	Z	QX	QY	QZ	QW	torso	X	Y	Z	QX	QY	QZ	QW	sternumR	X	Y	Z	QX	QY	QZ	QW	sternumL	X	Y	Z	QX	QY	QZ	QW	clavicle_R	X	Y	Z	QX	QY	QZ	QW	scapula_R	X	Y	Z	QX	QY	QZ	QW	humerus_R	X	Y	Z	QX	QY	QZ	QW	ulna_R	X	Y	Z	QX	QY	QZ	QW	radius_R	X	Y	Z	QX	QY	QZ	QW	hand_R	X	Y	Z	QX	QY	QZ	QW	clavicle_L	X	Y	Z	QX	QY	QZ	QW	scapula_L	X	Y	Z	QX	QY	QZ	QW	humerus_L	X	Y	Z	QX	QY	QZ	QW	ulna_L	X	Y	Z	QX	QY	QZ	QW	radius_L	X	Y	Z	QX	QY	QZ	QW	hand_L	X	Y	Z	QX	QY	QZ	QW	femur_r	X	Y	Z	QX	QY	QZ	QW	tibia_r	X	Y	Z	QX	QY	QZ	QW	talus_r	X	Y	Z	QX	QY	QZ	QW	calcn_r	X	Y	Z	QX	QY	QZ	QW	toes_r	X	Y	Z	QX	QY	QZ	QW	femur_l	X	Y	Z	QX	QY	QZ	QW	tibia_l	X	Y	Z	QX	QY	QZ	QW	talus_l	X	Y	Z	QX	QY	QZ	QW	calcn_l	X	Y	Z	QX	QY	QZ	QW	toes_l	X	Y	Z	QX	QY	QZ	QW
620	5.15833		1201.124	-4924.632	1355.316	0.064992	0.055538	0.995016	-0.051328		1277.682	-4867.123	1844.151	0.116198	-0.323162	0.937167	0.061505		1194.928	-4817.926	1385.070	0.089892	-0.119341	0.988409	0.026917		1223.783	-4961.762	1764.464	0.089892	-0.119341	0.988409	0.026917		1292.166	-4980.791	1707.246	0.089892	-0.119341	0.988409	0.026917		1223.783	-4961.762	1764.464	0.104700	-0.106586	0.976440	0.155701		1090.052	-4909.491	1824.159	0.084601	-0.123148	0.988643	-0.016224		1073.663	-4891.263	1793.493	0.611485	0.122523	0.772657	0.118642		789.955	-4914.230	1718.860	0.604883	0.366393	0.699566	-0.102373		775.799	-4915.903	1738.228	0.604883	0.366393	0.699566	-0.102373		585.834	-5081.940	1769.590	0.604883	0.366393	0.699566	-0.102373		1292.166	-4980.791	1707.246	0.073546	-0.130053	0.983467	-0.102326		1441.416	-4937.668	1713.904	0.095012	-0.115306	0.986294	0.070007		1426.923	-4917.776	1683.317	-0.137167	-0.105553	0.920638	0.349955		1509.100	-4885.421	1406.489	-0.093339	0.024122	0.923659	0.370892		1524.785	-4900.665	1398.979	-0.093339	0.024122	0.923659	0.370892		1567.547	-4958.373	1165.283	-0.093339	0.024122	0.923659	0.370892		1087.468	-4871.400	1284.891	-0.106149	0.031590	0.988337	-0.104518		1181.478	-4885.628	857.751	-0.048638	-0.059607	0.996600	-0.029487		1226.761	-4826.654	378.816	-0.045775	-0.027627	0.998318	-0.022399		1220.360	-4775.942	338.962	-0.042709	-0.027203	0.998514	-0.020148		1227.128	-4955.999	327.362	-0.042709	-0.027203	0.998514	-0.020148		1279.860	-4852.884	1258.549	-0.034457	0.065904	0.991888	-0.103091		1315.871	-4907.445	824.814	-0.047400	-0.172367	0.981094	-0.074145		1350.023	-4732.630	350.825	-0.051869	-0.151384	0.984149	-0.076442		1353.016	-4672.765	326.161	0.023169	-0.158543	0.986423	-0.036005		1365.220	-4839.422	268.687	0.023169	-0.158543	0.986423	-0.036005
621	5.16667		1200.916	-4925.275	1355.119	0.066270	0.055618	0.995003	-0.049844		1277.769	-4867.993	1843.664	0.115081	-0.323279	0.937347	0.060235		1195.120	-4818.536	1384.835	0.089390	-0.118876	0.988501	0.027268		1224.023	-4963.315	1764.358	0.089390	-0.118876	0.988501	0.027268		1291.574	-4981.068	1706.516	0.089390	-0.118876	0.988501	0.027268		1224.023	-4963.315	1764.358	0.104142	-0.106191	0.976485	0.156060		1090.277	-4910.886	1823.879	0.084119	-0.122662	0.988750	-0.015878		1073.929	-4892.678	1793.179	0.611776	0.122388	0.771891	0.122208		790.053	-4914.280	1718.778	0.604767	0.374613	0.694543	-0.107385		776.082	-4916.031	1738.272	0.604767	0.374613	0.694543	-0.107385		589.404	-5085.172	1772.647	0.604767	0.374613	0.694543	-0.107385		1291.574	-4981.068	1706.516	0.073109	-0.129527	0.983604	-0.101991		1440.850	-4938.046	1713.264	0.094490	-0.114863	0.986371	0.070362		1426.398	-4918.176	1682.644	-0.135549	-0.107417	0.920237	0.351074		1508.126	-4884.570	1405.831	-0.088503	0.031071	0.923102	0.372941		1523.618	-4899.970	1398.242	-0.088503	0.031071	0.923102	0.372941		1562.798	-4959.992	1164.500	-0.088503	0.031071	0.923102	0.372941		1087.258	-4871.727	1284.937	-0.105934	0.031291	0.988582	-0.102488		1181.036	-4885.911	857.745	-0.048774	-0.059632	0.996541	-0.031155		1226.351	-4826.834	378.825	-0.045985	-0.027879	0.998262	-0.024114		1219.795	-4776.130	338.987	-0.042940	-0.027453	0.998461	-0.021878		1227.194	-4956.158	327.324	-0.042940	-0.027453	0.998461	-0.021878		1279.644	-4853.816	1258.131	-0.033318	0.064723	0.992240	-0.100798		1314.427	-4907.506	824.215	-0.047447	-0.172085	0.981134	-0.074237		1348.633	-4732.956	350.133	-0.052083	-0.150320	0.984287	-0.076618		1351.632	-4673.143	325.344	0.018442	-0.157089	0.986660	-0.038528		1365.010	-4839.897	268.416	0.018442	-0.157089	0.986660	-0.038528
622	5.17500		1200.760	-4925.747	1354.840	0.066613	0.054904	0.994983	-0.050562		1277.246	-4868.675	1843.661	0.115853	-0.324176	0.937050	0.058531		1194.850	-4819.060	1384.719	0.089889	-0.118888	0.988478	0.026397		1224.377	-4964.260	1763.909	0.089889	-0.118888	0.988478	0.026397		1291.340	-4982.162	1705.916	0.089889	-0.118888	0.988478	0.026397		1224.377	-4964.260	1763.909	0.104638	-0.106138	0.976576	0.155193		1090.582	-4912.089	1823.546	0.084617	-0.122696	0.988689	-0.016747		1074.176	-4893.904	1792.863	0.611237	0.122452	0.771667	0.126191		790.288	-4914.190	1718.139	0.604013	0.383097	0.689878	-0.111686		776.465	-4915.994	1737.734	0.604013	0.383097	0.689878	-0.111686		593.040	-5088.075	1774.911	0.604013	0.383097	0.689878	-0.111686		1291.340	-4982.162	1705.916	0.073602	-0.129603	0.983467	-0.102852		1440.541	-4938.867	1712.557	0.094989	-0.114853	0.986386	0.069490		1426.029	-4919.017	1681.952	-0.133337	-0.109461	0.920532	0.350515		1506.961	-4883.815	1405.103	-0.083275	0.038076	0.923222	0.373198		1522.309	-4899.314	1397.423	-0.083275	0.038076	0.923222	0.373198		1557.891	-4961.508	1163.675	-0.083275	0.038076	0.923222	0.373198		1086.974	-4872.243	1284.833	-0.105904	0.030716	0.988781	-0.100764		1180.655	-4886.084	857.610	-0.049099	-0.059494	0.996502	-0.032144		1226.229	-4827.086	378.705	-0.046384	-0.028220	0.998207	-0.025198		1219.597	-4776.371	338.891	-0.042086	-0.027615	0.998489	-0.022044		1227.046	-4956.394	327.168	-0.042086	-0.027615	0.998489	-0.022044		1279.314	-4854.043	1257.892	-0.032905	0.064450	0.992164	-0.101854		1313.769	-4907.483	823.930	-0.046710	-0.171748	0.981229	-0.074226		1347.274	-4733.307	349.661	-0.051586	-0.148847	0.984527	-0.076749		1350.242	-4673.570	324.686	0.016204	-0.155353	0.986916	-0.040006		1364.281	-4840.479	268.374	0.016204	-0.155353	0.986916	-0.040006
623	5.18333		1200.308	-4925.991	1354.695	0.066483	0.054665	0.995005	-0.050572		1277.260	-4869.403	1843.730	0.116799	-0.325203	0.936575	0.058557		1194.391	-4819.318	1384.625	0.091229	-0.119661	0.988267	0.026193		1225.218	-4963.371	1761.785	0.091229	-0.119661	0.988267	0.026193		1291.430	-4981.739	1705.926	0.091229	-0.119661	0.988267	0.026193		1225.218	-4963.371	1761.785	0.106068	-0.106730	0.976394	0.154964		1091.549	-4911.378	1821.857	0.085922	-0.123527	0.988469	-0.016942		1075.052	-4893.151	1791.248	0.612785	0.124144	0.770535	0.123929		790.915	-4914.807	1717.868	0.604188	0.386690	0.686866	-0.116799		777.252	-4916.753	1737.562	0.604188	0.386690	0.686866	-0.116799		596.159	-5090.966	1776.208	0.604188	0.386690	0.686866	-0.116799		1291.430	-4981.739	1705.926	0.074830	-0.130545	0.983231	-0.103026		1440.623	-4938.369	1712.252	0.096362	-0.115568	0.986184	0.069277		1426.020	-4918.476	1681.719	-0.130358	-0.107444	0.920912	0.351259		1505.002	-4883.771	1404.245	-0.079199	0.043119	0.923113	0.373806		1520.226	-4899.354	1396.489	-0.079199	0.043119	0.923113	0.373806		1553.036	-4963.072	1162.745	-0.079199	0.043119	0.923113	0.373806		1086.538	-4872.453	1284.687	-0.106076	0.030346	0.988818	-0.100327		1180.326	-4885.980	857.481	-0.049440	-0.059087	0.996520	-0.031821		1226.260	-4827.379	378.562	-0.046714	-0.027779	0.998213	-0.024856		1219.692	-4776.693	338.702	-0.042167	-0.027142	0.998510	-0.021515		1226.945	-4956.734	327.141	-0.042167	-0.027142	0.998510	-0.021515		1278.884	-4854.239	1257.800	-0.032522	0.064105	0.992194	-0.101899		1312.974	-4907.396	823.790	-0.046436	-0.171297	0.981321	-0.074232		1346.244	-4733.673	349.338	-0.051511	-0.147445	0.984733	-0.076866		1349.209	-4674.007	324.194	0.015695	-0.153898	0.987139	-0.040318		1363.398	-4841.070	268.381	0.015695	-0.153898	0.987139	-0.040318
624	5.19167		1200.023	-4926.511	1354.563	0.067448	0.054476	0.994978	-0.050014		1276.433	-4870.038	1843.853	0.117736	-0.326382	0.936205	0.055976		1194.294	-4819.836	1384.525	0.091563	-0.119688	0.988260	0.025182		1225.256	-4965.733	1761.725	0.091563	-0.119688	0.988260	0.025182		1290.232	-4983.290	1704.676	0.091563	-0.119688	0.988260	0.025182		1225.256	-4965.733	1761.725	0.106402	-0.106713	0.976518	0.153960		1091.504	-4914.033	1821.867	0.086255	-0.123568	0.988417	-0.017951		1074.957	-4895.832	1791.269	0.609343	0.123156	0.771859	0.133295		791.239	-4914.164	1715.402	0.601928	0.398275	0.681927	-0.118467		777.642	-4916.033	1735.148	0.601928	0.398275	0.681927	-0.118467		599.976	-5092.997	1777.073	0.601928	0.398275	0.681927	-0.118467		1290.232	-4983.290	1704.676	0.075157	-0.130615	0.983092	-0.104028		1439.338	-4939.613	1710.951	0.096697	-0.115580	0.986220	0.068267		1424.681	-4919.742	1680.428	-0.129385	-0.111591	0.921248	0.349440		1503.882	-4882.497	1403.347	-0.074235	0.051411	0.923302	0.373308		1518.976	-4898.180	1395.540	-0.074235	0.051411	0.923302	0.373308		1548.135	-4964.643	1162.076	-0.074235	0.051411	0.923302	0.373308		1086.188	-4872.817	1284.780	-0.105920	0.029640	0.989209	-0.096788		1179.744	-4886.070	857.517	-0.049932	-0.058813	0.996457	-0.033491		1226.064	-4827.641	378.614	-0.047305	-0.028028	0.998132	-0.026625		1219.368	-4776.964	338.764	-0.041494	-0.027205	0.998518	-0.022357		1226.916	-4956.991	327.189	-0.041494	-0.027205	0.998518	-0.022357		1278.505	-4854.836	1257.535	-0.031824	0.063477	0.992307	-0.101415		1311.903	-4907.510	823.429	-0.045875	-0.171035	0.981483	-0.073039		1344.849	-4734.117	348.833	-0.051180	-0.145946	0.985054	-0.075824		1347.924	-4674.533	323.508	0.012172	-0.152111	0.987427	-0.041249		1362.655	-4841.768	268.355	0.012172	-0.152111	0.987427	-0.041249
625	5.20000		1199.811	-4926.784	1354.443	0.067365	0.054324	0.994991	-0.050042		1276.534	-4870.779	1843.723	0.117831	-0.327124	0.935921	0.056194		1194.073	-4820.119	1384.438	0.092197	-0.120198	0.988135	0.025318		1226.254	-4965.116	1760.060	0.092197	-0.120198	0.988135	0.025318		1290.624	-4982.945	1704.759	0.092197	-0.120198	0.988135	0.025318		1226.254	-4965.116	1760.060	0.107098	-0.107136	0.976377	0.154079		1092.590	-4913.449	1820.427	0.086866	-0.124105	0.988299	-0.017810		1076.008	-4895.213	1789.869	0.609563	0.124226	0.771775	0.131774		792.274	-4914.541	1714.310	0.601118	0.401340	0.680204	-0.122092		778.758	-4916.521	1734.101	0.601118	0.401340	0.680204	-0.122092		602.947	-5095.155	1776.756	0.601118	0.401340	0.680204	-0.122092		1290.624	-4982.945	1704.759	0.075720	-0.131204	0.982986	-0.103877		1439.747	-4939.307	1710.888	0.097353	-0.116062	0.986090	0.068397		1425.055	-4919.401	1680.405	-0.125804	-0.109707	0.921554	0.350536		1502.026	-4882.481	1402.652	-0.069473	0.056406	0.923067	0.374083		1516.978	-4898.251	1394.746	-0.069473	0.056406	0.923067	0.374083		1543.049	-4966.094	1161.315	-0.069473	0.056406	0.923067	0.374083		1085.984	-4873.073	1284.660	-0.105973	0.029437	0.989247	-0.096405		1179.563	-4886.174	857.399	-0.050071	-0.058695	0.996464	-0.033270		1226.035	-4827.865	378.496	-0.047420	-0.027705	0.998143	-0.026353		1219.377	-4777.209	338.613	-0.041306	-0.026841	0.998547	-0.021859		1226.737	-4957.252	327.161	-0.041306	-0.026841	0.998547	-0.021859		1278.305	-4855.075	1257.449	-0.031256	0.063280	0.992310	-0.101682		1311.202	-4907.608	823.299	-0.045316	-0.170634	0.981577	-0.073055		1343.625	-4734.637	348.513	-0.050759	-0.144884	0.985224	-0.075929		1346.671	-4675.109	323.054	0.012242	-0.151000	0.987588	-0.041454		1361.476	-4842.461	268.277	0.012242	-0.151000	0.987588	-0.041454
626	5.20833		1199.720	-4927.351	1354.356	0.068598	0.054736	0.994925	-0.049211		1276.257	-4871.529	1843.638	0.117690	-0.327919	0.935750	0.054687		1194.235	-4820.646	1384.251	0.091795	-0.119722	0.988229	0.025356		1226.040	-4967.901	1760.852	0.091795	-0.119722	0.988229	0.025356		1289.570	-4984.258	1703.714	0.091795	-0.119722	0.988229	0.025356		1226.040	-4967.901	1760.852	0.106637	-0.106716	0.976465	0.154129		1092.334	-4916.164	1821.064	0.086486	-0.123613	0.988395	-0.017776		1075.777	-4897.957	1790.475	0.603611	0.123318	0.774638	0.142770		792.980	-4913.794	1710.709	0.597248	0.413836	0.676220	-0.121494		779.418	-4915.627	1730.484	0.597248	0.413836	0.676220	-0.121494		606.720	-5096.567	1776.032	0.597248	0.413836	0.676220	-0.121494		1289.570	-4984.258	1703.714	0.075383	-0.130680	0.983084	-0.103851		1438.692	-4940.626	1709.916	0.096930	-0.115604	0.986183	0.068439		1424.026	-4920.749	1679.402	-0.124338	-0.113537	0.922115	0.348357		1500.868	-4881.332	1401.957	-0.064417	0.064244	0.923396	0.372911		1515.709	-4897.177	1393.993	-0.064417	0.064244	0.923396	0.372911		1538.246	-4967.524	1160.935	-0.064417	0.064244	0.923396	0.372911		1085.823	-4873.518	1284.781	-0.105722	0.028963	0.989577	-0.093389		1179.122	-4886.523	857.455	-0.050304	-0.058955	0.996352	-0.035718		1225.665	-4827.842	378.604	-0.047662	-0.027159	0.998084	-0.028615		1218.807	-4777.267	338.651	-0.040696	-0.026160	0.998553	-0.023486		1226.736	-4957.303	327.464	-0.040696	-0.026160	0.998553	-0.023486		1278.110	-4855.881	1257.104	-0.030490	0.062595	0.992397	-0.101495		1310.267	-4907.877	822.848	-0.044659	-0.170481	0.981681	-0.072416		1342.163	-4735.118	347.950	-0.050415	-0.143155	0.985529	-0.075484		1345.254	-4675.683	322.281	0.009906	-0.149048	0.987873	-0.042338		1360.512	-4843.222	268.203	0.009906	-0.149048	0.987873	-0.042338
627	5.21667		1199.608	-4927.639	1354.261	0.068492	0.054201	0.994942	-0.049624		1275.939	-4872.214	1843.847	0.118122	-0.329109	0.935329	0.053797		1194.039	-4820.971	1384.276	0.092227	-0.120186	0.988146	0.024838		1226.307	-4969.044	1760.313	0.092227	-0.120186	0.988146	0.024838		1289.219	-4985.344	1703.169	0.092227	-0.120186	0.988146	0.024838		1226.307	-4969.044	1760.313	0.107125	-0.107120	0.976450	0.153605		1092.591	-4917.509	1820.675	0.086896	-0.124095	0.988289	-0.018289		1075.993	-4899.287	1790.118	0.599157	0.123345	0.776845	0.149365		793.978	-4913.446	1707.325	0.594091	0.422740	0.673500	-0.121427		780.377	-4915.198	1727.080	0.594091	0.422740	0.673500	-0.121427		610.041	-5097.875	1774.546	0.594091	0.422740	0.673500	-0.121427		1289.219	-4985.344	1703.169	0.075750	-0.131196	0.982934	-0.104353		1438.300	-4941.563	1709.309	0.097382	-0.116049	0.986122	0.067919		1423.591	-4921.669	1678.827	-0.121840	-0.115143	0.924000	0.343686		1499.191	-4880.558	1401.287	-0.059854	0.071798	0.924820	0.368743		1514.028	-4896.384	1393.276	-0.059854	0.071798	0.924820	0.368743		1533.640	-4969.117	1160.687	-0.059854	0.071798	0.924820	0.368743		1085.679	-4873.813	1284.734	-0.105623	0.028318	0.989912	-0.090085		1178.807	-4886.565	857.365	-0.050758	-0.058749	0.996322	-0.036256		1225.763	-4828.042	378.535	-0.048191	-0.027646	0.998026	-0.029293		1218.879	-4777.439	338.623	-0.039426	-0.026387	0.998613	-0.022845		1226.563	-4957.479	327.336	-0.039426	-0.026387	0.998613	-0.022845		1277.956	-4855.999	1257.099	-0.030150	0.062586	0.992208	-0.103428		1309.916	-4907.947	822.830	-0.043541	-0.170048	0.981845	-0.071888		1340.830	-4735.695	347.682	-0.049436	-0.141984	0.985779	-0.075072		1343.913	-4676.326	321.860	0.010140	-0.147799	0.988063	-0.042235		1359.130	-4844.004	268.203	0.010140	-0.147799	0.988063	-0.042235
628	5.22500		1199.411	-4927.842	1354.215	0.068465	0.054118	0.994970	-0.049174		1275.962	-4872.854	1843.953	0.118285	-0.330075	0.934957	0.053984		1193.937	-4821.172	1384.241	0.092645	-0.120957	0.988010	0.024970		1227.387	-4968.408	1758.016	0.092645	-0.120957	0.988010	0.024970		1288.863	-4984.975	1703.279	0.092645	-0.120957	0.988010	0.024970		1227.387	-4968.408	1758.016	0.107640	-0.107829	0.976298	0.153718		1093.737	-4916.926	1818.571	0.087280	-0.124883	0.988158	-0.018152		1077.119	-4898.652	1788.056	0.598575	0.123490	0.777592	0.147678		795.262	-4913.553	1704.859	0.592472	0.424927	0.672988	-0.124501		781.686	-4915.429	1724.619	0.592472	0.424927	0.672988	-0.124501		612.882	-5099.534	1772.048	0.592472	0.424927	0.672988	-0.124501		1288.863	-4984.975	1703.279	0.076064	-0.132014	0.982816	-0.104205		1437.963	-4941.249	1709.362	0.097833	-0.116800	0.985980	0.068044		1423.234	-4921.304	1678.923	-0.119448	-0.113564	0.924253	0.344373		1497.281	-4880.586	1400.906	-0.056472	0.076106	0.924514	0.369179		1512.012	-4896.485	1392.844	-0.056472	0.076106	0.924514	0.369179		1529.304	-4970.527	1160.484	-0.056472	0.076106	0.924514	0.369179		1085.538	-4873.905	1284.683	-0.105646	0.028078	0.989989	-0.089293		1178.659	-4886.513	857.310	-0.050910	-0.058639	0.996337	-0.035806		1225.792	-4828.113	378.482	-0.048320	-0.027417	0.998040	-0.028810		1218.968	-4777.519	338.548	-0.039382	-0.026138	0.998635	-0.022233		1226.428	-4957.573	327.342	-0.039382	-0.026138	0.998635	-0.022233		1277.834	-4856.263	1257.068	-0.029444	0.062469	0.992301	-0.102805		1309.135	-4908.185	822.756	-0.042995	-0.169698	0.982012	-0.070757		1339.733	-4736.342	347.440	-0.048985	-0.141010	0.986021	-0.074028		1342.911	-4677.030	321.498	0.010545	-0.146866	0.988245	-0.041132		1357.727	-4844.843	268.154	0.010545	-0.146866	0.988245	-0.041132
629	5.23333		1199.399	-4928.270	1354.196	0.069563	0.054699	0.994890	-0.048604		1275.654	-4873.542	1844.105	0.118689	-0.331172	0.934563	0.053191		1194.111	-4821.554	1384.090	0.092396	-0.120786	0.988044	0.025338		1226.836	-4970.970	1759.066	0.092396	-0.120786	0.988044	0.025338		1287.855	-4986.336	1702.670	0.092396	-0.120786	0.988044	0.025338		1226.836	-4970.970	1759.066	0.107371	-0.107693	0.976284	0.154087		1093.201	-4919.362	1819.546	0.087039	-0.124702	0.988209	-0.017786		1076.609	-4901.087	1789.017	0.590402	0.121811	0.782039	0.158121		796.370	-4912.760	1700.035	0.586820	0.436864	0.670614	-0.122755		782.643	-4914.501	1719.703	0.586820	0.436864	0.670614	-0.122755		616.574	-5100.578	1769.052	0.586820	0.436864	0.670614	-0.122755		1287.855	-4986.336	1702.670	0.075840	-0.131813	0.982899	-0.103845		1436.986	-4942.721	1708.793	0.097577	-0.116641	0.985999	0.068413		1422.284	-4922.777	1678.340	-0.117907	-0.116821	0.925765	0.339720		1495.905	-4879.700	1400.565	-0.052459	0.083393	0.925674	0.365269		1510.632	-4895.588	1392.475	-0.052459	0.083393	0.925674	0.365269		1525.285	-4972.025	1160.710	-0.052459	0.083393	0.925674	0.365269		1085.444	-4874.295	1284.828	-0.105357	0.027592	0.990301	-0.086272		1178.255	-4886.796	857.382	-0.051102	-0.058953	0.996223	-0.038106		1225.426	-4827.978	378.610	-0.048541	-0.027225	0.997969	-0.030992		1218.406	-4777.437	338.642	-0.039042	-0.025846	0.998615	-0.023996		1226.492	-4957.472	327.564	-0.039042	-0.025846	0.998615	-0.023996		1277.703	-4856.914	1256.790	-0.028865	0.062067	0.992242	-0.103777		1308.511	-4908.496	822.414	-0.042178	-0.169441	0.982079	-0.070939		1338.287	-4736.948	346.940	-0.048558	-0.138901	0.986310	-0.074445		1341.413	-4677.746	320.739	0.010590	-0.144695	0.988545	-0.041594		1356.400	-4845.778	268.132	0.010590	-0.144695	0.988545	-0.041594
630	5.24167		1199.333	-4928.380	1354.178	0.069329	0.054486	0.994943	-0.048089		1275.609	-4874.219	1844.408	0.118470	-0.332241	0.934220	0.053055		1194.140	-4821.669	1384.109	0.092315	-0.121696	0.987942	0.025274		1227.934	-4970.356	1756.881	0.092315	-0.121696	0.987942	0.025274		1287.518	-4986.301	1702.903	0.092315	-0.121696	0.987942	0.025274		1227.934	-4970.356	1756.881	0.107410	-0.108605	0.976191	0.154010		1094.290	-4918.849	1817.428	0.086918	-0.125607	0.988104	-0.017845		1077.706	-4900.518	1786.929	0.588856	0.121449	0.783622	0.156318		797.861	-4912.874	1696.806	0.584255	0.438835	0.671086	-0.125350		784.105	-4914.753	1716.441	0.584255	0.438835	0.671086	-0.125350		619.406	-5102.209	1765.155	0.584255	0.438835	0.671086	-0.125350		1287.518	-4986.301	1702.903	0.075640	-0.132704	0.982789	-0.103895		1436.650	-4942.707	1709.136	0.097535	-0.117553	0.985899	0.068345		1421.956	-4922.706	1678.716	-0.115750	-0.115604	0.926064	0.340062		1494.205	-4879.861	1400.546	-0.049383	0.087371	0.925437	0.365367		1508.841	-4895.810	1392.412	-0.049383	0.087371	0.925437	0.365367		1521.413	-4973.456	1160.927	-0.049383	0.087371	0.925437	0.365367		1085.469	-4874.260	1284.772	-0.105298	0.027395	0.990411	-0.085133		1178.203	-4886.694	857.309	-0.051179	-0.058891	0.996262	-0.037068		1225.511	-4827.983	378.537	-0.048619	-0.027579	0.997984	-0.030044		1218.589	-4777.397	338.610	-0.038939	-0.026184	0.998635	-0.022921		1226.291	-4957.440	327.394	-0.038939	-0.026184	0.998635	-0.022921		1277.760	-4857.067	1256.839	-0.028132	0.062122	0.992328	-0.103121		1307.900	-4908.779	822.437	-0.041518	-0.169065	0.982288	-0.069302		1337.336	-4737.685	346.777	-0.047911	-0.138202	0.986557	-0.072868		1340.598	-4678.530	320.489	0.011698	-0.144103	0.988697	-0.039694		1354.867	-4846.682	268.069	0.011698	-0.144103	0.988697	-0.039694
631	5.25000		1199.297	-4928.769	1354.188	0.069855	0.054775	0.994888	-0.048151		1275.429	-4874.900	1844.706	0.119121	-0.333387	0.933718	0.053232		1194.123	-4822.040	1384.058	0.092517	-0.121638	0.987912	0.025976		1227.007	-4972.934	1758.046	0.092517	-0.121638	0.987912	0.025976		1286.658	-4987.735	1702.807	0.092517	-0.121638	0.987912	0.025976		1227.007	-4972.934	1758.046	0.107602	-0.108521	0.976070	0.154702		1093.467	-4921.236	1818.659	0.087123	-0.125558	0.988105	-0.017143		1076.889	-4902.890	1788.165	0.579084	0.119408	0.789150	0.166272		799.221	-4912.327	1691.217	0.577219	0.450819	0.669672	-0.122959		785.244	-4914.087	1710.707	0.577219	0.450819	0.669672	-0.122959		623.173	-5103.468	1760.773	0.577219	0.450819	0.669672	-0.122959		1286.658	-4987.735	1702.807	0.075849	-0.132673	0.982851	-0.103195		1435.851	-4944.338	1708.944	0.097735	-0.117486	0.985839	0.069045		1421.166	-4924.325	1678.529	-0.114076	-0.118650	0.928142	0.333858		1492.777	-4879.121	1400.567	-0.045989	0.094159	0.927140	0.359763		1507.478	-4895.002	1392.416	-0.045989	0.094159	0.927140	0.359763		1518.001	-4974.918	1161.602	-0.045989	0.094159	0.927140	0.359763		1085.355	-4874.705	1284.866	-0.105061	0.026697	0.990741	-0.081748		1177.806	-4886.868	857.334	-0.051464	-0.059184	0.996178	-0.038455		1225.296	-4827.799	378.624	-0.048968	-0.028128	0.997908	-0.031481		1218.256	-4777.194	338.741	-0.038796	-0.026651	0.998603	-0.024002		1226.352	-4957.211	327.371	-0.038796	-0.026651	0.998603	-0.024002		1277.615	-4857.508	1256.724	-0.027975	0.061983	0.992027	-0.106100		1307.759	-4909.009	822.308	-0.040533	-0.168548	0.982314	-0.070768		1336.001	-4738.434	346.390	-0.047291	-0.136139	0.986749	-0.074545		1339.059	-4679.384	319.841	0.014211	-0.142111	0.988934	-0.040144		1353.360	-4847.732	268.061	0.014211	-0.142111	0.988934	-0.040144
632	5.25833		1199.201	-4928.906	1354.175	0.069686	0.054636	0.994925	-0.047784		1275.128	-4875.539	1844.867	0.118904	-0.334301	0.933465	0.052429		1194.094	-4822.181	1384.070	0.092270	-0.122474	0.987851	0.025246		1228.126	-4971.834	1755.812	0.092270	-0.122474	0.987851	0.025246		1286.579	-4988.250	1703.331	0.092270	-0.122474	0.987851	0.025246		1228.126	-4971.834	1755.812	0.107466	-0.109383	0.976104	0.153971		1094.481	-4920.408	1816.424	0.086839	-0.126382	0.988012	-0.017869		1077.902	-4902.028	1785.951	0.576880	0.118941	0.791461	0.163255		800.835	-4912.599	1687.412	0.573591	0.452569	0.671072	-0.125846		786.791	-4914.544	1706.836	0.573591	0.452569	0.671072	-0.125846		626.183	-5105.502	1755.609	0.573591	0.452569	0.671072	-0.125846		1286.579	-4988.250	1703.331	0.075494	-0.133470	0.982695	-0.103911		1435.715	-4944.681	1709.650	0.097524	-0.118333	0.985809	0.068313		1421.027	-4924.631	1679.260	-0.111905	-0.117727	0.928564	0.333747		1491.290	-4879.479	1400.946	-0.043168	0.097430	0.927103	0.359338		1505.927	-4895.394	1392.748	-0.043168	0.097430	0.927103	0.359338		1514.678	-4976.253	1162.188	-0.043168	0.097430	0.927103	0.359338		1085.324	-4874.741	1284.825	-0.105055	0.026543	0.990818	-0.080865		1177.752	-4886.853	857.286	-0.051532	-0.059343	0.996195	-0.037665		1225.347	-4827.667	378.601	-0.049048	-0.028749	0.997908	-0.030793		1218.378	-4777.000	338.784	-0.038794	-0.027268	0.998604	-0.023265		1226.217	-4957.014	327.181	-0.038794	-0.027268	0.998604	-0.023265		1277.607	-4857.679	1256.757	-0.027290	0.062172	0.992114	-0.105355		1307.133	-4909.429	822.330	-0.039935	-0.168207	0.982512	-0.069144		1335.090	-4739.268	346.247	-0.046670	-0.135639	0.986965	-0.072961		1338.284	-4680.254	319.636	0.015368	-0.141727	0.989049	-0.038208		1351.851	-4848.698	267.975	0.015368	-0.141727	0.989049	-0.038208
