NO_OF_FRAMES	1227
NO_OF_CAMERAS	1
FREQUENCY	120
TIME_STAMP	Place Holder
REFERENCE	GLOBAL
SCALE	1.000
SOLVER	OpenSim IK
Frame	Time	pelvis	X	Y	Z	QX	QY	QZ	QW	head_neck	X	Y	Z	QX	QY	QZ	QW	torso	X	Y	Z	QX	QY	QZ	QW	sternumR	X	Y	Z	QX	QY	QZ	QW	sternumL	X	Y	Z	QX	QY	QZ	QW	clavicle_R	X	Y	Z	QX	QY	QZ	QW	scapula_R	X	Y	Z	QX	QY	QZ	QW	humerus_R	X	Y	Z	QX	QY	QZ	QW	ulna_R	X	Y	Z	QX	QY	QZ	QW	radius_R	X	Y	Z	QX	QY	QZ	QW	hand_R	X	Y	Z	QX	QY	QZ	QW	clavicle_L	X	Y	Z	QX	QY	QZ	QW	scapula_L	X	Y	Z	QX	QY	QZ	QW	humerus_L	X	Y	Z	QX	QY	QZ	QW	ulna_L	X	Y	Z	QX	QY	QZ	QW	radius_L	X	Y	Z	QX	QY	QZ	QW	hand_L	X	Y	Z	QX	QY	QZ	QW	femur_r	X	Y	Z	QX	QY	QZ	QW	tibia_r	X	Y	Z	QX	QY	QZ	QW	talus_r	X	Y	Z	QX	QY	QZ	QW	calcn_r	X	Y	Z	QX	QY	QZ	QW	toes_r	X	Y	Z	QX	QY	QZ	QW	femur_l	X	Y	Z	QX	QY	QZ	QW	tibia_l	X	Y	Z	QX	QY	QZ	QW	talus_l	X	Y	Z	QX	QY	QZ	QW	calcn_l	X	Y	Z	QX	QY	QZ	QW	toes_l	X	Y	Z	QX	QY	QZ	QW
245	2.03333		1210.340	-4946.753	1374.086	0.010378	0.091840	0.994912	-0.040098		1168.380	-4884.178	1872.187	-0.003734	-0.383958	0.923203	-0.016092		1202.465	-4838.213	1395.692	-0.042542	-0.101686	0.993903	-0.002676		1133.742	-4981.879	1759.894	-0.042542	-0.101686	0.993903	-0.002676		1210.140	-4968.885	1752.864	-0.042542	-0.101686	0.993903	-0.002676		1133.742	-4981.879	1759.894	-0.028906	-0.106369	0.985749	0.127078		987.668	-4932.371	1779.661	-0.046938	-0.099733	0.992840	-0.046028		979.610	-4915.771	1745.008	0.130355	-0.114246	0.959328	-0.222814		904.377	-4868.123	1464.549	0.044460	0.166395	0.950189	-0.259763		886.665	-4882.509	1456.957	0.044460	0.166395	0.950189	-0.259763		874.261	-4995.751	1229.665	0.044460	0.166395	0.950189	-0.259763		1210.140	-4968.885	1752.864	-0.055451	-0.095263	0.985051	-0.132383		1351.071	-4920.337	1797.147	-0.038066	-0.103445	0.993074	0.040682		1344.777	-4902.006	1763.005	-0.160097	-0.165477	0.898979	0.372590		1452.105	-4845.462	1498.964	-0.060824	0.094585	0.903394	0.413804		1465.195	-4863.023	1491.547	-0.060824	0.094585	0.903394	0.413804		1475.457	-4946.660	1262.044	-0.060824	0.094585	0.903394	0.413804		1106.203	-4897.610	1287.763	-0.089461	0.010408	0.995883	-0.010307		1184.191	-4902.212	857.243	-0.041694	-0.071632	0.996109	0.029955		1226.530	-4834.257	379.229	-0.033104	-0.015357	0.998454	0.041930		1225.516	-4783.841	338.508	-0.115172	-0.022237	0.992905	-0.019510		1232.835	-4964.005	329.133	-0.115172	-0.022237	0.992905	-0.019510		1300.602	-4882.418	1282.299	-0.030203	0.071193	0.994748	-0.067043		1330.862	-4941.110	849.952	-0.056570	-0.088335	0.994483	0.000226		1387.855	-4852.159	354.744	-0.056481	-0.089071	0.994423	0.000307		1399.978	-4796.818	323.258	-0.005742	-0.098269	0.994627	0.032047		1390.013	-4969.422	286.719	-0.005742	-0.098269	0.994627	0.032047
246	2.04167		1210.711	-4946.943	1374.030	0.010612	0.091855	0.994873	-0.040968		1168.161	-4883.818	1872.248	-0.003032	-0.383773	0.923257	-0.017454		1202.665	-4838.415	1395.637	-0.042536	-0.100761	0.993998	-0.002468		1133.799	-4981.975	1760.702	-0.042536	-0.100761	0.993998	-0.002468		1210.056	-4969.109	1753.029	-0.042536	-0.100761	0.993998	-0.002468		1133.799	-4981.975	1760.702	-0.029020	-0.105451	0.985816	0.127296		987.750	-4932.360	1780.386	-0.046890	-0.098809	0.992944	-0.045825		979.698	-4915.820	1745.703	0.130345	-0.113842	0.959503	-0.222271		904.548	-4868.363	1465.189	0.045133	0.165209	0.950546	-0.259096		886.798	-4882.702	1457.598	0.045133	0.165209	0.950546	-0.259096		873.819	-4995.474	1230.106	0.045133	0.165209	0.950546	-0.259096		1210.056	-4969.109	1753.029	-0.055324	-0.094347	0.985172	-0.132190		1351.014	-4920.548	1797.214	-0.038100	-0.102520	0.993159	0.040893		1344.727	-4902.277	1763.039	-0.159780	-0.165919	0.898624	0.373384		1452.033	-4845.517	1499.036	-0.060803	0.092783	0.903329	0.414356		1465.121	-4863.064	1491.581	-0.060803	0.092783	0.903329	0.414356		1475.673	-4945.946	1261.816	-0.060803	0.092783	0.903329	0.414356		1106.436	-4897.980	1287.771	-0.089413	0.009023	0.995913	-0.008979		1184.368	-4901.432	857.241	-0.041793	-0.071010	0.996090	0.031882		1226.916	-4834.160	379.149	-0.032911	-0.013540	0.998392	0.044119		1226.103	-4783.881	338.255	-0.115218	-0.020290	0.992975	-0.017723		1232.702	-4964.105	329.502	-0.115218	-0.020290	0.992975	-0.017723		1300.806	-4882.459	1282.184	-0.029676	0.070224	0.994705	-0.068915		1330.647	-4940.213	849.718	-0.056228	-0.086784	0.994633	-0.003463		1386.979	-4852.601	354.196	-0.055881	-0.089564	0.994407	-0.003155		1398.694	-4797.157	322.736	-0.005456	-0.098512	0.994717	0.028349		1390.016	-4969.814	286.119	-0.005456	-0.098512	0.994717	0.028349
247	2.05000		1210.833	-4946.737	1374.065	0.010630	0.091956	0.994858	-0.041105		1168.411	-4883.426	1872.476	-0.002848	-0.383640	0.923311	-0.017585		1202.760	-4838.207	1395.650	-0.042405	-0.100633	0.994016	-0.002633		1133.809	-4981.672	1761.032	-0.042405	-0.100633	0.994016	-0.002633		1210.519	-4968.722	1753.092	-0.042405	-0.100633	0.994016	-0.002633		1133.809	-4981.672	1761.032	-0.028907	-0.105307	0.985856	0.127135		987.748	-4932.101	1780.736	-0.046755	-0.098687	0.992955	-0.045990		979.682	-4915.573	1746.051	0.130563	-0.113723	0.959459	-0.222394		904.418	-4868.221	1465.550	0.045312	0.165295	0.950474	-0.259276		886.670	-4882.568	1457.969	0.045312	0.165295	0.950474	-0.259276		873.646	-4995.405	1230.511	0.045312	0.165295	0.950474	-0.259276		1210.519	-4968.722	1753.092	-0.055178	-0.094237	0.985168	-0.132355		1351.471	-4920.102	1797.232	-0.037975	-0.102387	0.993185	0.040730		1345.170	-4901.843	1763.053	-0.159734	-0.165842	0.898716	0.373217		1452.426	-4845.093	1499.027	-0.060822	0.092839	0.903403	0.414178		1465.519	-4862.636	1491.574	-0.060822	0.092839	0.903403	0.414178		1476.090	-4945.543	1261.819	-0.060822	0.092839	0.903403	0.414178		1106.541	-4897.820	1287.801	-0.089467	0.009136	0.995906	-0.009133		1184.521	-4901.359	857.281	-0.041844	-0.070878	0.996103	0.031704		1227.102	-4834.207	379.175	-0.032977	-0.013432	0.998399	0.043940		1226.277	-4783.937	338.269	-0.115299	-0.020195	0.992964	-0.017929		1232.947	-4964.161	329.560	-0.115299	-0.020195	0.992964	-0.017929		1300.906	-4882.247	1282.201	-0.029409	0.070320	0.994697	-0.069055		1330.529	-4940.096	849.733	-0.055953	-0.086649	0.994660	-0.003546		1386.579	-4852.614	354.156	-0.055604	-0.089436	0.994434	-0.003236		1398.266	-4797.176	322.674	-0.005166	-0.098374	0.994734	0.028288		1389.598	-4969.844	286.108	-0.005166	-0.098374	0.994734	0.028288
248	2.05833		1211.304	-4946.820	1374.159	0.011110	0.092463	0.994743	-0.042589		1167.263	-4882.980	1873.002	-0.001234	-0.384664	0.922828	-0.020497		1202.943	-4838.291	1395.641	-0.042302	-0.099936	0.994090	-0.002964		1133.515	-4981.044	1761.708	-0.042302	-0.099936	0.994090	-0.002964		1210.938	-4968.586	1753.433	-0.042302	-0.099936	0.994090	-0.002964		1133.515	-4981.044	1761.708	-0.028896	-0.104602	0.985972	0.126816		987.425	-4931.535	1781.361	-0.046621	-0.097995	0.993014	-0.046325		979.344	-4915.062	1746.653	0.130306	-0.112760	0.959358	-0.223467		904.292	-4868.284	1465.999	0.045265	0.164622	0.950369	-0.260095		886.563	-4882.648	1458.409	0.045265	0.164622	0.950369	-0.260095		873.592	-4995.200	1230.806	0.045265	0.164622	0.950369	-0.260095		1210.938	-4968.586	1753.433	-0.054984	-0.093559	0.985198	-0.132694		1351.865	-4919.815	1797.483	-0.037902	-0.101686	0.993273	0.040402		1345.548	-4901.608	1763.280	-0.159412	-0.165452	0.898351	0.374405		1452.639	-4845.108	1499.133	-0.060951	0.091207	0.903168	0.415035		1465.719	-4862.650	1491.652	-0.060951	0.091207	0.903168	0.415035		1476.572	-4944.905	1261.676	-0.060951	0.091207	0.903168	0.415035		1106.769	-4898.294	1287.969	-0.088989	0.007879	0.995974	-0.007355		1184.324	-4900.841	857.374	-0.041608	-0.070373	0.996113	0.032802		1226.738	-4834.214	379.180	-0.032995	-0.014929	0.998348	0.044604		1225.981	-4783.819	338.426	-0.117807	-0.021821	0.992616	-0.018947		1233.112	-4963.999	329.194	-0.117807	-0.021821	0.992616	-0.018947		1301.081	-4882.166	1282.121	-0.028987	0.069085	0.994695	-0.070486		1330.329	-4938.839	849.516	-0.055791	-0.084796	0.994816	-0.006205		1386.003	-4853.060	353.598	-0.055228	-0.089209	0.994464	-0.005713		1397.405	-4797.588	322.073	-0.003861	-0.098173	0.994812	0.026404		1389.347	-4970.303	285.587	-0.003861	-0.098173	0.994812	0.026404
249	2.06667		1211.400	-4946.607	1374.137	0.011126	0.092556	0.994730	-0.042693		1167.564	-4882.568	1873.176	-0.001046	-0.384539	0.922878	-0.020601		1203.017	-4838.076	1395.600	-0.042160	-0.099825	0.994107	-0.003110		1133.477	-4980.891	1761.989	-0.042160	-0.099825	0.994107	-0.003110		1211.248	-4968.138	1753.338	-0.042160	-0.099825	0.994107	-0.003110		1133.477	-4980.891	1761.989	-0.028769	-0.104474	0.986008	0.126674		987.377	-4931.423	1781.668	-0.046474	-0.097891	0.993025	-0.046471		979.283	-4914.960	1746.958	0.130572	-0.112650	0.959312	-0.223566		904.090	-4868.287	1466.324	0.045497	0.164698	0.950298	-0.260267		886.361	-4882.659	1458.746	0.045497	0.164698	0.950298	-0.260267		873.318	-4995.276	1231.180	0.045497	0.164698	0.950298	-0.260267		1211.248	-4968.138	1753.338	-0.054829	-0.093468	0.985196	-0.132840		1352.171	-4919.313	1797.341	-0.037765	-0.101569	0.993296	0.040257		1345.840	-4901.117	1763.135	-0.159339	-0.165393	0.898439	0.374250		1452.870	-4844.614	1498.965	-0.060944	0.091239	0.903244	0.414862		1465.956	-4862.151	1491.484	-0.060944	0.091239	0.903244	0.414862		1476.821	-4944.416	1261.512	-0.060944	0.091239	0.903244	0.414862		1106.851	-4898.118	1287.943	-0.089140	0.007963	0.995959	-0.007464		1184.538	-4900.730	857.372	-0.041757	-0.070280	0.996117	0.032668		1227.083	-4834.191	379.177	-0.033153	-0.014842	0.998350	0.044477		1226.327	-4783.805	338.413	-0.117974	-0.021736	0.992595	-0.019095		1233.509	-4963.984	329.219	-0.117974	-0.021736	0.992595	-0.019095		1301.160	-4881.952	1282.083	-0.028723	0.069198	0.994688	-0.070586		1330.190	-4938.736	849.478	-0.055525	-0.084642	0.994844	-0.006241		1385.596	-4853.110	353.505	-0.054962	-0.089053	0.994493	-0.005748		1396.975	-4797.647	321.955	-0.003579	-0.098010	0.994829	0.026392		1388.911	-4970.374	285.528	-0.003579	-0.098010	0.994829	0.026392
250	2.07500		1211.511	-4946.391	1374.061	0.011141	0.092625	0.994716	-0.042848		1167.748	-4882.219	1873.341	-0.000874	-0.384452	0.922911	-0.020771		1203.096	-4837.859	1395.509	-0.042049	-0.099763	0.994117	-0.003320		1133.499	-4980.754	1762.271	-0.042049	-0.099763	0.994117	-0.003320		1211.688	-4967.780	1753.340	-0.042049	-0.099763	0.994117	-0.003320		1133.499	-4980.754	1762.271	-0.028668	-0.104398	0.986045	0.126467		987.381	-4931.346	1781.969	-0.046361	-0.097834	0.993026	-0.046682		979.273	-4914.892	1747.258	0.130800	-0.112568	0.959250	-0.223739		903.954	-4868.308	1466.643	0.045671	0.164742	0.950219	-0.260497		886.228	-4882.688	1459.075	0.045671	0.164742	0.950219	-0.260497		873.145	-4995.352	1231.534	0.045671	0.164742	0.950219	-0.260497		1211.688	-4967.780	1753.340	-0.054711	-0.093421	0.985179	-0.133050		1352.598	-4918.888	1797.311	-0.037657	-0.101502	0.993315	0.040047		1346.252	-4900.699	1763.103	-0.159325	-0.165447	0.898529	0.374016		1453.271	-4844.141	1498.939	-0.061030	0.091124	0.903358	0.414627		1466.368	-4861.669	1491.459	-0.061030	0.091124	0.903358	0.414627		1477.323	-4943.899	1261.479	-0.061030	0.091124	0.903358	0.414627		1106.943	-4897.946	1287.865	-0.089184	0.007986	0.995954	-0.007612		1184.667	-4900.566	857.302	-0.041791	-0.070253	0.996123	0.032505		1227.233	-4834.047	379.106	-0.033199	-0.014833	0.998356	0.044313		1226.465	-4783.662	338.340	-0.118035	-0.021740	0.992584	-0.019273		1233.711	-4963.840	329.152	-0.118035	-0.021740	0.992584	-0.019273		1301.246	-4881.720	1281.994	-0.028436	0.069329	0.994677	-0.070735		1330.043	-4938.629	849.391	-0.055242	-0.084389	0.994880	-0.006316		1385.160	-4853.252	353.342	-0.054678	-0.088804	0.994530	-0.005821		1396.513	-4797.803	321.757	-0.003276	-0.097752	0.994856	0.026351		1388.451	-4970.550	285.422	-0.003276	-0.097752	0.994856	0.026351
251	2.08333		1211.699	-4946.254	1374.002	0.011196	0.092465	0.994683	-0.043937		1167.487	-4881.816	1873.555	-0.000102	-0.384223	0.922986	-0.021684		1203.057	-4837.748	1395.489	-0.041602	-0.099652	0.994142	-0.004458		1134.424	-4979.796	1762.256	-0.041602	-0.099652	0.994142	-0.004458		1211.549	-4968.183	1753.375	-0.041602	-0.099652	0.994142	-0.004458		1134.424	-4979.796	1762.256	-0.028239	-0.104230	0.986219	0.125342		988.203	-4930.724	1782.034	-0.045910	-0.097743	0.993001	-0.047820		980.034	-4914.301	1747.324	0.132234	-0.112121	0.958871	-0.224744		903.917	-4868.231	1466.839	0.046792	0.164942	0.949753	-0.261868		886.208	-4882.664	1459.329	0.046792	0.164942	0.949753	-0.261868		872.833	-4995.586	1231.935	0.046792	0.164942	0.949753	-0.261868		1211.549	-4968.183	1753.375	-0.054254	-0.093370	0.985055	-0.134182		1352.373	-4918.947	1797.237	-0.037216	-0.101372	0.993390	0.038911		1345.962	-4900.784	1763.027	-0.159682	-0.166024	0.899012	0.372445		1453.177	-4843.848	1499.024	-0.062188	0.089709	0.904106	0.413132		1466.361	-4861.317	1491.555	-0.062188	0.089709	0.904106	0.413132		1478.287	-4943.148	1261.481	-0.062188	0.089709	0.904106	0.413132		1106.998	-4898.006	1287.856	-0.089188	0.007786	0.995950	-0.008244		1184.724	-4900.394	857.293	-0.041763	-0.070071	0.996158	0.031870		1227.216	-4834.023	379.071	-0.033295	-0.015202	0.998380	0.043561		1226.380	-4783.612	338.339	-0.118412	-0.022185	0.992511	-0.020193		1233.979	-4963.769	329.033	-0.118412	-0.022185	0.992511	-0.020193		1301.265	-4881.360	1281.927	-0.028200	0.068579	0.994683	-0.071460		1329.839	-4937.551	849.245	-0.055134	-0.082969	0.995003	-0.006717		1384.830	-4853.572	352.943	-0.054524	-0.087740	0.994631	-0.006181		1396.141	-4798.185	321.236	-0.002806	-0.096727	0.994960	0.026267		1388.088	-4971.007	285.260	-0.002806	-0.096727	0.994960	0.026267
252	2.09167		1211.829	-4946.041	1373.994	0.011216	0.092579	0.994666	-0.044085		1167.741	-4881.397	1873.634	0.000057	-0.384060	0.923049	-0.021884		1203.157	-4837.532	1395.456	-0.041514	-0.099497	0.994160	-0.004698		1134.531	-4979.723	1762.430	-0.041514	-0.099497	0.994160	-0.004698		1212.098	-4967.615	1753.396	-0.041514	-0.099497	0.994160	-0.004698		1134.531	-4979.723	1762.430	-0.028172	-0.104064	0.986268	0.125107		988.290	-4930.715	1782.211	-0.045814	-0.097591	0.993009	-0.048060		980.108	-4914.307	1747.496	0.132379	-0.111903	0.958826	-0.224957		903.927	-4868.394	1467.003	0.046867	0.165149	0.949644	-0.262118		886.225	-4882.839	1459.502	0.046867	0.165149	0.949644	-0.262118		872.880	-4995.870	1232.159	0.046867	0.165149	0.949644	-0.262118		1212.098	-4967.615	1753.396	-0.054146	-0.093227	0.985042	-0.134422		1352.904	-4918.296	1797.223	-0.037134	-0.101213	0.993419	0.038673		1346.480	-4900.148	1763.008	-0.159688	-0.165954	0.899130	0.372188		1453.666	-4843.222	1498.991	-0.062281	0.089768	0.904207	0.412883		1466.860	-4860.685	1491.526	-0.062281	0.089768	0.904207	0.412883		1478.845	-4942.555	1261.469	-0.062281	0.089768	0.904207	0.412883		1107.110	-4897.843	1287.843	-0.089200	0.007842	0.995948	-0.008384		1184.846	-4900.270	857.282	-0.041767	-0.070012	0.996166	0.031732		1227.331	-4833.949	379.052	-0.033310	-0.015159	0.998386	0.043420		1226.483	-4783.542	338.315	-0.118429	-0.022154	0.992507	-0.020341		1234.134	-4963.698	329.028	-0.118429	-0.022154	0.992507	-0.020341		1301.371	-4881.141	1281.898	-0.027920	0.068765	0.994668	-0.071607		1329.722	-4937.504	849.226	-0.054859	-0.082684	0.995042	-0.006796		1384.433	-4853.808	352.846	-0.054248	-0.087466	0.994670	-0.006257		1395.718	-4798.437	321.101	-0.002515	-0.096444	0.994990	0.026221		1387.669	-4971.280	285.226	-0.002515	-0.096444	0.994990	0.026221
253	2.10000		1212.005	-4945.854	1373.963	0.011234	0.092674	0.994648	-0.044288		1167.954	-4881.065	1873.778	0.000201	-0.383900	0.923108	-0.022164		1203.289	-4837.345	1395.405	-0.041460	-0.099359	0.994175	-0.005016		1134.648	-4979.712	1762.559	-0.041460	-0.099359	0.994175	-0.005016		1212.732	-4967.145	1753.454	-0.041460	-0.099359	0.994175	-0.005016		1134.648	-4979.712	1762.559	-0.028136	-0.103921	0.986324	0.124793		988.376	-4930.791	1782.332	-0.045754	-0.097456	0.993010	-0.048378		980.183	-4914.398	1747.612	0.132487	-0.111652	0.958770	-0.225259		903.958	-4868.661	1467.103	0.046875	0.165403	0.949509	-0.262444		886.266	-4883.123	1459.609	0.046875	0.165403	0.949509	-0.262444		873.001	-4996.277	1232.323	0.046875	0.165403	0.949509	-0.262444		1212.732	-4967.145	1753.454	-0.054074	-0.093098	0.985015	-0.134739		1353.509	-4917.724	1797.260	-0.037086	-0.101073	0.993447	0.038356		1347.072	-4899.589	1763.040	-0.159755	-0.165942	0.899266	0.371835		1454.267	-4842.649	1499.030	-0.062468	0.089751	0.904345	0.412557		1467.476	-4860.103	1491.571	-0.062468	0.089751	0.904345	0.412557		1479.585	-4941.996	1261.528	-0.062468	0.089751	0.904345	0.412557		1107.260	-4897.715	1287.810	-0.089221	0.007864	0.995944	-0.008572		1185.014	-4900.146	857.252	-0.041776	-0.069977	0.996174	0.031544		1227.493	-4833.851	379.018	-0.033334	-0.015155	0.998394	0.043227		1226.628	-4783.445	338.280	-0.118459	-0.022165	0.992499	-0.020542		1234.352	-4963.598	328.997	-0.118459	-0.022165	0.992499	-0.020542		1301.513	-4880.935	1281.849	-0.027594	0.068935	0.994651	-0.071802		1329.601	-4937.457	849.182	-0.054538	-0.082344	0.995087	-0.006903		1383.984	-4854.096	352.709	-0.053923	-0.087146	0.994715	-0.006360		1395.236	-4798.743	320.921	-0.002171	-0.096113	0.995024	0.026157		1387.196	-4971.611	285.163	-0.002171	-0.096113	0.995024	0.026157
254	2.10833		1212.176	-4945.920	1374.013	0.011379	0.091937	0.994679	-0.045076		1168.409	-4880.721	1873.762	0.000061	-0.383186	0.923423	-0.021398		1203.307	-4837.457	1395.620	-0.041134	-0.099185	0.994204	-0.005335		1134.384	-4979.299	1762.549	-0.041134	-0.099185	0.994204	-0.005335		1212.628	-4966.668	1753.530	-0.041134	-0.099185	0.994204	-0.005335		1134.384	-4979.299	1762.549	-0.027836	-0.103705	0.986395	0.124481		988.090	-4930.470	1782.389	-0.045421	-0.097296	0.993025	-0.048698		979.865	-4914.097	1747.668	0.132425	-0.111192	0.958534	-0.226521		903.674	-4868.691	1467.095	0.046353	0.166084	0.949076	-0.263669		886.029	-4883.209	1459.600	0.046353	0.166084	0.949076	-0.263669		873.286	-4996.637	1232.421	0.046353	0.166084	0.949076	-0.263669		1212.628	-4966.668	1753.530	-0.053728	-0.092967	0.985002	-0.135059		1353.397	-4917.134	1797.234	-0.036768	-0.100884	0.993491	0.038039		1346.927	-4899.017	1763.011	-0.160246	-0.165537	0.900187	0.369571		1454.142	-4842.158	1498.992	-0.063987	0.089307	0.905258	0.410412		1467.457	-4859.550	1491.577	-0.063987	0.089307	0.905258	0.410412		1480.573	-4941.508	1261.613	-0.063987	0.089307	0.905258	0.410412		1107.315	-4897.814	1287.984	-0.089196	0.006866	0.995962	-0.007490		1185.040	-4899.416	857.429	-0.041882	-0.069068	0.996178	0.033238		1227.708	-4834.071	379.080	-0.033741	-0.016725	0.998303	0.044406		1226.995	-4783.534	338.502	-0.119211	-0.023619	0.992398	-0.019415		1234.386	-4963.671	328.656	-0.119211	-0.023619	0.992398	-0.019415		1301.540	-4880.730	1281.951	-0.027296	0.066430	0.994783	-0.072452		1329.223	-4934.920	849.036	-0.054741	-0.079204	0.995330	-0.006897		1383.848	-4854.702	352.072	-0.053839	-0.086286	0.994796	-0.006095		1395.126	-4799.410	320.187	-0.001130	-0.095433	0.995067	0.027087		1386.720	-4972.311	284.674	-0.001130	-0.095433	0.995067	0.027087
255	2.11667		1212.288	-4945.726	1374.001	0.011401	0.092075	0.994655	-0.045315		1168.570	-4880.326	1873.817	0.000236	-0.382973	0.923504	-0.021719		1203.368	-4837.260	1395.579	-0.041064	-0.098982	0.994225	-0.005705		1134.627	-4979.266	1762.485	-0.041064	-0.098982	0.994225	-0.005705		1213.221	-4966.084	1753.600	-0.041064	-0.098982	0.994225	-0.005705		1134.627	-4979.266	1762.485	-0.027793	-0.103495	0.986464	0.124117		988.299	-4930.535	1782.313	-0.045343	-0.097096	0.993030	-0.049069		980.060	-4914.183	1747.585	0.132561	-0.110834	0.958478	-0.226855		903.822	-4869.019	1466.987	0.046376	0.166452	0.948908	-0.264038		886.189	-4883.557	1459.502	0.046376	0.166452	0.948908	-0.264038		873.541	-4997.163	1232.406	0.046376	0.166452	0.948908	-0.264038		1213.221	-4966.084	1753.600	-0.053633	-0.092775	0.984975	-0.135429		1353.957	-4916.427	1797.274	-0.036708	-0.100679	0.993528	0.037670		1347.472	-4898.330	1763.043	-0.160293	-0.165470	0.900356	0.369168		1454.671	-4841.474	1499.017	-0.064164	0.089365	0.905411	0.410034		1468.001	-4858.857	1491.609	-0.064164	0.089365	0.905411	0.410034		1481.229	-4940.866	1261.670	-0.064164	0.089365	0.905411	0.410034		1107.397	-4897.693	1287.966	-0.089185	0.006917	0.995961	-0.007728		1185.112	-4899.321	857.409	-0.041855	-0.069018	0.996191	0.032995		1227.737	-4834.012	379.052	-0.033730	-0.016685	0.998316	0.044159		1226.998	-4783.480	338.469	-0.119202	-0.023601	0.992395	-0.019670		1234.480	-4963.614	328.640	-0.119202	-0.023601	0.992395	-0.019670		1301.614	-4880.518	1281.914	-0.027027	0.066644	0.994757	-0.072708		1329.089	-4934.902	849.010	-0.054462	-0.078915	0.995367	-0.007099		1383.420	-4854.963	351.969	-0.053558	-0.085996	0.994835	-0.006295		1394.659	-4799.686	320.045	-0.000845	-0.095125	0.995101	0.026913		1386.302	-4972.612	284.641	-0.000845	-0.095125	0.995101	0.026913
256	2.12500		1212.445	-4945.563	1373.990	0.011424	0.092217	0.994629	-0.045604		1168.714	-4880.026	1873.932	0.000391	-0.382731	0.923595	-0.022114		1203.465	-4837.097	1395.538	-0.041033	-0.098761	0.994246	-0.006151		1134.891	-4979.230	1762.357	-0.041033	-0.098761	0.994246	-0.006151		1213.901	-4965.634	1753.702	-0.041033	-0.098761	0.994246	-0.006151		1134.891	-4979.230	1762.357	-0.027791	-0.103272	0.986543	0.123677		988.520	-4930.618	1782.157	-0.045302	-0.096877	0.993031	-0.049515		980.267	-4914.289	1747.422	0.132668	-0.110375	0.958419	-0.227266		904.008	-4869.425	1466.780	0.046336	0.166954	0.948700	-0.264476		886.391	-4883.988	1459.307	0.046336	0.166954	0.948700	-0.264476		873.897	-4997.824	1232.318	0.046336	0.166954	0.948700	-0.264476		1213.901	-4965.634	1753.702	-0.053573	-0.092560	0.984937	-0.135873		1354.592	-4915.834	1797.356	-0.036686	-0.100457	0.993568	0.037225		1348.092	-4897.759	1763.116	-0.160437	-0.165423	0.900547	0.368659		1455.321	-4840.906	1499.102	-0.064472	0.089381	0.905594	0.409577		1468.673	-4858.278	1491.705	-0.064472	0.089381	0.905594	0.409577		1482.086	-4940.344	1261.797	-0.064472	0.089381	0.905594	0.409577		1107.519	-4897.615	1287.950	-0.089185	0.006969	0.995958	-0.008013		1185.233	-4899.266	857.394	-0.041839	-0.068939	0.996206	0.032705		1227.821	-4834.020	379.025	-0.033732	-0.016619	0.998329	0.043866		1227.053	-4783.494	338.434	-0.119203	-0.023561	0.992389	-0.019973		1234.641	-4963.625	328.632	-0.119203	-0.023561	0.992389	-0.019973		1301.725	-4880.330	1281.877	-0.026728	0.066866	0.994728	-0.073012		1328.970	-4934.914	848.985	-0.054155	-0.078555	0.995411	-0.007341		1382.977	-4855.324	351.853	-0.053251	-0.085629	0.994882	-0.006535		1394.170	-4800.066	319.880	-0.000533	-0.094738	0.995144	0.026705		1385.874	-4973.022	284.612	-0.000533	-0.094738	0.995144	0.026705
