NO_OF_FRAMES	1669
NO_OF_CAMERAS	1
FREQUENCY	120
TIME_STAMP	Place Holder
REFERENCE	GLOBAL
SCALE	1.000
SOLVER	OpenSim IK
Frame	Time	pelvis	X	Y	Z	QX	QY	QZ	QW	head_neck	X	Y	Z	QX	QY	QZ	QW	torso	X	Y	Z	QX	QY	QZ	QW	sternumR	X	Y	Z	QX	QY	QZ	QW	sternumL	X	Y	Z	QX	QY	QZ	QW	clavicle_R	X	Y	Z	QX	QY	QZ	QW	scapula_R	X	Y	Z	QX	QY	QZ	QW	humerus_R	X	Y	Z	QX	QY	QZ	QW	ulna_R	X	Y	Z	QX	QY	QZ	QW	radius_R	X	Y	Z	QX	QY	QZ	QW	hand_R	X	Y	Z	QX	QY	QZ	QW	clavicle_L	X	Y	Z	QX	QY	QZ	QW	scapula_L	X	Y	Z	QX	QY	QZ	QW	humerus_L	X	Y	Z	QX	QY	QZ	QW	ulna_L	X	Y	Z	QX	QY	QZ	QW	radius_L	X	Y	Z	QX	QY	QZ	QW	hand_L	X	Y	Z	QX	QY	QZ	QW	femur_r	X	Y	Z	QX	QY	QZ	QW	tibia_r	X	Y	Z	QX	QY	QZ	QW	talus_r	X	Y	Z	QX	QY	QZ	QW	calcn_r	X	Y	Z	QX	QY	QZ	QW	toes_r	X	Y	Z	QX	QY	QZ	QW	femur_l	X	Y	Z	QX	QY	QZ	QW	tibia_l	X	Y	Z	QX	QY	QZ	QW	talus_l	X	Y	Z	QX	QY	QZ	QW	calcn_l	X	Y	Z	QX	QY	QZ	QW	toes_l	X	Y	Z	QX	QY	QZ	QW
370	3.07500		1022.632	-5002.968	1396.278	0.010720	0.161708	0.986616	-0.018004		1010.562	-4858.065	1880.370	0.018899	-0.276402	0.960556	-0.024013		1019.291	-4893.625	1402.459	-0.008524	-0.014377	0.999756	-0.014462		980.671	-4962.337	1795.241	-0.008524	-0.014377	0.999756	-0.014462		1041.724	-4978.696	1784.155	-0.008524	-0.014377	0.999756	-0.014462		980.671	-4962.337	1795.241	-0.006574	-0.015367	0.993090	0.116157		836.954	-4912.980	1816.061	-0.009143	-0.013992	0.998173	-0.058058		826.400	-4902.739	1779.288	0.181017	-0.007137	0.901872	-0.392186		740.881	-4936.147	1499.506	-0.163799	0.589007	0.662611	-0.432653		737.916	-4959.083	1502.865	-0.163799	0.589007	0.662611	-0.432653		908.485	-5133.810	1465.206	-0.163799	0.589007	0.662611	-0.432653		1041.724	-4978.696	1784.155	-0.010328	-0.013142	0.989315	-0.144833		1181.561	-4921.205	1809.928	-0.007889	-0.014736	0.999435	0.029163		1172.769	-4909.165	1773.236	-0.239949	-0.061684	0.873949	0.418130		1298.781	-4930.710	1511.879	0.103668	0.592522	0.632442	0.488045		1300.479	-4953.097	1518.039	0.103668	0.592522	0.632442	0.488045		1130.933	-5126.812	1477.296	0.103668	0.592522	0.632442	0.488045		921.987	-4962.913	1303.548	-0.003745	-0.052959	0.985403	0.161745		934.409	-4912.765	869.323	0.043372	-0.020482	0.997548	0.050965		893.282	-4890.710	384.538	0.047794	0.006987	0.997341	0.054563		886.689	-4841.734	342.599	-0.007664	-0.000520	0.999898	0.012062		881.108	-5027.832	340.271	-0.007664	-0.000520	0.999898	0.012062		1115.360	-4956.708	1298.327	-0.014644	-0.049447	0.982696	-0.177904		1118.444	-4907.211	864.395	-0.055714	-0.039804	0.996544	-0.047031		1171.097	-4865.710	378.289	-0.069159	0.045281	0.994958	-0.056789		1179.673	-4819.961	333.184	-0.002712	0.034917	0.999385	-0.001993		1181.466	-5000.896	343.819	-0.002712	0.034917	0.999385	-0.001993
371	3.08333		1022.960	-5002.769	1396.297	0.010766	0.161623	0.986629	-0.018063		1010.810	-4857.853	1880.630	0.019231	-0.276872	0.960416	-0.023930		1019.608	-4893.427	1402.497	-0.008174	-0.014987	0.999751	-0.014361		981.190	-4962.809	1795.175	-0.008174	-0.014987	0.999751	-0.014361		1041.999	-4978.827	1784.206	-0.008174	-0.014987	0.999751	-0.014361		981.190	-4962.809	1795.175	-0.006148	-0.015925	0.993073	0.116256		837.497	-4913.452	1816.157	-0.008820	-0.014616	0.998173	-0.057958		826.918	-4903.164	1779.405	0.181157	-0.008372	0.901955	-0.391906		741.030	-4935.921	1499.659	-0.163093	0.587511	0.664136	-0.432614		738.036	-4958.863	1502.952	-0.163093	0.587511	0.664136	-0.432614		908.202	-5133.761	1464.280	-0.163093	0.587511	0.664136	-0.432614		1041.999	-4978.827	1784.206	-0.010060	-0.013792	0.989324	-0.144732		1181.865	-4921.393	1809.948	-0.007513	-0.015329	0.999426	0.029263		1173.049	-4909.307	1773.278	-0.239258	-0.062059	0.873966	0.418435		1298.810	-4930.524	1511.773	0.104167	0.591984	0.633031	0.487828		1300.513	-4952.922	1517.890	0.104167	0.591984	0.633031	0.487828		1130.983	-5126.584	1476.855	0.104167	0.591984	0.633031	0.487828		922.300	-4962.708	1303.585	-0.003640	-0.052825	0.985421	0.161683		934.609	-4912.657	869.347	0.043529	-0.020210	0.997553	0.050851		893.315	-4890.863	384.565	0.047937	0.007203	0.997340	0.054438		886.696	-4841.906	342.608	-0.007438	-0.000308	0.999901	0.011982		881.143	-5028.006	340.361	-0.007438	-0.000308	0.999901	0.011982		1115.672	-4956.483	1298.343	-0.014397	-0.049404	0.982727	-0.177764		1118.559	-4907.060	864.402	-0.055488	-0.039678	0.996568	-0.046895		1171.003	-4865.699	378.261	-0.068954	0.045621	0.994962	-0.056699		1179.574	-4819.983	333.122	-0.002359	0.035234	0.999375	-0.001739		1181.278	-5000.912	343.870	-0.002359	0.035234	0.999375	-0.001739
372	3.09167		1023.341	-5002.750	1396.272	0.011084	0.161718	0.986572	-0.020027		1009.941	-4858.471	1880.169	0.020159	-0.274826	0.960877	-0.027930		1019.584	-4893.420	1402.456	-0.008410	-0.014907	0.999721	-0.016293		979.824	-4961.462	1796.124	-0.008410	-0.014907	0.999721	-0.016293		1043.684	-4978.549	1784.928	-0.008410	-0.014907	0.999721	-0.016293		979.824	-4961.462	1796.124	-0.006393	-0.015877	0.993295	0.114337		835.931	-4912.656	1817.021	-0.009053	-0.014526	0.998058	-0.059886		825.332	-4902.416	1780.261	0.176799	-0.006312	0.903530	-0.390302		742.139	-4935.135	1499.697	-0.162144	0.585728	0.668045	-0.429358		738.956	-4958.074	1502.827	-0.162144	0.585728	0.668045	-0.429358		907.666	-5134.085	1462.848	-0.162144	0.585728	0.668045	-0.429358		1043.684	-4978.549	1784.928	-0.010284	-0.013681	0.989041	-0.146644		1183.314	-4920.571	1810.734	-0.007752	-0.015259	0.999480	0.027332		1174.470	-4908.526	1774.056	-0.236114	-0.059468	0.874913	0.418618		1298.091	-4930.295	1511.578	0.104313	0.591391	0.634836	0.486167		1299.881	-4952.708	1517.617	0.104313	0.591391	0.634836	0.486167		1130.922	-5126.834	1476.198	0.104313	0.591391	0.634836	0.486167		922.413	-4963.086	1303.679	-0.003605	-0.053235	0.985607	0.160412		934.680	-4912.658	869.488	0.043560	-0.020212	0.997639	0.049102		893.317	-4890.933	384.708	0.047837	0.006684	0.997446	0.052621		886.533	-4841.949	342.809	-0.006002	-0.000710	0.999917	0.011380		881.198	-5028.054	340.423	-0.006002	-0.000710	0.999917	0.011380		1115.753	-4956.131	1298.193	-0.014528	-0.048861	0.982798	-0.177511		1118.855	-4907.162	864.194	-0.055400	-0.040040	0.996570	-0.046638		1171.206	-4865.466	378.072	-0.069340	0.048429	0.994796	-0.056804		1179.833	-4820.002	332.688	-0.000305	0.037607	0.999292	0.000491		1180.747	-5000.885	344.289	-0.000305	0.037607	0.999292	0.000491
373	3.10000		1023.399	-5002.740	1396.249	0.011098	0.161735	0.986568	-0.020062		1010.349	-4858.616	1880.354	0.020302	-0.274881	0.960858	-0.027929		1019.635	-4893.410	1402.430	-0.008285	-0.014983	0.999720	-0.016306		979.753	-4961.333	1795.509	-0.008285	-0.014983	0.999720	-0.016306		1043.857	-4978.436	1784.657	-0.008285	-0.014983	0.999720	-0.016306		979.753	-4961.333	1795.509	-0.006259	-0.015936	0.993296	0.114323		835.864	-4912.534	1816.449	-0.008931	-0.014607	0.998058	-0.059900		825.255	-4902.289	1779.693	0.176911	-0.006558	0.903504	-0.390308		741.947	-4934.903	1499.152	-0.162024	0.585455	0.668261	-0.429440		738.763	-4957.843	1502.272	-0.162024	0.585455	0.668261	-0.429440		907.429	-5133.856	1462.113	-0.162024	0.585455	0.668261	-0.429440		1043.857	-4978.436	1784.657	-0.010170	-0.013773	0.989039	-0.146657		1183.491	-4920.457	1810.436	-0.007624	-0.015330	0.999480	0.027318		1174.638	-4908.407	1773.763	-0.235964	-0.059531	0.874950	0.418616		1298.201	-4930.105	1511.251	0.104397	0.591346	0.634940	0.486068		1299.995	-4952.520	1517.284	0.104397	0.591346	0.634940	0.486068		1131.050	-5126.655	1475.842	0.104397	0.591346	0.634940	0.486068		922.466	-4963.085	1303.659	-0.003614	-0.053180	0.985615	0.160382		934.731	-4912.706	869.462	0.043557	-0.020149	0.997642	0.049070		893.366	-4891.044	384.680	0.047833	0.006745	0.997447	0.052589		886.579	-4842.065	342.774	-0.005996	-0.000650	0.999917	0.011350		881.255	-5028.171	340.411	-0.005996	-0.000650	0.999917	0.011350		1115.805	-4956.119	1298.165	-0.014411	-0.048830	0.982795	-0.177541		1118.810	-4907.194	864.161	-0.055287	-0.040001	0.996577	-0.046672		1171.051	-4865.538	378.024	-0.069231	0.048471	0.994799	-0.056849		1179.665	-4820.079	332.633	-0.000187	0.037656	0.999291	0.000459		1180.591	-5000.960	344.252	-0.000187	0.037656	0.999291	0.000459
374	3.10833		1023.299	-5002.562	1396.387	0.011174	0.161843	0.986544	-0.020317		1010.493	-4858.684	1880.714	0.021104	-0.274720	0.960884	-0.028019		1019.483	-4893.233	1402.545	-0.007462	-0.015229	0.999720	-0.016506		980.866	-4961.609	1795.414	-0.007462	-0.015229	0.999720	-0.016506		1043.853	-4978.503	1784.987	-0.007462	-0.015229	0.999720	-0.016506		980.866	-4961.609	1795.414	-0.005410	-0.016073	0.993322	0.114125		836.990	-4912.881	1816.614	-0.008119	-0.014889	0.998048	-0.060099		826.317	-4902.623	1779.880	0.177849	-0.008591	0.903569	-0.389691		742.032	-4934.317	1499.525	-0.160140	0.582766	0.670861	-0.429750		738.794	-4957.262	1502.552	-0.160140	0.582766	0.670861	-0.429750		906.656	-5133.603	1460.511	-0.160140	0.582766	0.670861	-0.429750		1043.853	-4978.503	1784.987	-0.009386	-0.014125	0.989013	-0.146855		1183.505	-4920.476	1810.563	-0.006791	-0.015540	0.999488	0.027119		1174.586	-4908.413	1773.909	-0.235098	-0.059956	0.875578	0.417728		1297.845	-4929.562	1511.210	0.103904	0.590792	0.636370	0.484976		1299.711	-4951.983	1517.195	0.103904	0.590792	0.636370	0.484976		1131.339	-5126.576	1475.351	0.103904	0.590792	0.636370	0.484976		922.325	-4962.977	1303.811	-0.003730	-0.052935	0.985647	0.160259		934.648	-4912.825	869.585	0.043367	-0.020237	0.997654	0.048946		893.470	-4891.092	384.791	0.047627	0.006576	0.997465	0.052459		886.688	-4842.101	342.898	-0.006025	-0.000792	0.999917	0.011368		881.359	-5028.205	340.482	-0.006025	-0.000792	0.999917	0.011368		1115.660	-4955.918	1298.271	-0.014446	-0.048625	0.982768	-0.177746		1118.716	-4907.165	864.247	-0.055305	-0.039954	0.996568	-0.046884		1170.968	-4865.543	378.108	-0.069300	0.048733	0.994768	-0.057083		1179.568	-4820.105	332.693	-0.000043	0.037894	0.999282	0.000431		1180.506	-5000.981	344.398	-0.000043	0.037894	0.999282	0.000431
375	3.11667		1023.429	-5002.570	1396.512	0.011190	0.161827	0.986547	-0.020303		1010.903	-4858.872	1880.975	0.021170	-0.274819	0.960855	-0.027982		1019.618	-4893.241	1402.674	-0.007387	-0.015376	0.999719	-0.016459		980.702	-4961.418	1794.702	-0.007387	-0.015376	0.999719	-0.016459		1044.043	-4978.349	1784.775	-0.007387	-0.015376	0.999719	-0.016459		980.702	-4961.418	1794.702	-0.005317	-0.016209	0.993315	0.114172		836.834	-4912.683	1815.939	-0.008051	-0.015039	0.998049	-0.060052		826.156	-4902.414	1779.210	0.177876	-0.008979	0.903594	-0.389611		741.765	-4933.899	1498.863	-0.159996	0.582379	0.671253	-0.429716		738.519	-4956.845	1501.871	-0.159996	0.582379	0.671253	-0.429716		906.280	-5133.222	1459.575	-0.159996	0.582379	0.671253	-0.429716		1044.043	-4978.349	1784.775	-0.009331	-0.014280	0.989018	-0.146808		1183.704	-4920.342	1810.346	-0.006710	-0.015684	0.999485	0.027166		1174.781	-4908.267	1773.697	-0.234925	-0.060127	0.875591	0.417774		1297.995	-4929.290	1510.967	0.104027	0.590633	0.636556	0.484900		1299.863	-4951.714	1516.940	0.104027	0.590633	0.636556	0.484900		1131.506	-5126.300	1475.007	0.104027	0.590633	0.636556	0.484900		922.455	-4962.978	1303.941	-0.003677	-0.052909	0.985643	0.160294		934.730	-4912.840	869.712	0.043431	-0.020197	0.997650	0.048992		893.489	-4891.142	384.921	0.047696	0.006645	0.997459	0.052508		886.706	-4842.156	343.023	-0.005928	-0.000720	0.999917	0.011433		881.351	-5028.260	340.634	-0.005928	-0.000720	0.999917	0.011433		1115.789	-4955.926	1298.396	-0.014319	-0.048644	0.982777	-0.177705		1118.736	-4907.176	864.370	-0.055171	-0.039971	0.996576	-0.046843		1170.858	-4865.546	378.217	-0.069169	0.048751	0.994778	-0.057058		1179.449	-4820.110	332.799	0.000116	0.037913	0.999281	0.000483		1180.370	-5000.985	344.510	0.000116	0.037913	0.999281	0.000483
376	3.12500		1023.725	-5002.620	1396.486	0.011470	0.162067	0.986489	-0.021009		1010.931	-4859.594	1879.869	0.020595	-0.271031	0.961886	-0.029908		1019.775	-4893.293	1402.597	-0.007651	-0.015204	0.999708	-0.017171		980.451	-4961.986	1795.561	-0.007651	-0.015204	0.999708	-0.017171		1044.985	-4979.098	1785.505	-0.007651	-0.015204	0.999708	-0.017171		980.451	-4961.986	1795.561	-0.005601	-0.016073	0.993396	0.113464		836.502	-4913.447	1816.701	-0.008307	-0.014856	0.998007	-0.060763		825.830	-4903.206	1779.962	0.174256	-0.010883	0.905466	-0.386843		742.813	-4932.617	1498.980	-0.159354	0.580033	0.676040	-0.425604		739.345	-4955.558	1501.770	-0.159354	0.580033	0.676040	-0.425604		905.418	-5133.133	1457.858	-0.159354	0.580033	0.676040	-0.425604		1044.985	-4979.098	1785.505	-0.009571	-0.014075	0.988914	-0.147512		1184.550	-4920.885	1811.133	-0.006981	-0.015523	0.999505	0.026454		1175.630	-4908.835	1774.476	-0.230754	-0.060992	0.877579	0.415797		1297.050	-4928.111	1510.778	0.104564	0.590039	0.640069	0.480865		1299.117	-4950.557	1516.602	0.104564	0.590039	0.640069	0.480865		1131.949	-5126.186	1474.267	0.104564	0.590039	0.640069	0.480865		922.627	-4963.206	1303.973	-0.003637	-0.052858	0.985709	0.159906		934.838	-4913.105	869.734	0.043335	-0.020586	0.997667	0.048576		893.699	-4891.049	384.950	0.047833	0.007790	0.997455	0.052293		886.873	-4842.162	342.945	-0.004316	0.000602	0.999915	0.012254		881.203	-5028.262	341.057	-0.004316	0.000602	0.999915	0.012254		1115.948	-4955.903	1298.275	-0.014387	-0.048580	0.982816	-0.177498		1118.975	-4907.200	864.242	-0.055158	-0.040177	0.996579	-0.046630		1171.084	-4865.381	378.105	-0.069535	0.051095	0.994631	-0.057131		1179.727	-4820.158	332.484	0.001412	0.039948	0.999199	0.002066		1180.088	-5000.986	344.931	0.001412	0.039948	0.999199	0.002066
377	3.13333		1023.802	-5002.542	1396.582	0.011514	0.162016	0.986492	-0.021236		1010.955	-4859.560	1880.252	0.021233	-0.271243	0.961808	-0.030023		1019.806	-4893.218	1402.706	-0.007046	-0.015680	0.999700	-0.017435		980.858	-4962.096	1795.025	-0.007046	-0.015680	0.999700	-0.017435		1045.297	-4979.169	1785.636	-0.007046	-0.015680	0.999700	-0.017435		980.858	-4962.096	1795.025	-0.004939	-0.016466	0.993423	0.113201		836.908	-4913.657	1816.385	-0.007724	-0.015358	0.997988	-0.061027		826.185	-4903.387	1779.669	0.174779	-0.012428	0.905268	-0.387025		742.547	-4932.103	1498.800	-0.158778	0.578220	0.677406	-0.426114		739.075	-4955.052	1501.524	-0.158778	0.578220	0.677406	-0.426114		904.899	-5132.570	1456.455	-0.158778	0.578220	0.677406	-0.426114		1045.297	-4979.169	1785.636	-0.009033	-0.014626	0.988872	-0.147773		1184.861	-4920.903	1811.149	-0.006356	-0.015973	0.999509	0.026189		1175.890	-4908.824	1774.513	-0.229921	-0.061536	0.877936	0.415425		1297.037	-4927.565	1510.652	0.104724	0.589669	0.640972	0.480082		1299.144	-4950.018	1516.432	0.104724	0.589669	0.640972	0.480082		1132.232	-5125.836	1473.869	0.104724	0.589669	0.640972	0.480082		922.672	-4963.162	1304.090	-0.003615	-0.052789	0.985742	0.159725		934.843	-4913.115	869.842	0.043343	-0.020571	0.997674	0.048421		893.693	-4891.080	385.059	0.047836	0.007797	0.997463	0.052137		886.851	-4842.195	343.054	-0.004203	0.000616	0.999917	0.012183		881.208	-5028.296	341.172	-0.004203	0.000616	0.999917	0.012183		1115.989	-4955.775	1298.362	-0.014365	-0.048465	0.982773	-0.177767		1119.000	-4907.174	864.317	-0.055142	-0.040108	0.996569	-0.046906		1171.086	-4865.407	378.172	-0.069542	0.051152	0.994611	-0.057408		1179.704	-4820.187	332.545	0.001508	0.040007	0.999196	0.001881		1180.133	-5001.013	345.012	0.001508	0.040007	0.999196	0.001881
378	3.14167		1023.729	-5002.662	1396.711	0.011614	0.162225	0.986457	-0.021211		1011.216	-4860.137	1879.946	0.021488	-0.269310	0.962329	-0.030560		1019.743	-4893.335	1402.788	-0.006805	-0.015147	0.999703	-0.017842		981.384	-4962.086	1794.862	-0.006805	-0.015147	0.999703	-0.017842		1045.226	-4979.118	1785.888	-0.006805	-0.015147	0.999703	-0.017842		981.384	-4962.086	1794.862	-0.004770	-0.015906	0.993479	0.112799		837.405	-4913.741	1816.235	-0.007459	-0.014836	0.997973	-0.061433		826.657	-4903.520	1779.513	0.174825	-0.013762	0.905503	-0.386409		742.674	-4931.482	1498.670	-0.157667	0.576337	0.679453	-0.425817		739.146	-4954.432	1501.312	-0.157667	0.576337	0.679453	-0.425817		904.311	-5132.233	1454.956	-0.157667	0.576337	0.679453	-0.425817		1045.226	-4979.118	1785.888	-0.008724	-0.014129	0.988821	-0.148177		1184.754	-4920.711	1811.275	-0.006138	-0.015429	0.999530	0.025783		1175.756	-4908.679	1774.630	-0.229157	-0.062297	0.878796	0.413912		1296.731	-4926.649	1510.636	0.103604	0.588815	0.642990	0.478673		1298.942	-4949.107	1516.358	0.103604	0.588815	0.642990	0.478673		1132.935	-5125.623	1473.151	0.103604	0.588815	0.642990	0.478673		922.586	-4963.314	1304.220	-0.003740	-0.052692	0.985688	0.160091		934.871	-4913.376	869.959	0.043149	-0.020854	0.997639	0.049185		893.941	-4891.043	385.171	0.047742	0.008000	0.997422	0.052969		887.186	-4842.168	343.140	-0.003605	0.000960	0.999901	0.013532		881.038	-5028.254	341.389	-0.003605	0.000960	0.999901	0.013532		1115.902	-4955.944	1298.454	-0.014531	-0.048407	0.982774	-0.177767		1119.067	-4907.370	864.404	-0.055198	-0.040435	0.996553	-0.046898		1171.191	-4865.283	378.291	-0.069651	0.051143	0.994603	-0.057427		1179.817	-4820.061	332.667	0.001907	0.039913	0.999199	0.002283		1180.105	-5000.890	345.100	0.001907	0.039913	0.999199	0.002283
379	3.15000		1023.823	-5002.450	1396.790	0.011627	0.162038	0.986486	-0.021321		1011.366	-4859.960	1880.566	0.021720	-0.269821	0.962177	-0.030659		1019.814	-4893.125	1402.909	-0.006566	-0.016076	0.999688	-0.017963		981.479	-4962.498	1794.390	-0.006566	-0.016076	0.999688	-0.017963		1045.374	-4979.512	1785.951	-0.006566	-0.016076	0.999688	-0.017963		981.479	-4962.498	1794.390	-0.004412	-0.016796	0.993480	0.112676		837.499	-4914.230	1815.925	-0.007261	-0.015775	0.997953	-0.061553		826.729	-4903.944	1779.227	0.174687	-0.015511	0.905416	-0.386609		742.425	-4930.951	1498.387	-0.157678	0.574572	0.680906	-0.425877		738.889	-4953.909	1500.943	-0.157678	0.574572	0.680906	-0.425877		903.855	-5131.617	1453.532	-0.157678	0.574572	0.680906	-0.425877		1045.374	-4979.512	1785.951	-0.008608	-0.015082	0.988791	-0.148295		1184.900	-4921.115	1811.375	-0.005859	-0.016347	0.999520	0.025662		1175.880	-4909.018	1774.758	-0.228301	-0.063575	0.878925	0.413917		1296.736	-4926.115	1510.650	0.104076	0.587773	0.644248	0.478159		1298.970	-4948.591	1516.297	0.104076	0.587773	0.644248	0.478159		1133.158	-5125.140	1472.485	0.104076	0.587773	0.644248	0.478159		922.664	-4963.087	1304.321	-0.003748	-0.052652	0.985708	0.159980		934.945	-4913.182	870.057	0.043182	-0.020665	0.997645	0.049118		893.971	-4891.034	385.265	0.047801	0.008369	0.997419	0.052925		887.204	-4842.190	343.199	-0.003402	0.001342	0.999901	0.013569		881.041	-5028.277	341.592	-0.003402	0.001342	0.999901	0.013569		1115.979	-4955.675	1298.544	-0.014504	-0.048306	0.982756	-0.177893		1119.128	-4907.189	864.486	-0.055257	-0.040115	0.996557	-0.047035		1171.320	-4865.405	378.354	-0.069736	0.051585	0.994566	-0.057575		1179.945	-4820.221	332.691	0.001866	0.040349	0.999181	0.002224		1180.253	-5001.040	345.282	0.001866	0.040349	0.999181	0.002224
380	3.15833		1023.878	-5002.635	1396.755	0.011796	0.161982	0.986488	-0.021548		1011.581	-4861.421	1878.988	0.021574	-0.263807	0.963824	-0.031365		1019.829	-4893.312	1402.887	-0.006494	-0.015368	0.999691	-0.018453		981.052	-4963.248	1794.612	-0.006494	-0.015368	0.999691	-0.018453		1046.219	-4980.641	1786.849	-0.006494	-0.015368	0.999691	-0.018453		981.052	-4963.248	1794.612	-0.004432	-0.016084	0.993547	0.112191		837.027	-4915.090	1816.094	-0.007158	-0.015070	0.997934	-0.062044		826.244	-4904.867	1779.382	0.172353	-0.017601	0.906177	-0.385783		742.665	-4930.148	1498.165	-0.158263	0.572566	0.683738	-0.423821		739.038	-4953.110	1500.555	-0.158263	0.572566	0.683738	-0.423821		903.335	-5131.118	1451.967	-0.158263	0.572566	0.683738	-0.423821		1046.219	-4980.641	1786.849	-0.008444	-0.014388	0.988729	-0.148782		1185.690	-4922.072	1812.175	-0.005817	-0.015636	0.999544	0.025172		1176.655	-4910.036	1775.541	-0.224432	-0.065731	0.880472	0.412405		1296.134	-4924.868	1510.672	0.105114	0.586425	0.647910	0.474626		1298.535	-4947.371	1516.136	0.105114	0.586425	0.647910	0.474626		1133.731	-5124.661	1471.518	0.105114	0.586425	0.647910	0.474626		922.666	-4963.301	1304.332	-0.003835	-0.052603	0.985800	0.159428		934.983	-4913.446	870.058	0.042953	-0.021108	0.997647	0.049100		894.253	-4890.880	385.264	0.047879	0.009857	0.997389	0.053164		887.489	-4842.159	343.055	-0.001543	0.003072	0.999881	0.015062		880.762	-5028.231	342.104	-0.001543	0.003072	0.999881	0.015062		1115.975	-4955.813	1298.476	-0.014602	-0.048557	0.982617	-0.178586		1119.130	-4907.093	864.448	-0.055454	-0.040018	0.996516	-0.047734		1171.489	-4865.358	378.330	-0.070161	0.052750	0.994428	-0.058374		1180.088	-4820.271	332.567	0.002420	0.041379	0.999138	0.002375		1180.349	-5001.063	345.530	0.002420	0.041379	0.999138	0.002375
381	3.16667		1023.903	-5002.590	1396.811	0.011801	0.161785	0.986519	-0.021617		1011.735	-4861.161	1879.590	0.021878	-0.264269	0.963688	-0.031452		1019.840	-4893.271	1402.988	-0.006222	-0.016158	0.999677	-0.018606		981.302	-4963.541	1794.133	-0.006222	-0.016158	0.999677	-0.018606		1046.388	-4980.745	1786.823	-0.006222	-0.016158	0.999677	-0.018606		981.302	-4963.541	1794.133	-0.004060	-0.016832	0.993553	0.112037		837.273	-4915.463	1815.771	-0.006921	-0.015871	0.997914	-0.062196		826.466	-4905.186	1779.082	0.172484	-0.019261	0.906040	-0.385965		742.445	-4929.619	1497.922	-0.158027	0.570775	0.685142	-0.424057		738.811	-4952.588	1500.234	-0.158027	0.570775	0.685142	-0.424057		902.881	-5130.504	1450.553	-0.158027	0.570775	0.685142	-0.424057		1046.388	-4980.745	1786.823	-0.008278	-0.015207	0.988696	-0.148931		1185.855	-4922.170	1812.162	-0.005512	-0.016414	0.999537	0.025018		1176.795	-4910.079	1775.552	-0.223861	-0.066966	0.880619	0.412203		1296.283	-4924.107	1510.643	0.105198	0.585342	0.649201	0.474180		1298.714	-4946.624	1516.039	0.105198	0.585342	0.649201	0.474180		1134.201	-5124.018	1470.763	0.105198	0.585342	0.649201	0.474180		922.683	-4963.233	1304.408	-0.003808	-0.052596	0.985813	0.159349		934.971	-4913.379	870.134	0.042980	-0.021096	0.997646	0.049086		894.213	-4890.824	385.341	0.047906	0.009865	0.997388	0.053149		887.446	-4842.104	343.132	-0.001407	0.003094	0.999880	0.015131		880.692	-5028.175	342.191	-0.001407	0.003094	0.999880	0.015131		1115.991	-4955.717	1298.548	-0.014688	-0.048498	0.982595	-0.178717		1119.221	-4907.034	864.516	-0.055562	-0.039934	0.996507	-0.047869		1171.684	-4865.368	378.404	-0.070266	0.052747	0.994414	-0.058490		1180.281	-4820.279	332.643	0.002379	0.041368	0.999138	0.002311		1180.564	-5001.072	345.602	0.002379	0.041368	0.999138	0.002311
382	3.17500		1023.791	-5002.526	1396.944	0.011846	0.161879	0.986508	-0.021387		1011.886	-4861.729	1879.552	0.022308	-0.262430	0.964181	-0.031439		1019.779	-4893.203	1403.099	-0.005874	-0.015881	0.999679	-0.018827		982.063	-4963.772	1793.972	-0.005874	-0.015881	0.999679	-0.018827		1045.945	-4980.961	1787.174	-0.005874	-0.015881	0.999679	-0.018827		982.063	-4963.772	1793.972	-0.003751	-0.016512	0.993584	0.111818		838.028	-4915.747	1815.681	-0.006561	-0.015609	0.997907	-0.062417		827.191	-4905.495	1778.993	0.173199	-0.021021	0.905968	-0.385724		742.392	-4929.129	1497.998	-0.156598	0.568215	0.687335	-0.424475		738.721	-4952.100	1500.223	-0.156598	0.568215	0.687335	-0.424475		902.148	-5130.126	1448.844	-0.156598	0.568215	0.687335	-0.424475		1045.945	-4980.961	1787.174	-0.007897	-0.014978	0.988669	-0.149151		1185.402	-4922.309	1812.384	-0.005176	-0.016122	0.999549	0.024798		1176.312	-4910.244	1775.774	-0.223511	-0.068662	0.881151	0.410976		1296.033	-4923.161	1510.914	0.103864	0.583298	0.651868	0.473332		1298.554	-4945.691	1516.212	0.103864	0.583298	0.651868	0.473332		1135.037	-5123.651	1469.572	0.103864	0.583298	0.651868	0.473332		922.588	-4963.139	1304.534	-0.003941	-0.052330	0.985752	0.159809		934.978	-4913.542	870.228	0.042787	-0.021284	0.997597	0.050157		894.441	-4890.770	385.428	0.047785	0.009911	0.997334	0.054256		887.792	-4842.044	343.207	-0.000912	0.003284	0.999855	0.016713		880.449	-5028.093	342.339	-0.000912	0.003284	0.999855	0.016713		1115.899	-4955.715	1298.670	-0.014870	-0.048275	0.982576	-0.178864		1119.315	-4907.197	864.619	-0.055670	-0.040064	0.996489	-0.048017		1171.871	-4865.392	378.528	-0.070323	0.052187	0.994434	-0.058577		1180.458	-4820.250	332.817	0.002545	0.040784	0.999162	0.002340		1180.732	-5001.057	345.565	0.002545	0.040784	0.999162	0.002340
