NO_OF_FRAMES	1669
NO_OF_CAMERAS	1
FREQUENCY	120
TIME_STAMP	Place Holder
REFERENCE	GLOBAL
SCALE	1.000
SOLVER	OpenSim IK
Frame	Time	pelvis	X	Y	Z	QX	QY	QZ	QW	head_neck	X	Y	Z	QX	QY	QZ	QW	torso	X	Y	Z	QX	QY	QZ	QW	sternumR	X	Y	Z	QX	QY	QZ	QW	sternumL	X	Y	Z	QX	QY	QZ	QW	clavicle_R	X	Y	Z	QX	QY	QZ	QW	scapula_R	X	Y	Z	QX	QY	QZ	QW	humerus_R	X	Y	Z	QX	QY	QZ	QW	ulna_R	X	Y	Z	QX	QY	QZ	QW	radius_R	X	Y	Z	QX	QY	QZ	QW	hand_R	X	Y	Z	QX	QY	QZ	QW	clavicle_L	X	Y	Z	QX	QY	QZ	QW	scapula_L	X	Y	Z	QX	QY	QZ	QW	humerus_L	X	Y	Z	QX	QY	QZ	QW	ulna_L	X	Y	Z	QX	QY	QZ	QW	radius_L	X	Y	Z	QX	QY	QZ	QW	hand_L	X	Y	Z	QX	QY	QZ	QW	femur_r	X	Y	Z	QX	QY	QZ	QW	tibia_r	X	Y	Z	QX	QY	QZ	QW	talus_r	X	Y	Z	QX	QY	QZ	QW	calcn_r	X	Y	Z	QX	QY	QZ	QW	toes_r	X	Y	Z	QX	QY	QZ	QW	femur_l	X	Y	Z	QX	QY	QZ	QW	tibia_l	X	Y	Z	QX	QY	QZ	QW	talus_l	X	Y	Z	QX	QY	QZ	QW	calcn_l	X	Y	Z	QX	QY	QZ	QW	toes_l	X	Y	Z	QX	QY	QZ	QW
837	6.96667		1023.053	-4981.584	1399.743	0.005205	0.151611	0.987234	-0.048542		1009.174	-4927.190	1889.050	0.017971	-0.389374	0.920665	-0.020987		1012.963	-4872.810	1408.208	-0.017787	-0.087440	0.995798	-0.020607		965.691	-4995.363	1775.901	-0.017787	-0.087440	0.995798	-0.020607		1039.084	-4998.074	1767.729	-0.017787	-0.087440	0.995798	-0.020607		965.691	-4995.363	1775.901	-0.006221	-0.089013	0.989968	0.109548		820.963	-4951.324	1801.166	-0.021584	-0.086581	0.993951	-0.064025		810.837	-4935.949	1766.100	0.136004	-0.125674	0.963105	-0.195287		732.505	-4880.771	1487.663	0.054332	0.168459	0.955452	-0.236181		714.537	-4893.928	1480.578	0.054332	0.168459	0.955452	-0.236181		694.810	-5005.238	1260.892	0.054332	0.168459	0.955452	-0.236181		1039.084	-4998.074	1767.729	-0.029048	-0.084370	0.984589	-0.150408		1177.650	-4943.273	1804.066	-0.013956	-0.088132	0.995749	0.022851		1169.257	-4926.110	1769.375	-0.157207	-0.179431	0.940518	0.241903		1267.733	-4848.826	1506.733	-0.090606	0.107899	0.946516	0.290269		1285.214	-4862.826	1500.374	-0.090606	0.107899	0.946516	0.290269		1322.023	-4953.586	1274.563	-0.090606	0.107899	0.946516	0.290269		920.126	-4945.885	1307.741	-0.006490	-0.024626	0.996797	0.075811		928.164	-4919.984	870.899	0.035454	-0.031064	0.998204	0.036963		894.810	-4888.504	386.038	0.040021	-0.000375	0.998349	0.041194		887.605	-4839.079	344.731	0.003053	-0.005627	0.999892	0.013209		881.544	-5025.130	340.575	0.003053	-0.005627	0.999892	0.013209		1112.747	-4927.640	1302.903	-0.016436	-0.009129	0.991629	-0.127745		1124.857	-4913.612	866.083	-0.051547	-0.049260	0.996088	-0.052206		1172.724	-4862.816	380.365	-0.063932	0.025567	0.995758	-0.061034		1180.223	-4815.293	336.933	-0.005636	0.017176	0.999727	-0.014822		1186.677	-4996.384	341.173	-0.005636	0.017176	0.999727	-0.014822
838	6.97500		1022.401	-4981.072	1399.825	0.005151	0.151245	0.987318	-0.047966		1008.483	-4927.077	1889.896	0.017270	-0.390908	0.920030	-0.020908		1012.432	-4872.292	1408.368	-0.018566	-0.089012	0.995655	-0.020102		964.896	-4995.047	1775.872	-0.018566	-0.089012	0.995655	-0.020102		1038.152	-4998.448	1767.372	-0.018566	-0.089012	0.995655	-0.020102		964.896	-4995.047	1775.872	-0.006789	-0.090674	0.989760	0.110029		820.180	-4950.932	1801.075	-0.022431	-0.088117	0.993830	-0.063514		810.119	-4935.435	1766.045	0.135842	-0.124905	0.963349	-0.194692		731.993	-4880.630	1487.477	0.053767	0.171309	0.955073	-0.235791		714.043	-4893.823	1480.417	0.053767	0.171309	0.955073	-0.235791		694.860	-5006.306	1261.280	0.053767	0.171309	0.955073	-0.235791		1038.152	-4998.448	1767.372	-0.030026	-0.085827	0.984513	-0.149889		1176.725	-4943.914	1804.080	-0.014666	-0.089737	0.995584	0.023349		1168.400	-4926.631	1769.431	-0.157604	-0.180430	0.940117	0.242459		1267.262	-4848.926	1507.059	-0.090678	0.107338	0.946351	0.290991		1284.728	-4862.942	1500.696	-0.090678	0.107338	0.946351	0.290991		1321.561	-4953.500	1274.808	-0.090678	0.107338	0.946351	0.290991		919.537	-4945.187	1307.824	-0.006810	-0.024168	0.996864	0.075039		927.799	-4919.703	870.958	0.035120	-0.030867	0.998253	0.036126		894.735	-4888.454	386.063	0.039607	-0.000544	0.998401	0.040318		887.479	-4839.025	344.768	0.002439	-0.005845	0.999906	0.012186		881.802	-5025.087	340.527	0.002439	-0.005845	0.999906	0.012186		1112.179	-4927.157	1303.047	-0.016801	-0.008501	0.991719	-0.127038		1124.691	-4913.651	866.215	-0.051785	-0.049301	0.996171	-0.050315		1172.884	-4862.895	380.525	-0.063989	0.025298	0.995878	-0.059102		1180.572	-4815.367	337.132	-0.005193	0.016717	0.999768	-0.012512		1186.191	-4996.490	341.199	-0.005193	0.016717	0.999768	-0.012512
839	6.98333		1021.720	-4980.860	1399.806	0.005102	0.151221	0.987325	-0.047910		1007.569	-4927.337	1890.288	0.016870	-0.391060	0.919966	-0.021211		1011.760	-4872.080	1408.354	-0.019061	-0.089247	0.995622	-0.020218		964.195	-4995.438	1776.382	-0.019061	-0.089247	0.995622	-0.020218		1037.232	-4998.800	1767.273	-0.019061	-0.089247	0.995622	-0.020218		964.195	-4995.438	1776.382	-0.007249	-0.090971	0.989743	0.109910		819.448	-4951.357	1801.462	-0.022936	-0.088330	0.993792	-0.063629		809.419	-4935.844	1766.429	0.135223	-0.124909	0.963395	-0.194890		731.631	-4880.974	1487.779	0.053072	0.171475	0.955079	-0.235806		713.694	-4894.172	1480.694	0.053072	0.171475	0.955079	-0.235806		694.851	-5006.658	1261.529	0.053072	0.171475	0.955079	-0.235806		1037.232	-4998.800	1767.273	-0.030547	-0.085995	0.984465	-0.150000		1175.760	-4944.263	1804.145	-0.015150	-0.089993	0.995556	0.023232		1167.466	-4926.964	1769.497	-0.158184	-0.180817	0.940005	0.242228		1266.673	-4849.121	1507.296	-0.091311	0.106856	0.946361	0.290938		1284.152	-4863.128	1500.951	-0.091311	0.106856	0.946361	0.290938		1321.347	-4953.553	1275.068	-0.091311	0.106856	0.946361	0.290938		918.870	-4944.959	1307.795	-0.007232	-0.024113	0.996869	0.074958		927.494	-4919.551	870.933	0.034701	-0.030787	0.998274	0.036007		894.831	-4888.397	386.004	0.039181	-0.000482	0.998423	0.040211		887.599	-4838.977	344.696	0.001975	-0.005781	0.999909	0.012043		881.978	-5025.040	340.475	0.001975	-0.005781	0.999909	0.012043		1111.514	-4926.948	1303.041	-0.016998	-0.008305	0.991722	-0.127006		1124.219	-4913.591	866.211	-0.052001	-0.049088	0.996174	-0.050232		1172.639	-4863.036	380.522	-0.064201	0.025551	0.995863	-0.059010		1180.357	-4815.530	337.110	-0.005405	0.016952	0.999765	-0.012397		1185.933	-4996.652	341.263	-0.005405	0.016952	0.999765	-0.012397
840	6.99167		1020.891	-4980.242	1399.896	0.005028	0.150813	0.987450	-0.046620		1006.584	-4927.434	1890.727	0.016700	-0.391701	0.919686	-0.021670		1011.203	-4871.444	1408.531	-0.019912	-0.090960	0.995453	-0.020071		963.447	-4995.440	1776.352	-0.019912	-0.090960	0.995453	-0.020071		1036.053	-4999.230	1766.809	-0.019912	-0.090960	0.995453	-0.020071		963.447	-4995.440	1776.352	-0.007869	-0.092781	0.989557	0.110034		818.675	-4951.393	1801.353	-0.023861	-0.090005	0.993630	-0.063474		808.709	-4935.754	1766.358	0.135024	-0.124855	0.963522	-0.194438		731.064	-4880.860	1487.673	0.052410	0.173648	0.954791	-0.235528		713.145	-4894.088	1480.598	0.052410	0.173648	0.954791	-0.235528		694.824	-5007.443	1261.837	0.052410	0.173648	0.954791	-0.235528		1036.053	-4999.230	1766.809	-0.031615	-0.087583	0.984317	-0.149832		1174.542	-4944.873	1804.093	-0.015926	-0.091742	0.995381	0.023371		1166.310	-4927.451	1769.492	-0.158919	-0.181729	0.939763	0.242002		1266.010	-4849.215	1507.595	-0.091988	0.106216	0.946352	0.290990		1283.502	-4863.214	1501.268	-0.091988	0.106216	0.946352	0.290990		1321.087	-4953.447	1275.373	-0.091988	0.106216	0.946352	0.290990		918.178	-4944.004	1307.865	-0.007592	-0.023514	0.996911	0.074549		927.064	-4919.140	870.974	0.034332	-0.030394	0.998322	0.035354		894.725	-4888.402	385.997	0.038729	-0.000510	0.998468	0.039512		887.461	-4838.989	344.686	0.000944	-0.005904	0.999923	0.010901		882.272	-5025.064	340.411	0.000944	-0.005904	0.999923	0.010901		1110.870	-4926.478	1303.222	-0.017487	-0.007144	0.991898	-0.125626		1124.161	-4914.121	866.361	-0.052181	-0.049747	0.996267	-0.047482		1172.863	-4863.048	380.755	-0.064278	0.025505	0.996015	-0.056317		1180.848	-4815.564	337.366	-0.004936	0.016657	0.999806	-0.009265		1185.291	-4996.721	341.404	-0.004936	0.016657	0.999806	-0.009265
841	7.00000		1020.180	-4979.958	1399.873	0.004978	0.150779	0.987459	-0.046527		1005.612	-4927.784	1891.167	0.016289	-0.391892	0.919604	-0.021987		1010.510	-4871.159	1408.514	-0.020440	-0.091302	0.995409	-0.020184		962.621	-4995.897	1776.810	-0.020440	-0.091302	0.995409	-0.020184		1035.062	-4999.684	1766.717	-0.020440	-0.091302	0.995409	-0.020184		962.621	-4995.897	1776.810	-0.008348	-0.093189	0.989527	0.109916		817.817	-4951.888	1801.689	-0.024403	-0.090324	0.993581	-0.063586		807.886	-4936.226	1766.695	0.134319	-0.125038	0.963551	-0.194662		730.607	-4881.158	1487.942	0.051632	0.173612	0.954838	-0.235534		712.701	-4894.386	1480.835	0.051632	0.173612	0.954838	-0.235534		694.732	-5007.647	1261.996	0.051632	0.173612	0.954838	-0.235534		1035.062	-4999.684	1766.717	-0.032183	-0.087853	0.984258	-0.149938		1173.504	-4945.333	1804.186	-0.016438	-0.092107	0.995342	0.023256		1165.307	-4927.888	1769.589	-0.159480	-0.182244	0.939626	0.241776		1265.355	-4849.443	1507.887	-0.092608	0.105570	0.946381	0.290933		1282.863	-4863.430	1501.575	-0.092608	0.105570	0.946381	0.290933		1320.828	-4953.455	1275.661	-0.092608	0.105570	0.946381	0.290933		917.485	-4943.695	1307.831	-0.008019	-0.023425	0.996913	0.074511		926.736	-4918.937	870.942	0.033914	-0.030238	0.998344	0.035286		894.796	-4888.366	385.928	0.038306	-0.000377	0.998487	0.039454		887.560	-4838.966	344.596	0.000467	-0.005769	0.999925	0.010792		882.415	-5025.043	340.369	0.000467	-0.005769	0.999925	0.010792		1110.180	-4926.202	1303.213	-0.017665	-0.006866	0.991903	-0.125578		1123.656	-4914.067	866.352	-0.052387	-0.049448	0.996275	-0.047407		1172.577	-4863.281	380.738	-0.064487	0.025896	0.995996	-0.056240		1180.591	-4815.831	337.318	-0.005164	0.017033	0.999800	-0.009166		1184.997	-4996.986	341.493	-0.005164	0.017033	0.999800	-0.009166
842	7.00833		1019.337	-4979.035	1399.936	0.004893	0.150065	0.987648	-0.044811		1004.226	-4928.060	1891.161	0.017233	-0.391238	0.919833	-0.023313		1010.030	-4870.217	1408.730	-0.021233	-0.093619	0.995163	-0.020862		961.987	-4996.323	1776.657	-0.021233	-0.093619	0.995163	-0.020862		1034.015	-5000.367	1766.187	-0.021233	-0.093619	0.995163	-0.020862		961.987	-4996.323	1776.657	-0.008832	-0.095590	0.989372	0.109211		817.085	-4952.620	1801.506	-0.025297	-0.092604	0.993306	-0.064253		807.190	-4936.808	1766.569	0.134256	-0.126209	0.963316	-0.195112		729.796	-4881.103	1487.975	0.050704	0.174865	0.954503	-0.236169		711.930	-4894.378	1480.856	0.050704	0.174865	0.954503	-0.236169		694.627	-5008.110	1262.208	0.050704	0.174865	0.954503	-0.236169		1034.015	-5000.367	1766.187	-0.033271	-0.090047	0.983926	-0.150579		1172.324	-4946.012	1804.134	-0.017129	-0.094456	0.995126	0.022568		1164.160	-4928.416	1769.605	-0.159942	-0.182907	0.939764	0.240433		1264.429	-4849.565	1508.110	-0.093399	0.105126	0.946694	0.289820		1281.981	-4863.506	1501.819	-0.093399	0.105126	0.946694	0.289820		1320.505	-4953.380	1275.940	-0.093399	0.105126	0.946694	0.289820		916.823	-4942.291	1307.884	-0.008390	-0.022448	0.996970	0.074001		926.319	-4918.407	870.949	0.033542	-0.029577	0.998397	0.034697		894.699	-4888.510	385.872	0.037758	-0.000776	0.998536	0.038731		887.439	-4839.087	344.572	-0.001400	-0.006367	0.999937	0.009088		882.941	-5025.175	340.111	-0.001400	-0.006367	0.999937	0.009088		1109.579	-4925.444	1303.411	-0.018055	-0.004594	0.992044	-0.124505		1123.677	-4915.315	866.481	-0.052166	-0.050918	0.996312	-0.045269		1172.422	-4863.209	380.989	-0.064435	0.026422	0.996091	-0.054341		1180.621	-4815.825	337.531	-0.004818	0.017395	0.999813	-0.006974		1184.233	-4996.994	341.832	-0.004818	0.017395	0.999813	-0.006974
843	7.01667		1018.488	-4978.800	1399.924	0.004843	0.150019	0.987675	-0.044371		1003.115	-4928.525	1891.496	0.016558	-0.391388	0.919780	-0.023352		1009.272	-4869.975	1408.727	-0.021922	-0.093901	0.995126	-0.020644		960.928	-4996.789	1777.069	-0.021922	-0.093901	0.995126	-0.020644		1032.861	-5000.678	1765.995	-0.021922	-0.093901	0.995126	-0.020644		960.928	-4996.789	1777.069	-0.009478	-0.095959	0.989307	0.109423		816.017	-4953.021	1801.753	-0.025998	-0.092856	0.993278	-0.064033		806.177	-4937.183	1766.813	0.133375	-0.126229	0.963447	-0.195058		729.281	-4881.354	1488.106	0.049825	0.175089	0.954583	-0.235864		711.425	-4894.625	1480.953	0.049825	0.175089	0.954583	-0.235864		694.505	-5008.355	1262.274	0.049825	0.175089	0.954583	-0.235864		1032.861	-5000.678	1765.995	-0.033991	-0.090237	0.983918	-0.150358		1171.150	-4946.422	1804.158	-0.017805	-0.094768	0.995079	0.022784		1163.041	-4928.800	1769.629	-0.160676	-0.183456	0.939515	0.240498		1263.781	-4849.776	1508.367	-0.094116	0.104343	0.946629	0.290082		1281.342	-4863.715	1502.094	-0.094116	0.104343	0.946629	0.290082		1320.269	-4953.348	1276.188	-0.094116	0.104343	0.946629	0.290082		916.026	-4941.959	1307.852	-0.008800	-0.022366	0.996941	0.074373		925.886	-4918.176	870.920	0.033147	-0.029378	0.998402	0.035096		894.655	-4888.473	385.806	0.037374	-0.000573	0.998534	0.039143		887.467	-4839.063	344.478	-0.001821	-0.006143	0.999935	0.009457		882.833	-5025.150	340.098	-0.001821	-0.006143	0.999935	0.009457		1108.798	-4925.277	1303.424	-0.018379	-0.004340	0.992100	-0.124018		1123.211	-4915.338	866.501	-0.052532	-0.050641	0.996332	-0.044713		1172.355	-4863.515	381.019	-0.064759	0.026750	0.996092	-0.053765		1180.641	-4816.165	337.541	-0.005126	0.017666	0.999811	-0.006355		1184.027	-4997.336	341.940	-0.005126	0.017666	0.999811	-0.006355
844	7.02500		1017.887	-4978.646	1400.006	0.004809	0.149982	0.987692	-0.044132		1001.900	-4928.666	1891.724	0.016122	-0.391496	0.919743	-0.023327		1008.721	-4869.817	1408.816	-0.022328	-0.094053	0.995106	-0.020504		960.022	-4997.084	1777.126	-0.022328	-0.094053	0.995106	-0.020504		1031.768	-5000.590	1766.087	-0.022328	-0.094053	0.995106	-0.020504		960.022	-4997.084	1777.126	-0.009861	-0.096162	0.989269	0.109559		815.108	-4953.274	1801.712	-0.026410	-0.092989	0.993264	-0.063892		805.300	-4937.421	1766.769	0.132914	-0.126236	0.963521	-0.195001		728.667	-4881.529	1488.002	0.049382	0.175185	0.954636	-0.235674		710.815	-4894.795	1480.832	0.049382	0.175185	0.954636	-0.235674		694.080	-5008.516	1262.134	0.049382	0.175185	0.954636	-0.235674		1031.768	-5000.590	1766.087	-0.034414	-0.090333	0.983916	-0.150216		1170.046	-4946.394	1804.374	-0.018204	-0.094937	0.995053	0.022923		1161.970	-4928.758	1769.845	-0.161039	-0.183750	0.939374	0.240581		1262.950	-4849.642	1508.704	-0.094447	0.103958	0.946583	0.290263		1280.513	-4863.581	1502.439	-0.094447	0.103958	0.946583	0.290263		1319.622	-4953.097	1276.518	-0.094447	0.103958	0.946583	0.290263		915.455	-4941.750	1307.923	-0.009124	-0.022444	0.996921	0.074571		925.608	-4917.922	871.000	0.032819	-0.029438	0.998405	0.035262		894.703	-4888.167	385.868	0.037048	-0.000661	0.998540	0.039314		887.559	-4838.748	344.542	-0.002185	-0.006219	0.999932	0.009604		882.873	-5024.833	340.132	-0.002185	-0.006219	0.999932	0.009604		1108.235	-4925.157	1303.522	-0.018520	-0.004202	0.992130	-0.123761		1122.789	-4915.327	866.602	-0.052696	-0.050492	0.996343	-0.044427		1172.115	-4863.657	381.122	-0.064902	0.026922	0.996094	-0.053472		1180.443	-4816.324	337.633	-0.005261	0.017811	0.999809	-0.006039		1183.714	-4997.496	342.085	-0.005261	0.017811	0.999809	-0.006039
845	7.03333		1016.743	-4977.444	1399.814	0.004886	0.147717	0.988180	-0.040686		1000.503	-4929.680	1890.504	0.017451	-0.387713	0.921295	-0.024292		1008.321	-4868.596	1409.116	-0.023937	-0.097260	0.994750	-0.020985		959.052	-4997.418	1776.992	-0.023937	-0.097260	0.994750	-0.020985		1030.587	-5001.780	1765.141	-0.023937	-0.097260	0.994750	-0.020985		959.052	-4997.418	1776.992	-0.011037	-0.099552	0.988979	0.109036		814.024	-4953.885	1801.401	-0.028157	-0.096123	0.992888	-0.064357		804.314	-4937.813	1766.531	0.133068	-0.127442	0.962760	-0.197852		727.303	-4881.448	1487.963	0.047727	0.176827	0.953664	-0.238703		709.564	-4894.856	1480.776	0.047727	0.176827	0.953664	-0.238703		694.232	-5009.212	1262.307	0.047727	0.176827	0.953664	-0.238703		1030.587	-5001.780	1765.141	-0.036427	-0.093304	0.983500	-0.150646		1168.699	-4947.723	1804.220	-0.019671	-0.098212	0.994718	0.022427		1160.718	-4929.870	1769.780	-0.161352	-0.184178	0.939627	0.239053		1261.791	-4850.431	1508.773	-0.095621	0.101893	0.947173	0.288682		1279.428	-4864.282	1502.518	-0.095621	0.101893	0.947173	0.288682		1319.564	-4952.950	1276.443	-0.095621	0.101893	0.947173	0.288682		914.632	-4939.421	1307.832	-0.009540	-0.020770	0.996824	0.076287		925.086	-4917.100	870.837	0.032484	-0.027912	0.998351	0.038220		894.536	-4888.747	385.598	0.036550	-0.000751	0.998446	0.042059		887.705	-4839.293	344.262	-0.006055	-0.006651	0.999911	0.009806		882.970	-5025.372	339.668	-0.006055	-0.006651	0.999911	0.009806		1107.525	-4924.138	1303.637	-0.019162	-0.000373	0.992605	-0.119870		1123.124	-4917.735	866.622	-0.052474	-0.053232	0.996371	-0.040709		1172.309	-4863.586	381.398	-0.064999	0.027966	0.996230	-0.050190		1180.973	-4816.381	337.836	-0.005362	0.018637	0.999808	-0.002645		1183.012	-4997.564	342.581	-0.005362	0.018637	0.999808	-0.002645
846	7.04167		1015.961	-4977.052	1399.830	0.004844	0.147664	0.988206	-0.040255		999.663	-4930.156	1890.923	0.016802	-0.388182	0.921111	-0.024224		1007.629	-4868.198	1409.143	-0.024552	-0.097769	0.994691	-0.020679		957.919	-4998.210	1777.111	-0.024552	-0.097769	0.994691	-0.020679		1029.323	-5002.177	1764.762	-0.024552	-0.097769	0.994691	-0.020679		957.919	-4998.210	1777.111	-0.011580	-0.100137	0.988881	0.109332		812.894	-4954.601	1801.400	-0.028793	-0.096605	0.992843	-0.064048		803.235	-4938.485	1766.536	0.132199	-0.127790	0.962844	-0.197799		726.680	-4881.813	1487.906	0.046894	0.176600	0.953828	-0.238383		708.946	-4895.207	1480.679	0.046894	0.176600	0.953828	-0.238383		693.919	-5009.370	1262.087	0.046894	0.176600	0.953828	-0.238383		1029.323	-5002.177	1764.762	-0.037103	-0.093728	0.983482	-0.150335		1167.427	-4948.259	1804.056	-0.020264	-0.098747	0.994647	0.022731		1159.498	-4930.363	1769.626	-0.162012	-0.184814	0.939333	0.239269		1261.025	-4850.708	1508.861	-0.096209	0.101067	0.947083	0.289073		1278.665	-4864.559	1502.618	-0.096209	0.101067	0.947083	0.289073		1319.138	-4952.958	1276.498	-0.096209	0.101067	0.947083	0.289073		913.901	-4938.933	1307.831	-0.009937	-0.020647	0.996803	0.076539		924.701	-4916.745	870.840	0.032113	-0.027541	0.998368	0.038356		894.501	-4888.763	385.558	0.036163	-0.000512	0.998455	0.042188		887.713	-4839.328	344.191	-0.006585	-0.006415	0.999910	0.009808		882.980	-5025.410	339.682	-0.006585	-0.006415	0.999910	0.009808		1106.808	-4923.812	1303.678	-0.019450	0.000042	0.992663	-0.119338		1122.706	-4917.748	866.668	-0.052797	-0.052918	0.996395	-0.040124		1172.251	-4863.922	381.444	-0.065259	0.028220	0.996236	-0.049576		1180.999	-4816.746	337.868	-0.005575	0.018831	0.999805	-0.001969		1182.792	-4997.929	342.684	-0.005575	0.018831	0.999805	-0.001969
847	7.05000		1015.711	-4975.980	1399.217	0.005943	0.141662	0.989099	-0.039733		999.323	-4930.616	1890.370	0.016646	-0.386370	0.921933	-0.021908		1007.565	-4867.234	1409.860	-0.025922	-0.100639	0.994414	-0.018464		957.149	-4998.552	1776.868	-0.025922	-0.100639	0.994414	-0.018464		1027.480	-5001.184	1764.351	-0.025922	-0.100639	0.994414	-0.018464		957.149	-4998.552	1776.868	-0.012564	-0.103161	0.988317	0.111491		812.269	-4954.431	1801.100	-0.030287	-0.099412	0.992662	-0.061824		802.760	-4938.065	1766.312	0.133481	-0.127171	0.961331	-0.204578		725.161	-4882.350	1487.777	0.046372	0.175411	0.952369	-0.245099		707.596	-4895.964	1480.551	0.046372	0.175411	0.952369	-0.245099		693.662	-5009.748	1261.689	0.046372	0.175411	0.952369	-0.245099		1027.480	-5001.184	1764.351	-0.038836	-0.096394	0.983496	-0.148103		1165.739	-4948.126	1804.264	-0.021507	-0.101674	0.994273	0.024931		1157.967	-4929.991	1769.924	-0.162710	-0.183156	0.939206	0.240564		1259.775	-4851.448	1508.932	-0.097522	0.098592	0.946940	0.289956		1277.427	-4865.292	1502.705	-0.097522	0.098592	0.946940	0.289956		1318.743	-4952.812	1276.395	-0.097522	0.098592	0.946940	0.289956		913.480	-4936.606	1307.940	-0.009874	-0.018731	0.996771	0.077454		924.119	-4916.102	870.857	0.032294	-0.026522	0.998137	0.044459		893.870	-4888.918	385.533	0.036375	-0.000338	0.998177	0.048170		887.654	-4839.438	344.131	-0.015711	-0.007222	0.999812	0.008723		883.391	-5025.522	339.275	-0.015711	-0.007222	0.999812	0.008723		1106.398	-4921.720	1303.486	-0.019422	0.005286	0.994001	-0.107506		1122.926	-4920.561	866.372	-0.052601	-0.056170	0.996364	-0.036572		1172.346	-4863.747	381.476	-0.065274	0.028048	0.996395	-0.046372		1181.402	-4816.593	337.938	-0.007028	0.018694	0.999801	0.000085		1182.447	-4997.784	342.702	-0.007028	0.018694	0.999801	0.000085
848	7.05833		1014.739	-4975.417	1399.341	0.005862	0.141833	0.989128	-0.038396		998.090	-4930.941	1891.045	0.016535	-0.387647	0.921378	-0.022793		1006.873	-4866.646	1409.942	-0.026318	-0.101582	0.994300	-0.018879		955.765	-4999.077	1776.697	-0.026318	-0.101582	0.994300	-0.018879		1026.550	-5001.939	1763.912	-0.026318	-0.101582	0.994300	-0.018879		955.765	-4999.077	1776.697	-0.012834	-0.104149	0.988257	0.111065		810.830	-4955.118	1800.891	-0.030724	-0.100338	0.992530	-0.062233		801.337	-4938.694	1766.125	0.132497	-0.127635	0.961199	-0.205547		724.185	-4882.655	1487.531	0.045020	0.175291	0.952292	-0.245737		706.660	-4896.294	1480.252	0.045020	0.175291	0.952292	-0.245737		693.421	-5009.898	1261.254	0.045020	0.175291	0.952292	-0.245737		1026.550	-5001.939	1763.912	-0.039352	-0.097278	0.983329	-0.148500		1164.734	-4948.846	1804.042	-0.021862	-0.102634	0.994177	0.024512		1156.976	-4930.653	1769.730	-0.162846	-0.183993	0.939099	0.240250		1258.935	-4851.656	1508.933	-0.097616	0.098221	0.947026	0.289768		1276.596	-4865.487	1502.704	-0.097616	0.098221	0.947026	0.289768		1318.032	-4952.844	1276.353	-0.097616	0.098221	0.947026	0.289768		912.662	-4935.807	1307.994	-0.010307	-0.018829	0.996673	0.078630		923.717	-4915.245	870.934	0.031975	-0.025511	0.998120	0.045646		893.764	-4889.021	385.539	0.035775	-0.001302	0.998153	0.049089		887.696	-4839.454	344.219	-0.017015	-0.008198	0.999779	0.009185		883.276	-5025.525	338.989	-0.017015	-0.008198	0.999779	0.009185		1105.621	-4921.428	1303.641	-0.020013	0.007289	0.994197	-0.105449		1122.875	-4922.059	866.518	-0.052835	-0.057704	0.996325	-0.034851		1172.563	-4863.828	381.818	-0.065452	0.026998	0.996489	-0.044676		1181.787	-4816.603	338.393	-0.006961	0.017504	0.999821	0.001881		1182.184	-4997.807	342.721	-0.006961	0.017504	0.999821	0.001881
849	7.06667		1013.939	-4974.698	1399.483	0.005769	0.141878	0.989179	-0.036914		997.103	-4931.292	1891.629	0.016055	-0.388615	0.920976	-0.022896		1006.383	-4865.904	1410.070	-0.026931	-0.103046	0.994136	-0.018694		954.771	-4999.706	1776.221	-0.026931	-0.103046	0.994136	-0.018694		1025.133	-5002.418	1763.113	-0.026931	-0.103046	0.994136	-0.018694		954.771	-4999.706	1776.221	-0.013251	-0.105680	0.988071	0.111227		809.826	-4955.759	1800.381	-0.031401	-0.101773	0.992374	-0.062042		800.379	-4939.228	1765.654	0.132074	-0.127948	0.961090	-0.206137		723.396	-4882.999	1487.051	0.044323	0.175310	0.952204	-0.246191		705.896	-4896.655	1479.748	0.044323	0.175310	0.952204	-0.246191		693.044	-5010.206	1260.699	0.044323	0.175310	0.952204	-0.246191		1025.133	-5002.418	1763.113	-0.040151	-0.098649	0.983191	-0.148296		1163.293	-4949.500	1803.558	-0.022411	-0.104123	0.994005	0.024689		1155.581	-4931.202	1769.291	-0.163707	-0.184822	0.938776	0.240291		1258.111	-4851.901	1508.811	-0.098399	0.097385	0.946938	0.290074		1275.780	-4865.730	1502.602	-0.098399	0.097385	0.946938	0.290074		1317.653	-4952.835	1276.234	-0.098399	0.097385	0.946938	0.290074		912.034	-4934.799	1308.070	-0.010576	-0.018815	0.996545	0.080199		923.365	-4914.274	871.026	0.031817	-0.024439	0.998086	0.047056		893.553	-4889.056	385.569	0.035269	-0.002624	0.998114	0.050166		887.643	-4839.372	344.366	-0.018485	-0.009556	0.999737	0.009643		883.073	-5025.424	338.620	-0.018485	-0.009556	0.999737	0.009643		1105.036	-4920.981	1303.834	-0.020321	0.009630	0.994391	-0.103345		1122.794	-4923.737	866.697	-0.052799	-0.059312	0.996268	-0.033819		1172.450	-4863.992	382.179	-0.065544	0.026710	0.996531	-0.043785		1181.764	-4816.753	338.789	-0.007226	0.017189	0.999823	0.002610		1181.897	-4997.960	343.001	-0.007226	0.017189	0.999823	0.002610
