IC_1,IC_2
-0.003647069800297385,0.010504883692537562
-0.006132815748085802,0.010023070487649772
-0.00808659967384846,0.010011126130486664
-0.010634896555528916,0.009233525416230239
-0.012179965130846682,0.00903104726787592
-0.014017253281972607,0.008168136047989072
-0.014704813763648038,0.008053882430699039
-0.015557348758557054,0.0071569451660978625
-0.0172276237106626,0.005148043881336656
-0.017631437190038266,0.004650629381179417
-0.017886637170556233,0.003966001456084123
-0.018012576803164093,0.0031210285231055867
-0.017403147160901133,0.0005340082787938972
-0.017287812835746146,-5.696112173676128e-05
-0.016747246991433238,-0.0007645220902699736
-0.014028136022871686,-0.0025031622794065497
-0.013684343327222518,-0.003420845531688371
-0.013696410619030508,-0.00333180248736657
-0.01258835573618216,-0.0045379539382928704
-0.011983218708128263,-0.004600831395308525
-0.010756927926024059,-0.005102826943941996
-0.010131016118218088,-0.005496753879770866
-0.008741690957456307,-0.005016092468568195
-0.008035185290856875,-0.005637792726651302
-0.00720618465733196,-0.005937212537108055
-0.006426787040277051,-0.005985794397025384
-0.0055490813831867315,-0.006087448488918327
-0.004899310944063249,-0.006048479099930375
-0.004070992559021573,-0.00587967508383908
-0.0032161191456436715,-0.0060875349487255715
-0.002288233501325539,-0.006200571190041017
-0.0016846977922344917,-0.006523732244387787
-0.0006480591603325678,-0.006689225733672873
0.0001547146929935952,-0.007926410488362574
0.0010236162420557298,-0.00787259850164371
0.0022960609633971094,-0.008568449825455482
0.0032002859476756504,-0.00857774817548628
0.004863504248330349,-0.009780137177996534
0.005838856079820442,-0.009896839689982905
0.0069346796896365085,-0.01012279614226763
0.008122591041677577,-0.010368862921588
0.010142444829542322,-0.012383265999487155
0.011767093407060891,-0.013947919711791136
0.012828830485800113,-0.014076598596176718
0.014275369840113692,-0.014702306313696128
0.015159325741991097,-0.014769571421479957
0.016294320033695058,-0.015096477542789918
0.016990581269199383,-0.014904359247998775
0.017664038801922747,-0.015569720855485551
0.01828420290161196,-0.015312297013999783
0.019056897001425366,-0.015145896684185157
0.01998594054433238,-0.015106333259828918
0.020155437495006475,-0.01512670033417193
0.02057461503344605,-0.014325418331844236
0.02075550042012417,-0.014168200330172987
0.02114136470597845,-0.013955674191315973
0.02146733433688845,-0.013579839432072409
0.02178827068239526,-0.013399719425750125
0.02210260017816613,-0.013159763123049843
0.02221347471030259,-0.01285844851961826
0.021731133821442896,-0.011616539847992517
0.021777423249272544,-0.011614882206169167
0.021626546583231484,-0.011329809372164103
0.02164927268004511,-0.01125680232276921
0.021624224916230454,-0.011081591731856426
0.02121919506055289,-0.010601015700116572
0.021168775051447868,-0.010680989730546759
0.020738401526082313,-0.010506558108744847
0.020420982194826263,-0.009861444845149713
0.020035763738803888,-0.010042918843863857
0.01955037564608414,-0.009973702364429984
0.019123748960226155,-0.009870140888129163
0.018659372792642737,-0.009601997162938008
0.018345244792528168,-0.009873779472904111
0.017949362454419377,-0.009717208439308466
0.01849554872554901,-0.009837226095708492
0.018046585699268265,-0.010037660115503975
0.018542934714202892,-0.009831951953848745
0.018081905230327863,-0.010047708766579034
0.018283549496043085,-0.00998559742834115
0.017775779187699625,-0.010206853075330374
0.017204053261768458,-0.010287009933527075
0.01660826899181232,-0.010281113081996461
0.016132694379399404,-0.009395420301186062
0.015463469098423404,-0.00961334311405496
0.014405943570656552,-0.008825747539035929
0.013694870171640448,-0.009277386609921843
0.0117732648201222,-0.008604962340631534
0.011073338096513318,-0.009064646699105769
0.0099852039726276,-0.008933148454022365
0.007781066628492533,-0.00808744345768953
0.0069758509015964525,-0.008464172880480122
0.005583999259627892,-0.00804364484040353
0.004684902961530795,-0.00803380287562456
0.0036634164750777728,-0.007827410116516748
0.0024966260515393674,-0.007373392164557692
0.001592774670282014,-0.00692795342369351
0.0007798462024891051,-0.006561003171367774
0.00026682603758344705,-0.00552355530610232
-0.0005270920474378945,-0.005091116676767322
-0.0011641452002968582,-0.003624742312860296
-0.0017972173393920462,-0.003150799321295914
-0.0023605627111600827,-0.0024166182433150896
-0.0030513267971625114,-0.0005674625115125338
-0.0037741460991097945,0.0006901324525305088
-0.0043177517096004555,0.001290898384630076
-0.004847951473608014,0.002398960455230836
-0.005462618669249073,0.003474144457961048
-0.006064626770016503,0.004515941119799449
-0.006743449122832511,0.0055374294335946836
-0.007390340719157922,0.0063964611315423065
-0.00792690790475353,0.007399668707382933
-0.009284777521737222,0.008652811624330925
-0.009646549393169794,0.009172512627608794
-0.009941305917727121,0.009832309245673534
