0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
-2.2605460343185606,0.9783001718617104,7.7096131353427575,-0.9179770511801895,1.6341061344347432,0.786098554701835,-0.863845977333379,0.16441894749722227,-1.489388288083784,1.5216797117008958,-2.1562364734772967,0.46995079163415177,0.8579422979869217,-1.6895660792534497,-0.7944201036180096,-0.8692566417208141
-2.5630824842235067,0.5201240454323884,7.601928067321987,-1.0080513869383636,1.2889789193400198,0.6913301376522113,-1.0893891658346369,0.3059282140855919,-1.4248526495007006,1.8511165600881998,-2.3542498380347245,0.688962667030144,0.7881960192206293,-1.3838301079430642,-0.5080820120938686,-0.7346163779339446
-2.8603011191711056,0.21399185667245813,7.644426925736249,-1.0633329309857729,1.1362845814930078,0.32128247441323987,-0.9391979468678081,0.3280367624809941,-1.3204636575058606,2.0403550348046555,-2.3802043340343397,0.8231401431943586,0.6698041014532353,-1.107203466006335,-0.41554462298355765,-0.6805986551355948
-3.1244881120166803,-0.29747293518295226,7.692105675646657,-1.1178712665283383,0.6283595393268889,-0.04131246797515383,-0.8843518064480164,0.7412866285125496,-1.2544587169620807,2.440842360117663,-2.60337761665733,0.9956744545481614,0.7005353812792662,-0.8431462537304377,-0.05504674775408636,-0.5036733416297893
-3.328253702330232,-0.5679818891776249,7.693928509605652,-1.1940228940999504,0.4952682634634902,-0.35350069946475465,-0.7392031917544977,0.7888671895297944,-1.153162352356752,2.659001389668212,-2.6094756258852536,1.186319842433946,0.6028966639858981,-0.5609526095443275,0.031619448386326736,-0.4533444470210869
-3.4697514504721663,-0.9812397799996447,7.714678389162862,-1.216416477654106,0.0882635835916753,-0.702081825546161,-0.6574094234004406,0.9438850528663288,-1.0159955656619784,2.9354825764285057,-2.7264443513451155,1.28523292472918,0.6341907454461778,-0.24889609559905324,0.219881406948467,-0.3318650809578324
-3.5565146964250873,-1.1051723793282024,7.763637067071121,-1.2024452792001783,0.12620687935738298,-0.7677928099493342,-0.6574774023760075,0.7414016289274237,-1.0312557164830611,3.068733262625746,-2.746415382322867,1.3431967971321404,0.6833875771758346,-0.2854675526200419,0.2798919833295143,-0.42906871853454215
-3.541718478545123,-1.3700278025819315,7.730485164843941,-1.1560434728615363,-0.03891950524289311,-0.8091970393369681,-0.6732628520496848,0.8412976923005973,-1.0939947860652186,3.0776593617681227,-2.718826946051851,1.275625391730696,0.7259390041109814,-0.20780083735979102,0.29000898047123785,-0.4231982906838697
-3.4719572415193283,-1.9259729826073178,7.633550302359114,-1.043229686800939,-0.9448265853636802,-1.3587317194487811,-0.6219280351846611,1.0962603652934013,-0.88685405243818,3.183112658484187,-2.737498260360734,1.4558962705413125,1.0032820932651645,0.07761332631845304,0.5830366953816364,-0.09323234556903395
-3.4531902987508647,-2.062108169352663,7.654426613860125,-0.9962061938680031,-0.9161949295270919,-1.3510405139903061,-0.6210672595924985,0.9595052764745041,-0.9109287760662546,3.2279530429918992,-2.759229400616167,1.495135608317813,1.069171515516126,0.017145312618244153,0.5669309130868814,-0.1712905464156209
-3.38133386072382,-2.2026517610666203,7.68384051615334,-0.9673252573405862,-1.0181609493563029,-1.410853031009796,-0.6377781963612447,0.8593946683438752,-0.8661777775032513,3.245219875443717,-2.738948804087556,1.5034889878455053,1.1386893096638233,0.015878100253299703,0.5645990788236489,-0.13539768673513575
-3.263704724346992,-2.3466633175316356,7.676433702897247,-0.9087876520863859,-1.0899140362609208,-1.3949036141475835,-0.6576362831695891,0.8618359403032423,-0.8666658212610013,3.2235962450145443,-2.753744836483924,1.4811611182750684,1.2053021099197716,-0.015973530782245646,0.5495117215603433,-0.15742464439632722
-2.7512124799789635,-2.632567722891532,7.609098744892069,-0.541948644527191,-1.6581358177202676,-1.680775005983128,-0.9224586630194082,0.49468518164510417,-0.7305204623243756,2.912437052947346,-2.4158345674273303,1.377820226689496,1.557470334695732,0.32109984398443736,0.6785576943000879,-0.036086169344207907
-2.63779726153708,-2.701599104955774,7.57874852269728,-0.5202976417014517,-1.6917934333354236,-1.6049078572078028,-0.9719123684657387,0.49157282778009254,-0.7774312607797501,2.853538433028475,-2.3887879106962453,1.3672210749087288,1.5926484361940594,0.2342363872608552,0.6543206543528006,-0.07110211632275436
-2.4403811068257357,-2.721548922409549,7.523653670492108,-0.47908851536065944,-1.7773383969436534,-1.6414067647792108,-1.0376990978370968,0.34931633004094176,-0.7809216859307436,2.7990849750256626,-2.2714732890232616,1.398155029204817,1.6068067106437474,0.2468495397583765,0.5873132920739516,-0.0845144064374573
-1.7423290717590387,-2.55389935696913,7.4440995195675,-0.06081416687722433,-1.9504654555946457,-1.9384072447364216,-1.348507315550672,-0.3826452657848395,-0.752393770642815,2.1242622310318717,-1.6285619449066773,1.391216422565653,1.9713117638059012,0.42541959310873817,0.4980269915987114,-0.31144482027720005
-1.5409954028788888,-2.635436775835491,7.382702665103308,-0.051219812580329996,-2.021365208360825,-1.8127409727903736,-1.397690296063605,-0.3328035185203407,-0.8270208942302462,2.0665835805971757,-1.6007421844238165,1.3503390495316732,1.9776107246073116,0.3861901990418237,0.4689572741733288,-0.3150705230802188
-1.5572708851052477,-2.6242083209900584,7.325286840505461,-0.14059910245562823,-1.9889401608248347,-1.7627085900131523,-1.3809296003265952,-0.39743126500309706,-0.8084461764333228,2.105718708393003,-1.5428898094386208,1.4781662563370037,1.878761672600938,0.4149404324363245,0.4601379675526198,-0.3105772015800803
-1.1921760703831095,-2.6291503018764932,7.218120232844695,-0.0797989184797776,-2.1630446948718722,-1.6729928274782753,-1.498952615126572,-0.5049343742661833,-0.9118676375814073,1.968817198752868,-1.4400388561082051,1.3621520501543003,1.8619568061999103,0.3874550608943987,0.3926566937029582,-0.3447629423343556
-1.0893322568368722,-2.5441343600678556,7.134825635071673,-0.1219192160278773,-2.1412803576777364,-1.5658287668903619,-1.5310164133815327,-0.6819965107069723,-0.9939708647350973,1.849740705535012,-1.2689253584221654,1.4004775833671828,1.7695957361283625,0.3638750482520202,0.37027090669805185,-0.41082898124100237
-0.8202293131381627,-2.426995158816161,7.016361993441329,-0.11076820809621385,-2.1483949092114516,-1.5322251239535882,-1.5124329684779945,-0.8776625292669336,-1.0510318133581398,1.591387009438965,-1.1316167199046991,1.356253053195453,1.7509557165695515,0.33090747245345764,0.2509515809105205,-0.5282683830496061
-0.6605640528214195,-2.3874778877999927,6.928942323027879,-0.15906931441866123,-2.165193596961964,-1.3860833678987035,-1.5337149916173802,-0.8697068948369366,-1.1422737151732354,1.5028506011044105,-1.055284012918433,1.3404684145500219,1.6863346959092478,0.2893349756494019,0.240318111169798,-0.492437064664108
-0.5257196543608738,-2.1002792448647756,6.755695293599346,-0.212828680085638,-1.8176940133535342,-1.2623833051358058,-1.4219598569910576,-1.6328110672222085,-1.387584047260462,0.9120350379399026,-0.7200711608546655,1.279071477550068,1.476889093259287,0.1872461398753833,-0.048097091934372324,-0.9167922420500975
-0.31680774955816915,-2.0817379267037346,6.6650715195786105,-0.2602573804112283,-1.8667671361437927,-1.1328164426558118,-1.3815708760276306,-1.6211525262857267,-1.443229522571474,0.8673068155459156,-0.7464692235672561,1.3004104867315645,1.398149958207551,0.13838718650910198,-0.06988398052544949,-0.8998467075198978
-0.1413596557587435,-1.9966693213691247,6.519275706086075,-0.3333785622177478,-1.924300929773685,-0.9874062797923558,-1.320849216598939,-1.6008195415359827,-1.5210545439945478,0.7825703782222512,-0.7747396907918919,1.3287173241489223,1.2276760017890076,0.09322229699333423,-0.11100564867607485,-0.9614702838447584
-0.014150238803794969,-1.8824013624735088,6.4331875336322195,-0.45759116861621996,-1.9127337860913347,-0.8948109464869994,-1.2223566602173432,-1.6426696012525022,-1.5986304877803887,0.7127090746590968,-0.7995489173798092,1.3436795556804326,1.0822441051377525,-0.0012678906184973482,-0.1347142258151521,-0.9693452616899102
0.13671101688669104,-1.7606312791962437,6.362965265848013,-0.6106138985594086,-1.8959976264311422,-0.8135311001028063,-1.0833732174844273,-1.6698007167524345,-1.676009950559742,0.6435384214178945,-0.8564218067543374,1.3403642474722302,0.9246868142825317,-0.1297117717472395,-0.158143661016152,-0.9536507758393118
0.2298864653221424,-1.6536687610698324,6.266372001460259,-0.7332705038988871,-1.8608552228607047,-0.6422844632319208,-1.015886906784736,-1.6265076698497374,-1.7655521420313185,0.5748468212783701,-0.8275411087217096,1.3587577487196472,0.807950233774618,-0.1315277127287128,-0.1562649924406734,-0.8895228283819129
0.3293629902998176,-1.4997773528264904,6.233738556598237,-0.9856590524338715,-1.7819677285236977,-0.7178437741217392,-0.7327786713090706,-1.802170142858192,-1.7792527204999036,0.5959201083070929,-1.0369866612160439,1.4174835195098945,0.5968007552151972,-0.3932547568740926,-0.20524829076806647,-0.9507730024057967
0.49393698539541575,-1.397199205968396,6.158001079283104,-1.093870645897295,-1.7590271402643156,-0.5458708966329652,-0.6629577156761696,-1.7401378272413153,-1.88937997865941,0.5173975739565243,-1.0575719742077305,1.3611286472475894,0.5259180056841338,-0.4375689692411993,-0.2018449785327033,-0.874770528528382
0.6543258285378691,-1.269287352741022,6.090473860045299,-1.230277946653934,-1.7472521830110816,-0.42976420546351285,-0.5630932325062569,-1.7109184233637929,-1.947542941521034,0.46592873989262834,-1.1207330786267393,1.3239938883378173,0.4429750038980752,-0.5117634291101136,-0.19977430302619456,-0.8311598810097639
0.799098651594054,-1.22283825696943,6.131409047217886,-1.492830580928148,-1.572987744967932,-0.5775848855398733,-0.24645574399960476,-1.8334107307278973,-2.012177613278655,0.5567581228328857,-1.410865190934092,1.3111922063106765,0.2677672867305824,-0.7878021198055565,-0.2768526801473657,-0.8962147866597251
0.9846389667052364,-1.0857065598114928,6.0674673738849005,-1.6365908859797396,-1.5727042755379863,-0.40762309256396534,-0.17157988266282503,-1.7263192671198424,-2.100356858213817,0.4756063511554152,-1.4497560977915764,1.1986436930019642,0.21493504545629727,-0.8077327260455619,-0.26460002575889874,-0.7758413153728105
1.3080189973994942,-1.142775841673316,6.179014662243679,-1.893060526077218,-1.494662917832877,-0.6416187434596154,0.1426059541531445,-1.660993762589152,-2.1478384186411783,0.5191029064536137,-1.8318095510567884,0.9336431722964558,0.1593052411047786,-1.0518711535846208,-0.3784444707442945,-0.6200473980904665
1.4323417761937733,-0.9994905439190996,6.139955268570674,-2.043363470543684,-1.4589357204765387,-0.470442757274652,0.19971723854644685,-1.6596675685659872,-2.2104273530627636,0.4714517220988085,-1.8776258359824416,0.851528045887694,0.08579520930333645,-1.031626546168729,-0.3563116165309274,-0.5710527121250727
1.7399223714328258,-0.9036994448112627,6.127445794241537,-2.1687089403467987,-1.4744718515769442,-0.43618998588161456,0.2459097438363129,-1.5150571999889497,-2.259221616789651,0.43308990904709677,-1.9681247716133379,0.6846618223415789,0.0835245292162937,-1.0465374075429739,-0.37690613344319196,-0.5296226108549017
1.8798795804062223,-0.7642019441167446,6.0345592544552265,-2.2985460307407575,-1.38369403344283,-0.14921915974318065,0.278010053491056,-1.4003506564222348,-2.4052912356252087,0.32804483311933624,-1.932285308333416,0.629074865508333,0.04428190501704996,-0.9692912998557611,-0.33770561947830596,-0.46608038623557135
2.3293687121020286,-0.6821028887063677,6.154995751623487,-2.3607462782282322,-1.4518712637925588,-0.4278284268092274,0.3192392007352523,-1.334894327063278,-2.2632531331542216,0.3861413076219996,-2.095832328336914,0.46632981942123486,0.16824544153115753,-0.9917878893294519,-0.3565282302585965,-0.45212571317128525
2.4976194016710256,-0.5473361547070987,6.06956845404229,-2.4709738586661123,-1.3560538522073027,-0.14769791475006167,0.3493561277178098,-1.215432746847775,-2.4219119351772713,0.27911582970656906,-2.0805829529544,0.37508163522281374,0.15754467250554732,-0.9123229035357212,-0.32398760269808197,-0.39070896458504
2.7020187531463002,-0.4098852100134401,5.996372526510561,-2.571130959722709,-1.2898223717651314,0.10791988569267746,0.3350214996642783,-1.1128350068228925,-2.5592762857071545,0.1959706232353279,-2.0693445399084585,0.2693445131104244,0.16077036689574273,-0.8398262395468067,-0.2982333825351431,-0.3457782191089506
2.9237766475205715,-0.2610487285649522,5.9426028775324236,-2.675843794562811,-1.2465913908539967,0.2932049438432958,0.3336668928870015,-1.0500849055177917,-2.636449426069669,0.14211839054445685,-2.1057577095059172,0.1654789479464821,0.1864975622007363,-0.7899016372987423,-0.2761514286682178,-0.32057548659755564
3.5594441173968767,-0.24293037517007818,6.101043761618215,-2.568581577567073,-1.4583306195796515,-0.3991507902649108,0.32805237207016613,-0.8016449670261288,-2.2559429537112012,0.2072624032954327,-2.220223773751306,0.04585687350720215,0.375480373487411,-0.7143340459794773,-0.3111637681501042,-0.45981034445590563
