IC_1,IC_2,IC_3,IC_4,IC_5
-0.07115696201269753,-0.018962568693343743,-0.050585406826820056,-0.06241970227611903,0.019219256689435475
-0.06950643944455612,-0.026301279394787512,-0.04732680649336538,-0.06069763969507505,0.02450876997532782
-0.06759023152783353,-0.033375429710883676,-0.04307107333121954,-0.05865242314288901,0.029722137096410535
-0.06465429693684263,-0.0376062750164153,-0.03969736801000845,-0.05657234123154815,0.033424206810533263
-0.06081657527526889,-0.043830608812828055,-0.03405136769362725,-0.05400955204025398,0.038324408610681454
-0.05804264900027475,-0.048773836623158144,-0.02598315837675729,-0.05201232665286756,0.042592463532755524
-0.054558886731485096,-0.05328665868584821,-0.01775090475755038,-0.05051400615764785,0.045925809706201706
-0.051521523618902304,-0.05647740993796561,-0.00872353793923664,-0.04795224473936127,0.04897429701331456
-0.0479286894645477,-0.057883080665507854,0.0007783726906578955,-0.04531610236791585,0.05192246431352974
-0.04534615931326495,-0.05919168997672013,0.008734633442002574,-0.04276753819146199,0.053882721303989044
-0.04311523163460925,-0.059513969785920176,0.017025983758664345,-0.040624602791883305,0.05575162493005763
-0.040213804974362624,-0.054360781290573014,0.02489207150730452,-0.037056926932708664,0.057415798456284986
-0.03908450186951083,-0.05366997476504835,0.03077579622821717,-0.03441021927880996,0.05830891856099126
-0.037769839413294294,-0.04186670210523675,0.03682110873357695,-0.029587264028631616,0.058837108330905816
-0.034876897161835174,-0.018424421446087733,0.04258133452705244,-0.01549070653027979,0.05615652750255299
-0.03557488972664123,-0.012225624674018274,0.043824813586602514,-0.013910122009229019,0.05663597507145715
-0.03590873274767599,-0.00651269293723486,0.043971796925017154,-0.010752589380175617,0.05627195196152945
-0.038500838269433936,0.00039909754177499564,0.0446921755055902,-0.0074985071964640505,0.05668154300241793
-0.039220176049611526,0.011739905581936804,0.043272767831599064,-0.0037174959325348964,0.05684870488189367
-0.04167963673835916,0.02579041738821644,0.0438160221492012,0.008183207687827834,0.059296695334404986
-0.0444381367704845,0.034616683475730034,0.04358384205282816,0.011426780437726426,0.05949622918910304
-0.04641720177165113,0.04184001860112959,0.04184634622451679,0.016224440741630906,0.05857560942882051
-0.04835999287126121,0.047744315529843706,0.039347063402221716,0.020806187364631485,0.05739858365764425
-0.05094649579130399,0.05380206908476548,0.03469650427332807,0.025059837964574484,0.05583253128183889
-0.05402309394511958,0.057581955368121794,0.029081557641337942,0.029112131681468072,0.05395417361263957
-0.05712849123610287,0.05988777528807454,0.022091772377724632,0.032930989738953614,0.05180558240051236
-0.0615842481203449,0.060270241454311424,0.013872264578728519,0.03604659285115513,0.04941313412284513
-0.06439709172722742,0.059311047226396185,0.0039759050835000516,0.03844366642076388,0.04667958950918372
-0.06706114499175399,0.05307032775345325,-0.008440996708554527,0.039229469071194366,0.04251076243214305
-0.06914270610073579,0.05103543992608047,-0.01709903942135213,0.042767911334042216,0.04019612835389002
-0.07000396130927534,0.0358195105507088,-0.030336069851932764,0.04036166894834081,0.03506313996103925
-0.07139111468294969,0.03476699084322262,-0.03784583877807483,0.04461203347922943,0.033150612029595586
-0.07204661007599517,0.03164545700966562,-0.044629830196762435,0.04765252532355387,0.030606103011411895
-0.07207082878476921,0.026252514614502637,-0.04971422903815913,0.050284457359910745,0.028111383080557738
-0.0700109827437019,0.007153813958094033,-0.054854378780419974,0.046383471691858795,0.02267909147344599
-0.06869052169069023,0.0017602439723794006,-0.05866080023347486,0.0487969672327361,0.02016431726618036
-0.06718723296539192,-0.006439785152945002,-0.05675425694132921,0.047882456089317196,0.015819769672657694
-0.06273701658717709,-0.01613006587052286,-0.05545530606607335,0.046391728113440736,0.010672267506066068
-0.06023902135598621,-0.022587652088042358,-0.055494726710405395,0.047448036043774344,0.008186142426723076
-0.05555266600882783,-0.033565817954153525,-0.0508651501836329,0.044820269661561156,0.002194850814920078
-0.0526681879045406,-0.038846075022241425,-0.04917519060795542,0.045355891575198135,-0.0010870424443786889
-0.04964331907861667,-0.042927069463557115,-0.04458649259967345,0.04357374525108565,-0.005732196678526364
-0.0461141716599883,-0.05115890660920814,-0.038108084183609676,0.043283227402191246,-0.010772254926551319
-0.04458708013046222,-0.05442710916256838,-0.03308722860452268,0.04239136378386006,-0.013566417242767697
-0.04215082743099264,-0.05890295213668612,-0.023806783336803833,0.04229586656291852,-0.018146266956862122
-0.041020851442885406,-0.06099975798928464,-0.016512680511881424,0.04086889914899632,-0.021372530587406343
-0.04048046965498034,-0.06216677955082633,-0.008674177952735552,0.03916691110561033,-0.02432576608322682
-0.040301072188733425,-0.0618024058965975,-0.0005102605097731675,0.03640159194107961,-0.027555373423535087
-0.0405196251199422,-0.06193878792961368,0.008023440290933045,0.03464921929436255,-0.030076539559361178
-0.04149423139502035,-0.06009359767259647,0.01678170293909788,0.031585521910180867,-0.03290593858203092
-0.041855108344717784,-0.055945985638921364,0.02519002886838462,0.02820261767575843,-0.03634039432355541
-0.04199924450349036,-0.0518124357650535,0.032094997282155154,0.024256354202685976,-0.039062928895769525
-0.03966392226504097,-0.04607742118701897,0.03866049401656341,0.01865944276455399,-0.04264352518423998
-0.040403621772278915,-0.040235474858502256,0.04361340884482308,0.014279241912224494,-0.044364664356295096
-0.0418864072745699,-0.033878085555240314,0.04802822203689211,0.01032935862500576,-0.04590271281697852
-0.039308576731097396,-0.017122047618690298,0.04880436889643447,0.004679142310492856,-0.047047366352174984
-0.040808241522036645,-0.008435624248233202,0.051216090275965034,0.0010448899809193367,-0.047968815996781475
-0.03937611995400654,0.006929878734887104,0.05345763771483334,-0.001274926108044138,-0.047814380359480976
-0.03959343633500108,0.014859514224623655,0.053125112658613846,-0.0044525999230968965,-0.048913257224381244
-0.03912327829858657,0.023660767849404626,0.050463815589359015,-0.0062725447645407325,-0.04940474457252869
-0.0382672022555972,0.030942107117136675,0.04792338300021499,-0.008586845836490525,-0.04944607617284578
-0.03687753570582486,0.03903636688828408,0.04254724136119549,-0.009546222620217596,-0.048804302862836754
-0.0361798930252588,0.045609698609842965,0.039777476859319615,-0.012826226061503264,-0.048438593698670866
-0.03564478798189717,0.05094499687374099,0.033746013022995375,-0.014784744475046048,-0.04681043082477296
-0.03530570800936524,0.05505433815266503,0.028448759037609343,-0.017053670192178592,-0.0453731273850511
-0.03515809993302835,0.05834424700817667,0.02161285839869325,-0.019489401360927507,-0.04341373092041775
-0.035336657289817254,0.060375303134118354,0.013222427099336135,-0.022250154408087627,-0.04086226504336444
-0.03572034778816604,0.061510975811914996,0.002595693246094615,-0.025296736921362716,-0.03753853093532707
-0.03657844694155448,0.06271847259768959,-0.006542467093389522,-0.028270058952413447,-0.0354422764475946
-0.03681252004382073,0.06301990521009895,-0.016444127168521828,-0.030581825651861825,-0.03267931767866689
-0.03822231437878454,0.05514492407836338,-0.030409284589443374,-0.03440938334301712,-0.026921763630830563
-0.03843858686875322,0.05222641097946801,-0.039283905627168623,-0.03556082488302025,-0.02393450486119837
-0.04123549362670864,0.04587619575974147,-0.04766592167211739,-0.03731160006225026,-0.019503222371344133
-0.040392619654274826,0.04404054588022693,-0.055681736870552175,-0.03875002451408381,-0.016481465931169788
-0.04081128812766131,0.04222042131281026,-0.06183468805688782,-0.03937834288876613,-0.013286011349610919
-0.04212557657219127,0.01885849059433423,-0.060644103222157006,-0.047305237553723886,-0.006861426198230504
-0.041888004182714544,0.01633645312565777,-0.06471910200092394,-0.046012815535835146,-0.0033176333046212258
-0.04111971094929857,0.011847096409712522,-0.0665022595161617,-0.044919372905365615,0.00040681751490978616
-0.04074131074448724,-0.005512315309162627,-0.054787874298071235,-0.05177781422017516,0.006087463612096881
-0.03955181288404152,-0.00928928009024445,-0.05547563280051605,-0.04911168760880198,0.010171324638128237
-0.037567604956026214,-0.017184808098435023,-0.05083913486482084,-0.04832320304997764,0.015401363104210693
-0.035472368152563355,-0.021413801179392494,-0.04798006758340828,-0.04651201107191894,0.019453876330983815
-0.03229317277256363,-0.02855956623533718,-0.04241412498898436,-0.04519244717058644,0.024851121139629444
-0.029794326015158842,-0.032449467166966374,-0.037195583074513115,-0.043944044752688115,0.028723519956411564
-0.026875207021643668,-0.03785232991950479,-0.030365977574851877,-0.04234805749111543,0.03312542089777093
-0.023464350348068097,-0.04283036488357969,-0.02224964353072344,-0.04095881807557594,0.037343153179326835
-0.0203477551557343,-0.04693436835292151,-0.012884351243471471,-0.039499217119892,0.041234870897126574
-0.01710156356023674,-0.051575136365548974,-0.0035502393415412525,-0.038061994571709196,0.04413749056099415
-0.014668391685042782,-0.055572829001531675,0.005407770121865285,-0.036061786554117126,0.0466387172177226
-0.01129097033084492,-0.05216443884833217,0.016631779628630602,-0.03278265723634534,0.049566779527235
-0.010623514219840471,-0.05325644904884152,0.02612541137557992,-0.031265885720963525,0.05124453266835332
-0.009778442111335224,-0.05062976186840848,0.03375559583502316,-0.029274786141830163,0.05247369191244482
-0.008621546778349228,-0.040883503035442206,0.04015141036908035,-0.022302155368636802,0.05279975539464789
-0.009469896591540546,-0.03664211338023879,0.04480336882569773,-0.02090348741925878,0.05327204294985244
-0.009886760750102896,-0.022727992069355146,0.04695032722478397,-0.015629864659163557,0.05187366285646875
-0.010385804208911827,-0.008103904212278856,0.047959783144457764,-0.009218748472736935,0.05070165559200674
-0.010865017027635374,-0.0002471999620042073,0.04834389597012875,-0.004421867413253239,0.05046447897297209
-0.012083149934801281,0.008131955428941512,0.047697871793522424,-2.6895035684457792e-05,0.05060889512660579
-0.013850563412835658,0.016888151493144196,0.04746104356376148,0.005564088141615199,0.051343254747988835
-0.01552375573191778,0.024660037222641602,0.047012952292015284,0.010958020428098788,0.051313417913980086
-0.018129056704665008,0.03362011358751291,0.04713198182438627,0.017146984158715434,0.05214036615782972
-0.019721562160477806,0.03996097801538377,0.044349541525547535,0.02170668557177414,0.050730463443592
-0.021803528910284798,0.04628962655680036,0.04078901965151304,0.026032018915464784,0.04946491856374248
-0.024640457515595945,0.05085061129453434,0.03553959921479026,0.03061539181189916,0.04825352517132376
-0.027747462824708087,0.05355959463958041,0.029231507024692408,0.03437269920365365,0.046553035076229814
-0.0310619096199687,0.05611140562658149,0.022236028080691767,0.03803394271159931,0.04482629054651381
-0.036243758745422586,0.05092891454542116,0.012037398595484491,0.03815124850895422,0.042595972510947794
-0.038664461409218934,0.05118828277758846,0.0025461995308574677,0.0416780906035596,0.040062066987851225
-0.041181213182984906,0.03905256239945177,-0.011364468516613775,0.038310619225279556,0.03579171248061301
-0.04384504092963612,0.03965392423762818,-0.019950116927570007,0.042276634639136675,0.03380878012656584
-0.046107748738302756,0.03804719648323592,-0.028708859870632295,0.0451114012890891,0.0314035065793802
-0.04939702943277314,0.027011257552435133,-0.04041182284530587,0.041211791110739554,0.02620527340909839
-0.04701340940219263,0.01616852214394574,-0.05030137039590851,0.04246807138103806,0.022895019307053635
-0.04770686070490626,0.012826473129405465,-0.054551800935144765,0.04476508546375775,0.02124265179759022
-0.04846124618902883,0.004876992868447399,-0.05654874766523538,0.0431330286263294,0.016320882793451653
-0.045381895802174804,-0.006843532470907868,-0.059256680777228614,0.0413219456015216,0.011667151316686402
-0.044033279354880994,-0.011455518362090744,-0.06073541034579053,0.041944375292061194,0.009313065170168932
-0.041208412955804206,-0.019879798684929943,-0.057249969728571694,0.03952642074922192,0.0035338974092751036
-0.03888672481944717,-0.025474368157715192,-0.056970597457518916,0.039290185352703615,0.00016365726351554177
-0.03665071853338854,-0.031052077715979405,-0.05455962003714332,0.03855448016279406,-0.003878768643894264
-0.03378504908787993,-0.03936449221613507,-0.050722624916839966,0.038080420068618406,-0.008958820752909182
-0.031719745621032976,-0.04363541974943838,-0.04713661068986519,0.037867653906731684,-0.012835186813301811
-0.030845160979443526,-0.047753567057923565,-0.04064875544253104,0.03768198171794627,-0.017042171741783574
-0.029877042986738045,-0.05013437648882486,-0.034525046773550803,0.036564579818994296,-0.01999836489371039
-0.02953742375937386,-0.05246393482460677,-0.026493017585265843,0.03523174689728758,-0.02361725194192349
-0.030773485978743655,-0.05416134403480267,-0.015490725607001961,0.03670357308307556,-0.026848038406197726
-0.030806843372373934,-0.0555152069246314,-0.005903280500790597,0.03444329517040807,-0.029822604873945616
-0.03150034701650277,-0.05547004764374571,0.0035186379428661075,0.031945542728023364,-0.032532044398832186
-0.032202888618679384,-0.05535435428913965,0.013695342737639135,0.02860713342393579,-0.03507946178991632
-0.034721340096816045,-0.05413632380946673,0.02328882952371841,0.025441150999283357,-0.0376433483966502
-0.03758445224190032,-0.05251786066453799,0.03253297079716872,0.02246250613673886,-0.039745836868010635
-0.03887995081086835,-0.049274745654286176,0.03986962015902552,0.018836853584641326,-0.041421884490843885
-0.040860339134755785,-0.04517076009747858,0.04642878732857208,0.014945265985723315,-0.04286421647658607
-0.041780707176068674,-0.035469914444063104,0.05282044604367377,0.009687500736390357,-0.042796571262296246
-0.041910839702487934,-0.032280534454599295,0.05732264920362958,0.006420430420468089,-0.04371966995408284
-0.0436301335224965,-0.021570326413626013,0.05946120580823394,0.0033410472243797,-0.044154879997600566
-0.04197860204822464,-0.009628029457795093,0.06242016105995085,-0.00046335076101458215,-0.043849901308691555
-0.04202554610976308,-0.004139556489063959,0.062938962097924,-0.003261126767271573,-0.044790659221137855
-0.040980214948553306,0.002097439644540484,0.06194092325741016,-0.0057760819410598045,-0.045383185830582
-0.03789399662184402,0.00861117218439264,0.059095807723855885,-0.008143351259493005,-0.04567535936854878
-0.03513876110446771,0.014089651731689813,0.05735154115759964,-0.012363288782338553,-0.04572633917936534
-0.033313392813611474,0.01939213341498635,0.054992977546270284,-0.01504363966364101,-0.045382218433491474
-0.031129251726410585,0.02508386608299855,0.04954293959101522,-0.018146530646939177,-0.0441031613041718
-0.02923052548240637,0.030014873386483853,0.04381513597986008,-0.02061658424468192,-0.04268751231393471
-0.02800917667928242,0.03482477362389741,0.037181155539051935,-0.02397345495952293,-0.04119946557682062
-0.026958385268211916,0.039224202309726855,0.029116774091403494,-0.026370819309795557,-0.0388013637191264
-0.028656452863902268,0.04443067603024593,0.021528151372700043,-0.029327824315788373,-0.03745234755916423
-0.02587328525886008,0.048006508115683445,0.00716961267024744,-0.03141679398663205,-0.033587975451974554
-0.02592117435598206,0.0527610661843251,-0.0019058824909698499,-0.03433875288604133,-0.03131524225576852
-0.025755624930608217,0.054257028253568026,-0.01260250797376201,-0.03581027361269699,-0.027786947994716506
-0.026099974681269043,0.05647017305018623,-0.023391052474754526,-0.03790271526265554,-0.024629579684219256
-0.027004789207779115,0.05501649919633742,-0.034619872770433005,-0.040826103804654464,-0.021072514892950665
-0.026893359107357344,0.0556706387533171,-0.04298164964273316,-0.04239585644849592,-0.018368061153364725
-0.02812415477200404,0.04084610946132557,-0.04802234726702656,-0.050986465594510144,-0.013413840014510596
-0.02878410752133917,0.0399992912366497,-0.05382788274432701,-0.05071450492573774,-0.010351348647516669
-0.030872175259404607,0.021262248463044215,-0.04945521592407647,-0.058526259215323784,-0.0043809800607465975
-0.03204238027183414,0.016258912584269467,-0.05202194567998022,-0.057594028420202746,8.975744540236235e-05
-0.03241892816955515,-0.002976700879032606,-0.04729291590430259,-0.06195153802205035,0.007527465830778341
-0.03253610064813583,-0.009593563194233963,-0.049307665326497614,-0.060075435164557794,0.012292431513840229
-0.030785536395195896,-0.019741744560720025,-0.04843816658553067,-0.060996009148668345,0.018311202946395173
-0.03001923553019883,-0.024152182982773746,-0.048483091039356684,-0.0588222735209994,0.0228265803030592
-0.025933101899603073,-0.030071277399534274,-0.048365823501294695,-0.056731721317301906,0.027874313863425492
-0.022319092019381256,-0.035416841942799177,-0.04547515747313083,-0.05552771987582289,0.03319316192807994
-0.02132324664170586,-0.0405439198296815,-0.039904102108086786,-0.05395595118701175,0.037086351687337274
-0.019001349671909272,-0.04488882603415823,-0.033167421645123825,-0.05286413235258193,0.04144354551885945
-0.016291046110895442,-0.04976772895828469,-0.02437913293788286,-0.05049164528815621,0.04589061213500284
-0.014327215644308403,-0.052235538615338084,-0.01518333666510215,-0.04947911612066905,0.048432234618943366
-0.011430239488713766,-0.05356001023731,-0.004974690844235979,-0.04761015074080627,0.05131937368736438
-0.008488931143907587,-0.05783496990749738,0.0043807711355549825,-0.046007818436049036,0.05343859020537127
-0.005571486378789629,-0.05085435614983977,0.01576671626825853,-0.04313904195052313,0.05518599982584852
-0.0031066432948872896,-0.04855111001090301,0.025137032544508928,-0.04081627605777827,0.05632760626329757
-0.00265024052183956,-0.037122128383423755,0.03665921667416053,-0.03490557034194234,0.05675477107878125
0.0008755278486324348,-0.02484432078695048,0.046323924134088916,-0.023953075067823286,0.05714367154798211
0.002166739656162883,-0.021748152512730785,0.050811330102222864,-0.021977185300614755,0.05712939235137809
0.002042522045082165,-0.014151458711604762,0.05521365649154214,-0.0205924777783871,0.05677033122020457
0.003584967131963612,-0.0014141323511622185,0.057457354877393355,-0.017234145397722715,0.05621689851532487
0.0032190159113498064,0.013500472188681334,0.05946757182794154,-0.009526663930198704,0.05598350796810472
0.0027164109149471036,0.029960758433252323,0.06201229585560358,0.0016166003392867109,0.05656179337424798
0.0006923709238038747,0.03690066135026831,0.06255588428250686,0.0051351734337671835,0.056998554877138306
-4.039135979084041e-05,0.04317113314897181,0.06223695446591032,0.009535648847455589,0.05663607964238559
-0.0025349517827101924,0.051647567649735104,0.06234487220902145,0.013914414371701178,0.05744595466722115
-0.00483930421062304,0.0576143979777336,0.06139867304819492,0.01935535534622362,0.05723427613393215
-0.00683390806879999,0.06292143462412554,0.05855960416851198,0.024059524976273845,0.055871426349923925
-0.009613743746473261,0.06729955057720036,0.05441751671892324,0.028554743816740877,0.0541626872912325
-0.012842588277120929,0.06847296182168736,0.048424846811494,0.03161530324789337,0.0518821670103589
-0.01617081688898741,0.06935852221903104,0.041382383492457514,0.03576585167408315,0.049461621590721
-0.01877119573487041,0.0683925702320419,0.03055508969990294,0.036202280822003115,0.04528177768463371
-0.021571349543369308,0.06689395659563771,0.020579883872979057,0.03820714989680544,0.04159657548520626
-0.02282779330296189,0.05399791303286935,0.007568754972998689,0.0351374559353932,0.03637120459695689
-0.02506697307156566,0.05439418451788288,-0.0006242710727179156,0.039779335885011716,0.033901384702548165
-0.02634024438108487,0.0414235423506507,-0.012664568095844092,0.03748511940614198,0.028718002376580398
-0.027820215551820633,0.040655256569513236,-0.02025826255854629,0.04197907761929627,0.026581567678745126
-0.028720456822859605,0.03744932572167661,-0.02717997673835144,0.04545613248153746,0.023584792053042408
-0.029489222767982,0.02862801435112892,-0.032480196831273046,0.04532738849123696,0.018398621218874218
-0.027568163466894727,0.019311717392823436,-0.038844734469714176,0.048650992881970154,0.014477849615211102
-0.026063961895701853,0.014347086568892666,-0.04144880197209283,0.05125211183308767,0.012256230254754094
-0.023716000344119734,0.005096908171447484,-0.04119886166745331,0.05192540949883355,0.006775125935181574
-0.021351521133633665,-0.0005901613322195542,-0.041897380196481405,0.05316957092445804,0.002829017375427049
-0.018337608782780606,-0.00765347028259686,-0.040756857609060324,0.0534052310139381,-0.0017152293870702452
-0.015561421638102488,-0.014790491934800858,-0.03994845904403682,0.053552681769721194,-0.006104422303163482
-0.01331617860606934,-0.02157622571073502,-0.03865244574127465,0.05347028407651171,-0.010409623665313507
-0.012348615438205205,-0.02804233556919684,-0.03736736544234117,0.054010617441774,-0.013587074419373244
-0.009596284255718724,-0.04129901541335092,-0.033790152168622134,0.05141456647023213,-0.019450399318486047
-0.008431923994262472,-0.04731033577478657,-0.028876102443168235,0.049985489184074396,-0.023117672457244044
-0.00948392126921416,-0.05478592872818953,-0.021168505384576968,0.04920294566053483,-0.026747316604064656
-0.009003360366622958,-0.05732175539477459,-0.014572167787835648,0.047002236044985775,-0.029998515027197557
-0.009923174637989961,-0.05925887859284726,-0.007146671680707298,0.044543265939148785,-0.032669280936386394
-0.011386988560403122,-0.060476431442354664,0.0008205053551187545,0.04262699935031296,-0.03510635871190565
-0.013859685443319414,-0.06118465170734584,0.008823903414607091,0.03903793155055785,-0.038267831170102476
-0.015364968147046286,-0.06062954213902635,0.017646986754968386,0.0362182657511473,-0.040428358633528484
-0.017337479891900806,-0.058728404532474424,0.025964857493000044,0.03184310809542398,-0.04281432032164403
-0.019267603619589697,-0.0565434580526532,0.0329230162634035,0.028308526391166374,-0.04465671519250596
-0.021375784670950783,-0.053174242804125506,0.03963810382332574,0.02379083957450246,-0.04650941729971368
-0.023474787425803945,-0.04650499024721044,0.04465938058108454,0.018145489212559925,-0.04827539985367185
-0.023489877756372356,-0.0440904194387061,0.05029068001745016,0.01467759797028492,-0.0490677330523138
-0.026385219553827135,-0.03344755141313396,0.05099181454667354,0.009170643604621824,-0.050165795370553275
-0.027263251507235745,-0.026830144380733965,0.054899419875929716,0.005504421276168065,-0.05061328578960619
-0.0260535672577129,-0.008452123217708893,0.05993551125809544,-0.002048929541316673,-0.050928962221451914
-0.024973022239596875,-0.0016389353385761114,0.05875100428364851,-0.004206065385755188,-0.05131248992142184
-0.02408336051033574,0.004763133983357897,0.05780671591533808,-0.0068606874181167884,-0.0514922067391109
-0.022761704892779157,0.011626556027946197,0.055312269286517224,-0.009350451339738773,-0.051381129977685354
-0.02042552788447004,0.017850647941075843,0.05274797121384618,-0.011926095508023418,-0.05083131709766985
-0.01835496234958167,0.024167610986242583,0.049439670999102875,-0.01421708077693439,-0.050068698328923
-0.01575443921763237,0.029003126051585428,0.044767121342804014,-0.017070467239764287,-0.04881198806204019
-0.012361004845486601,0.033404032524174586,0.03611854541892923,-0.020273636668566287,-0.046504120188627755
-0.010131788510950356,0.038239233512390954,0.031301924222976354,-0.023482658910845756,-0.04516209636813258
-0.008324814151112256,0.041385863765927254,0.024501589566347598,-0.026313583522792616,-0.043084194207857585
-0.007692468176293387,0.04623697555829568,0.01625740964203329,-0.029610463766121822,-0.04102223538408252
-0.00631118629057216,0.04706969088144888,0.006661299375606272,-0.031475268596693834,-0.03694191854954599
-0.004944932848256564,0.0496586509247847,-0.0019013478974053302,-0.0336522693695548,-0.03439133163601864
-0.004613600730769937,0.0502742927488401,-0.012443376116169516,-0.03652046166656041,-0.0303733738490074
-0.004362069023921809,0.05068306653718584,-0.020943059015227822,-0.03798951316280946,-0.02737244788260776
-0.0048349911750804435,0.04979301708728459,-0.029367878198689377,-0.03950066603469883,-0.023768601496885436
-0.005232804650240525,0.036392295432949154,-0.036873025723381914,-0.045961611822809,-0.017501021962524163
-0.006058637032266009,0.03536380302803875,-0.0431339511231239,-0.04578685217300586,-0.014132906119808757
-0.006685347426020343,0.03185343086583416,-0.04727818103842436,-0.04672579139019618,-0.01020918890709908
-0.00698563223993438,0.011380162887805348,-0.044135108382016196,-0.05545368556674925,-0.0036039467737094873
-0.007201335113358863,0.0073868099310744045,-0.04820163141678023,-0.05369061740196237,0.0007067421769356166
-0.008572070608279216,-0.005100564799721036,-0.04473653850943362,-0.05602888267337442,0.006530487799838843
-0.00808566533075007,-0.012748689773070336,-0.04593578459388354,-0.05546231936200198,0.011259312234402956
-0.005214393150892194,-0.025535203549073373,-0.04438921923622325,-0.05793326838744126,0.017001598998339976
-0.0036906253886957625,-0.029825808793742963,-0.044697495871302104,-0.056025104456103175,0.021079662150441585
-0.0021194731362239273,-0.035752379876932215,-0.04229241410842668,-0.05469600407415483,0.026075340972018336
-0.0002731204169683927,-0.043321886985261765,-0.03857933341739046,-0.05286263128927199,0.0315149918791992
0.0020520046129647385,-0.047718164185722355,-0.03451299297606376,-0.05138817890715555,0.03568268868785123
0.0038534588900718866,-0.05254150268478038,-0.028417040211812763,-0.04939407501496536,0.04017207194524345
0.006495680291100753,-0.05582908279551419,-0.021871075500327544,-0.04829460013753115,0.04309761412573049
0.007825013031154349,-0.05900894290811258,-0.012790190496483026,-0.04548920004209253,0.04805259009645948
0.008263757714518394,-0.059777538583010076,-0.002845606571260443,-0.04253559632123164,0.05135792534514574
0.009170887016048382,-0.05925251950793769,0.006629974670652742,-0.03936393026426862,0.05406179307464318
0.011278820499212557,-0.05944700159945943,0.013721589034716283,-0.03701159245065173,0.05578575878625638
0.0122410915946554,-0.059991114819601406,0.02178501236346739,-0.0345960510364083,0.057554988231025395
0.012970698055814215,-0.057406835532337816,0.028493751193934578,-0.03231674759150652,0.058688506372918774
0.01294906107817449,-0.052806170782826546,0.03461451081044936,-0.02987979870287527,0.059514070856040366
0.008526490203115807,-0.01614325929158794,0.04328839907886698,-0.008017760953710665,0.05888410084244512
0.00866389643441796,-0.012168992190459978,0.04515463929854363,-0.00606087298364511,0.059241827185508245
0.007143287684016701,-0.004753924226580767,0.04549973497613901,-0.0020840136391314015,0.060063697690250224
